# Header: 
#   Title                 : 72-HF-174 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : M.C.Moxon 
#   Institute             : (2UK HAR): Atomic Energy Research Establishment (AERE), Harwell 
#   Reference             : (R,AERE-R-7864,197412) 
#   Year                  : 1974 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 72 
#   A                     : 174 
#   Nuclide               : 72-HF-174 
# Reaction: 
#   entry-subent-pointer  :['22360-002-2' '22360-002-3'] 
#   EXFOR reaction        :['(72-HF-174(N,EL),,WID)' '(72-HF-174(N,G),,WID)'] 
#   incident energy       : -8.1470e+01 eV - 2.1100e+02 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/223/22360.x4 
#   nds                   : https://nds.iaea.org/EXFOR/22360
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
-8.1470E+01        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 3.3160E-02        NAN        NAN        NAN
-6.3365E+01        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 2.9220E-02        NAN        NAN        NAN
-4.5261E+01        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 2.4700E-02        NAN        NAN        NAN
-2.7157E+01        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 1.9160E-02        NAN        NAN        NAN
-9.0520E+00        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 1.1040E-02        NAN        NAN        NAN
-1.5790E+00        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 4.8800E-03        NAN        NAN        NAN
 1.3806E+01 3.0000E-03        NAN        NAN        NAN        NAN 6.0000E-02        NAN 3.6570E-03 7.5000E-04        NAN        NAN
 3.0718E+01        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 2.8270E-02        NAN        NAN        NAN
 7.0500E+01        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 1.2000E-02        NAN        NAN        NAN
 7.7900E+01        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 6.5000E-02        NAN        NAN        NAN
 1.0710E+02        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 1.2200E-01        NAN        NAN        NAN
 1.2460E+02        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 5.0000E-02        NAN        NAN        NAN
 1.4760E+02        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 1.2000E-01        NAN        NAN        NAN
 1.5350E+02        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 8.5000E-02        NAN        NAN        NAN
 2.1100E+02        NAN        NAN        NAN        NAN        NAN 6.0000E-02        NAN 1.8000E-01        NAN        NAN        NAN
