# Header: 
#   Title                 : 15-P-31 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : R.L.Clarke 
#   Institute             : (1CANCRC): A.E.C.L., Chalk River, Ontario 
#   Reference             : (J,NP,14,(3),472,1960) 
#   Year                  : 1960 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 15 
#   A                     : 31 
#   Nuclide               : 15-P-31 
# Reaction: 
#   entry-subent-pointer  :['C2104-004-5'] 
#   EXFOR reaction        :['(15-P-31(P,TOT),,WID/STR)'] 
#   incident energy       : 1.0240e+06 eV - 3.1190e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C21/C2104.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2104
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.0240E+06   1.0000E+04        NAN        NAN   2.6000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1610E+06   1.0000E+04        NAN        NAN   6.1000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.4040E+06   1.0000E+04        NAN        NAN   3.3000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.4740E+06   1.0000E+04        NAN        NAN   8.5000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.5140E+06   1.0000E+04        NAN        NAN   7.7000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.6400E+06   1.0000E+04        NAN        NAN   5.8000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.7100E+06   1.0000E+04        NAN        NAN   9.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.8110E+06   1.0000E+04        NAN        NAN   2.6000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.8920E+06   1.0000E+04        NAN        NAN   7.3000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.9760E+06   1.0000E+04        NAN        NAN   1.7000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.9900E+06   1.0000E+04        NAN        NAN   3.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.0180E+06   1.0000E+04        NAN        NAN   2.3000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.0290E+06   1.0000E+04        NAN        NAN   4.5000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.0310E+06   1.0000E+04        NAN        NAN   1.2000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.0410E+06   1.0000E+04        NAN        NAN   2.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.1090E+06   1.0000E+04        NAN        NAN   1.3000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.4340E+06   1.0000E+04        NAN        NAN   4.0700E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.6440E+06   1.0000E+04        NAN        NAN   2.3000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.7790E+06   1.0000E+04        NAN        NAN   1.2000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.8050E+06   1.0000E+04        NAN        NAN   1.3600E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.8740E+06   1.0000E+04        NAN        NAN   2.2000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.9220E+06   1.0000E+04        NAN        NAN   2.7300E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.0080E+06   1.0000E+04        NAN        NAN   1.3700E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.1190E+06   1.0000E+04        NAN        NAN   1.5600E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
