# Header: 
#   Title                 : 56-BA-136 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : L0183-003-0 
#   First Author          : R.Massarczyk 
#   Institute             : (2GERZFK): Helmholtz-Zentrum Dresden-Rossendorf, Dresden 
#   Reference             : (J,PR/C,86,014319,2012) 
#   Year                  : 2012 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 56 
#   A                     : 136 
#   Isomer                :  
#   Nuclide               : 56-BA-136 
# Reaction: 
#   EXFOR Reaction        : (56-BA-136(G,EL),,ARE) 
#   Incident Energy       : 2.9767e+06 eV - 9.0778e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L01/L0183.x4 
#   nds                   : https://nds.iaea.org/EXFOR/L0183
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   2.9767E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   3.0437E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   3.1099E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.2000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   3.1157E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.7000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   3.3696E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   3.4351E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0700E+02   9.0000E+00          NAN          NAN          NAN          NAN
   3.5260E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.6000E+01   2.0000E+00          NAN          NAN          NAN          NAN
   3.8811E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   2.0000E+00          NAN          NAN          NAN          NAN
   3.9798E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   4.1371E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   4.2312E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   4.3668E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   4.4133E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+01   6.0000E+00          NAN          NAN          NAN          NAN
