# Header: 
#   Title                 : 64-GD-155 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : A.Nord 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,54,2287,1996) 
#   Year                  : 1996 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 64 
#   A                     : 155 
#   Nuclide               : 64-GD-155 
# Reaction: 
#   entry-subent-pointer  :['M0859-002-2'] 
#   EXFOR reaction        :['(64-GD-155(G,EL),,ARE)'] 
#   incident energy       : 1.6750e+06 eV - 3.3050e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M08/M0859.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0859
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.6750E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.3000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   1.9820E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4000E+00   6.0000E-01          NAN          NAN          NAN          NAN
   2.0170E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.3000E+00   6.0000E-01          NAN          NAN          NAN          NAN
   2.2830E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.3290E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.4560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.5580E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.5960E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.1000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.6450E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.6550E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.6890E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.7280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.9000E+00   5.0000E-01          NAN          NAN          NAN          NAN
   2.7430E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.6000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.7550E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.7680E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.9000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.8140E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.8190E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.8260E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.8540E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.6000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.8650E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.8720E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.6000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   3.0110E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   3.1230E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   3.1990E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   3.3050E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+00   4.0000E-01          NAN          NAN          NAN          NAN
