# Header: 
#   Title                 : 20-CA-40 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : T0088-004-4 
#   First Author          : J.J.Simpson 
#   Institute             : (1CANGUE): University of Guelph, Guelph, Ontario 
#   Reference             : (J,PR/C,4,443,197108) 
#   Year                  : 1971 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 20 
#   A                     : 40 
#   Isomer                :  
#   Nuclide               : 20-CA-40 
# Reaction: 
#   EXFOR Reaction        : (20-CA-40(A,G),,WID/STR) 
#   Incident Energy Type   : 3.7900e+06 eV - 5.9400e+06 eV 
#   Resonance Energy      : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/T00/T0088.x4 
#   nds                   : https://nds.iaea.org/EXFOR/T0088
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   3.7900E+06          NAN        0.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8600E+06          NAN        2.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.0000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.2100E+06          NAN        NAN        NAN          NAN          NAN   1.1000E-01   2.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   4.2200E+06          NAN        1.0        NAN          NAN          NAN   6.0000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   4.2570E+06          NAN        2.0        NAN          NAN          NAN   3.0000E-01   6.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   4.2630E+06          NAN        4.0        NAN          NAN          NAN   6.0000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   4.3500E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.3800E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.4000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.4200E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.4700E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.5200E+06          NAN        2.0        NAN          NAN          NAN   6.0000E+00   1.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   4.5900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.6400E+06          NAN        0.0        NAN          NAN          NAN   2.4000E-01   5.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   4.6700E+06          NAN        NAN        NAN          NAN          NAN   1.2000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   4.7000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.7400E+06          NAN        4.0        NAN          NAN          NAN   9.0000E-01   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   4.8000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.8200E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.8700E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.9200E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.9700E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.0000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.0400E+06          NAN        2.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.0600E+06          NAN        4.0        NAN          NAN          NAN   2.5000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   5.0800E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.2300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.2600E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.2700E+06          NAN        NAN        NAN          NAN          NAN   1.9000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   5.3800E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.4200E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.5100E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.5500E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6500E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.7000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.7300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.8000E+06          NAN        NAN        NAN          NAN          NAN   5.0000E+00   1.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   5.8800E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.9400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
