# Header: 
#   Title                 : 56-BA-138 Resonance Parameter: WID/STR,,MSC 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0821-002-2 
#   First Author          : S.Volz 
#   Institute             : (2GERTHD): Technische Universitaet Darmstadt 
#   Reference             : (J,NP/A,779,1,2006) 
#   Year                  : 2006 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 56 
#   A                     : 138 
#   Isomer                :  
#   Nuclide               : 56-BA-138 
# Reaction: 
#   EXFOR Reaction        : (56-BA-138(G,EL),,WID/STR,,MSC) 
#   Incident Energy       : 4.0256e+06 eV - 8.4332e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M08/M0821.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0821
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   4.0256E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.9400E-01   6.0000E-02          NAN          NAN          NAN          NAN
   4.3230E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0100E-01   1.8000E-02          NAN          NAN          NAN          NAN
   4.5351E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8300E-01   3.1000E-02          NAN          NAN          NAN          NAN
   4.7056E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.1000E-02   1.4000E-02          NAN          NAN          NAN          NAN
   4.8547E+06   1.4000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.2100E-01   8.0000E-02          NAN          NAN          NAN          NAN
   5.1454E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.4100E-01   8.5000E-02          NAN          NAN          NAN          NAN
   5.2839E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.7600E-01   4.5000E-02          NAN          NAN          NAN          NAN
   5.3907E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.6000E-01   1.2400E-01          NAN          NAN          NAN          NAN
   5.4757E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.1600E-01   5.2000E-02          NAN          NAN          NAN          NAN
   5.5113E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.9180E+00   2.9000E-01          NAN          NAN          NAN          NAN
