# Header: 
#   Title                 : 44-RU-101 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : H.G.Priesmeyer 
#   Institute             : (2GERKIL): University of Kiel, Kiel 
#   Reference             : (J,AKE,19,111,7204) 
#   Year                  : 1972 
#   Facility              : (CHOPF): Fast chopper 
# Target: 
#   Z                     : 44 
#   A                     : 101 
#   Nuclide               : 44-RU-101 
# Reaction: 
#   entry-subent-pointer  :['20507-018-0'] 
#   EXFOR reaction        :['(44-RU-101(N,TOT),,WID)'] 
#   incident energy       : 1.5700e-05 eV - 1.1240e-04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/205/20507.x4 
#   nds                   : https://nds.iaea.org/EXFOR/20507
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 1.5700E-05 1.0000E-07        NAN        NAN 1.9000E-01 1.5000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.5700E-05 3.0000E-07        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.5700E-05 6.0000E-07        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2000E-05 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2000E-05 3.0000E-07        3.0        NAN 2.0000E-01 2.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 4.2000E-05 6.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.1400E-05 1.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.1400E-05 3.0000E-07        2.0        NAN 2.0000E-01 3.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 6.1400E-05 6.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.6200E-05 1.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.6200E-05 3.0000E-07        2.0        NAN 2.0500E-01 1.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 6.6200E-05 6.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0000E-04 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0000E-04 3.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0000E-04 6.0000E-07        3.0        NAN 1.6000E-01 5.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.1240E-04 1.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1240E-04 3.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1240E-04 6.0000E-07        2.0        NAN 2.0000E-01 2.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
