# Header: 
#   Title                 : 8-O-18 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : H.Orihara 
#   Institute             : (2FR STR): IPHC, Strasbourg 
#   Reference             : (J,NP/A,203,78,1973) 
#   Year                  : 1973 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 8 
#   A                     : 18 
#   Nuclide               : 8-O-18 
# Reaction: 
#   entry-subent-pointer  :{71: 'O2048-003-2', 72: 'O2048-003-2', 73: 'O2048-003-2', 74: 'O2048-003-2', 75: 'O2048-003-2', 76: 'O2048-003-2', 77: 'O2048-003-2', 78: 'O2048-003-2', 79: 'O2048-003-2', 80: 'O2048-003-2', 81: 'O2048-003-2', 82: 'O2048-003-2', 83: 'O2048-003-2', 84: 'O2048-003-2', 85: 'O2048-003-2', 86: 'O2048-003-2', 87: 'O2048-003-2', 88: 'O2048-003-2', 89: 'O2048-003-2', 90: 'O2048-003-2', 91: 'O2048-003-3', 92: 'O2048-003-3', 93: 'O2048-003-3', 94: 'O2048-003-3', 95: 'O2048-003-3', 96: 'O2048-003-3', 97: 'O2048-003-3', 98: 'O2048-003-3', 99: 'O2048-003-3', 100: 'O2048-003-3', 101: 'O2048-003-3', 102: 'O2048-003-3', 103: 'O2048-003-3', 104: 'O2048-003-3', 105: 'O2048-003-3', 106: 'O2048-003-3', 107: 'O2048-003-3', 108: 'O2048-003-3', 109: 'O2048-003-3', 110: 'O2048-003-3'} 
#   EXFOR reaction        :{71: '(8-O-18(P,EL),,WID)', 72: '(8-O-18(P,EL),,WID)', 73: '(8-O-18(P,EL),,WID)', 74: '(8-O-18(P,EL),,WID)', 75: '(8-O-18(P,EL),,WID)', 76: '(8-O-18(P,EL),,WID)', 77: '(8-O-18(P,EL),,WID)', 78: '(8-O-18(P,EL),,WID)', 79: '(8-O-18(P,EL),,WID)', 80: '(8-O-18(P,EL),,WID)', 81: '(8-O-18(P,EL),,WID)', 82: '(8-O-18(P,EL),,WID)', 83: '(8-O-18(P,EL),,WID)', 84: '(8-O-18(P,EL),,WID)', 85: '(8-O-18(P,EL),,WID)', 86: '(8-O-18(P,EL),,WID)', 87: '(8-O-18(P,EL),,WID)', 88: '(8-O-18(P,EL),,WID)', 89: '(8-O-18(P,EL),,WID)', 90: '(8-O-18(P,EL),,WID)', 91: '(8-O-18(P,TOT),,WID)', 92: '(8-O-18(P,TOT),,WID)', 93: '(8-O-18(P,TOT),,WID)', 94: '(8-O-18(P,TOT),,WID)', 95: '(8-O-18(P,TOT),,WID)', 96: '(8-O-18(P,TOT),,WID)', 97: '(8-O-18(P,TOT),,WID)', 98: '(8-O-18(P,TOT),,WID)', 99: '(8-O-18(P,TOT),,WID)', 100: '(8-O-18(P,TOT),,WID)', 101: '(8-O-18(P,TOT),,WID)', 102: '(8-O-18(P,TOT),,WID)', 103: '(8-O-18(P,TOT),,WID)', 104: '(8-O-18(P,TOT),,WID)', 105: '(8-O-18(P,TOT),,WID)', 106: '(8-O-18(P,TOT),,WID)', 107: '(8-O-18(P,TOT),,WID)', 108: '(8-O-18(P,TOT),,WID)', 109: '(8-O-18(P,TOT),,WID)', 110: '(8-O-18(P,TOT),,WID)'} 
#   incident energy       : 3.4790e+06 eV - 6.0630e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O20/O2048.x4 
#   nds                   : https://nds.iaea.org/EXFOR/O2048
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        3.4790E+06        8.0000E+03        2.3000E+04        5.0000E+03               NAN               NAN        4.3000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        3.5470E+06        2.5000E+04        2.8600E+05        3.3000E+04               NAN               NAN        2.4100E+05        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        3.6430E+06        9.0000E+03        4.0000E+04        7.0000E+03               NAN               NAN        1.7000E+04        3.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        3.6940E+06        9.0000E+03        2.9400E+05        6.0000E+03               NAN               NAN        1.2000E+04        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        3.7440E+06        8.0000E+03        2.3400E+05        5.0000E+03               NAN               NAN        3.7000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        3.8110E+06        1.2000E+04        3.0000E+04        1.2000E+04               NAN               NAN        6.6000E+04        7.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        3.8690E+06        8.0000E+03        2.8000E+04        7.0000E+03               NAN               NAN        1.2000E+04        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        4.2200E+06        2.1000E+04        2.0900E+05        2.6000E+04               NAN               NAN        1.3800E+05        1.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        4.3880E+06        1.5000E+04        1.2400E+05        1.7000E+04               NAN               NAN        7.6000E+04        9.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        4.4720E+06        1.2000E+04        7.8000E+04        1.1000E+04               NAN               NAN        4.8000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        4.7820E+06        7.0000E+03        1.6000E+04        4.0000E+03               NAN               NAN        2.4000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        4.8390E+06        1.1000E+04        5.3000E+04        1.0000E+04               NAN               NAN        6.4000E+03        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        4.8450E+06        4.3000E+04        4.3100E+05        6.0000E+04               NAN               NAN        1.4200E+05        2.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        5.0230E+06        3.1000E+04        2.8800E+05        4.1000E+04               NAN               NAN        8.3000E+04        1.4000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        5.0360E+06        1.3000E+04        7.0000E+04        1.2000E+04               NAN               NAN        6.0000E+03        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        5.1290E+06        3.0000E+04        2.8700E+05        4.0000E+04               NAN               NAN        1.1400E+05        1.7000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        5.3240E+06        1.6000E+04        1.0600E+05        1.7000E+04               NAN               NAN        2.0000E+04        4.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        5.3710E+06        1.6000E+04        1.0500E+05        1.7000E+04               NAN               NAN        1.6000E+04        3.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        5.6250E+06        8.0000E+03        2.9000E+04        6.0000E+03               NAN               NAN        1.0000E+04        3.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        6.0630E+06        1.1000E+04        5.3000E+04        9.0000E+03               NAN               NAN        1.3000E+04        3.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
