# Header: 
#   Title                 : 9-F-19 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : J.Kuperus 
#   Institute             : (2NEDUTR): University of Utrecht 
#   Reference             : (J,PHY,31,1603,1965) 
#   Year                  : 1965 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 9 
#   A                     : 19 
#   Nuclide               : 9-F-19 
# Reaction: 
#   entry-subent-pointer  :{0: 'F1190-004-0', 1: 'F1190-004-0', 2: 'F1190-004-0', 3: 'F1190-004-0', 4: 'F1190-004-0', 5: 'F1190-004-0', 6: 'F1190-004-0', 7: 'F1190-004-0', 8: 'F1190-004-0', 9: 'F1190-004-0', 10: 'F1190-004-0', 11: 'F1190-004-0', 12: 'F1190-004-0', 13: 'F1190-004-0', 14: 'F1190-004-0', 15: 'F1190-004-0', 16: 'F1190-004-0', 17: 'F1190-004-0', 18: 'F1190-004-0', 19: 'F1190-004-0', 20: 'F1190-004-0', 21: 'F1190-004-0', 22: 'F1190-004-0', 23: 'F1190-004-0', 24: 'F1190-004-0', 25: 'F1190-004-0', 26: 'F1190-004-0'} 
#   EXFOR reaction        :{0: '(9-F-19(A,TOT),,WID)', 1: '(9-F-19(A,TOT),,WID)', 2: '(9-F-19(A,TOT),,WID)', 3: '(9-F-19(A,TOT),,WID)', 4: '(9-F-19(A,TOT),,WID)', 5: '(9-F-19(A,TOT),,WID)', 6: '(9-F-19(A,TOT),,WID)', 7: '(9-F-19(A,TOT),,WID)', 8: '(9-F-19(A,TOT),,WID)', 9: '(9-F-19(A,TOT),,WID)', 10: '(9-F-19(A,TOT),,WID)', 11: '(9-F-19(A,TOT),,WID)', 12: '(9-F-19(A,TOT),,WID)', 13: '(9-F-19(A,TOT),,WID)', 14: '(9-F-19(A,TOT),,WID)', 15: '(9-F-19(A,TOT),,WID)', 16: '(9-F-19(A,TOT),,WID)', 17: '(9-F-19(A,TOT),,WID)', 18: '(9-F-19(A,TOT),,WID)', 19: '(9-F-19(A,TOT),,WID)', 20: '(9-F-19(A,TOT),,WID)', 21: '(9-F-19(A,TOT),,WID)', 22: '(9-F-19(A,TOT),,WID)', 23: '(9-F-19(A,TOT),,WID)', 24: '(9-F-19(A,TOT),,WID)', 25: '(9-F-19(A,TOT),,WID)', 26: '(9-F-19(A,TOT),,WID)'} 
#   incident energy       : 1.3180e+00 eV - 2.5200e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F11/F1190.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F1190
#
#        E_in(eV)          dE_in(eV)    data(A,TOT)(eV)       ddata(A,TOT)       data(A,G)         ddata(A,G)        data(A,EL)       ddata(A,EL)        data(A,F)        ddata(A,F)         data(A,A)        ddata(A,A)            spin_j        momentum_l
        1.3180E+00        4.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.3640E+00        5.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.3950E+00        5.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.4920E+00        5.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.5070E+00        5.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.5740E+00        7.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8790E+00        5.0000E-03        3.0000E+04        1.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8840E+00        5.0000E-03        2.0000E+04        8.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.9010E+00        9.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.9540E+00        5.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.9820E+00        5.0000E-03        1.4000E+04        5.6000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.0020E+00        4.0000E-03        8.0000E+03        3.2000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.0810E+00        4.0000E-03        8.0000E+03        3.2000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.1020E+00        4.0000E-03        7.0000E+03        2.8000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.1780E+00        4.0000E-03        1.3000E+04        5.2000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.1990E+00        5.0000E-03        2.4000E+04        9.6000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.2160E+00        4.0000E-03        1.5000E+04        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.2430E+00        6.0000E-03        2.5000E+04        1.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.2840E+00        4.0000E-03        1.3000E+04        5.2000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
