# Header: 
#   Title                 : 94-PU-239 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : Yu.V.Ryabov 
#   Institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
#   Reference             : (R,JINR-P3-4992,1970) 
#   Year                  : 1970 
#   Facility              : (REAC): Reactor 
# Target: 
#   Z                     : 94 
#   A                     : 239 
#   Nuclide               : 94-PU-239 
# Reaction: 
#   entry-subent-pointer  :['40070-018-0'] 
#   EXFOR reaction        :['(94-PU-239(N,TOT),,WID)'] 
#   incident energy       : 2.9600e-07 eV - 8.5700e-05 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/400/40070.x4 
#   nds                   : https://nds.iaea.org/EXFOR/40070
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 2.9600E-07        NAN        NAN        NAN 1.0200E-01 1.1000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 7.8300E-06 1.0000E-08        NAN        NAN 8.7000E-02 6.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.0970E-05 2.0000E-08        NAN        NAN 1.8900E-01 1.9000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.1910E-05 2.0000E-08        NAN        NAN 6.8000E-02 7.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.4360E-05 2.0000E-08        NAN        NAN 1.0100E-01 8.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.4750E-05 3.0000E-08        NAN        NAN 8.1000E-02 8.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.5470E-05 6.0000E-08        NAN        NAN 7.6100E-01 5.2000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.7690E-05 3.0000E-08        NAN        NAN 9.2000E-02 7.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 2.2330E-05 4.0000E-08        NAN        NAN 1.2000E-01 1.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 2.3900E-05 1.0000E-07        NAN        NAN 6.7000E-02 1.2000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 2.6310E-05 6.0000E-08        NAN        NAN 8.1000E-02 9.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 2.7300E-05        NAN        NAN        NAN 4.1000E-02 1.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 3.2400E-05 1.0000E-07        NAN        NAN 1.4100E-01 1.5000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 3.5600E-05        NAN        NAN        NAN 5.2000E-02 1.1000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 4.1680E-05 1.2000E-07        NAN        NAN 7.8000E-02 1.3000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 4.4600E-05 1.2000E-07        NAN        NAN 5.2000E-02 8.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 4.7920E-05 1.5000E-07        NAN        NAN 2.7300E-01 3.9000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 5.0180E-05 1.6000E-07        NAN        NAN 7.7000E-02 8.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 5.2800E-05 2.0000E-07        NAN        NAN 6.3000E-02 9.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 5.5900E-05 4.0000E-07        NAN        NAN 6.7000E-02 1.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 5.7800E-05 2.0000E-07        NAN        NAN 4.6700E-01 1.1600E-01        NAN        NAN        NAN        NAN        NAN        NAN
 5.8600E-05 4.0000E-07        NAN        NAN 7.6000E-01 2.2200E-01        NAN        NAN        NAN        NAN        NAN        NAN
 5.9600E-05 2.0000E-07        NAN        NAN 1.8700E-01 2.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 6.1700E-05 2.0000E-07        NAN        NAN 2.1000E-01 3.9000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 6.3400E-05 2.0000E-07        NAN        NAN 1.5600E-01 2.1000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 6.6200E-05 2.0000E-07        NAN        NAN 1.3600E-01 1.8000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 7.5600E-05 3.0000E-07        NAN        NAN 1.5400E-01 1.9000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 8.2700E-05 3.0000E-07        NAN        NAN 1.2400E-01 3.6000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 8.5700E-05 4.0000E-07        NAN        NAN 8.8100E-01 2.4900E-01        NAN        NAN        NAN        NAN        NAN        NAN
