# Header: 
#   Title                 : 92-U-236 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : J.Margraf 
#   Institute             : (2GERJLU): Justus Liebig University , Giessen 
#   Reference             : (J,PR/C,42,771,1990) 
#   Year                  : 1990 
#   Facility              : (DYNAM): Dynamitron 
# Target: 
#   Z                     : 92 
#   A                     : 236 
#   Nuclide               : 92-U-236 
# Reaction: 
#   entry-subent-pointer  :{0: 'G0027-004-2', 1: 'G0027-004-2', 2: 'G0027-004-2', 3: 'G0027-004-2', 4: 'G0027-004-2', 5: 'G0027-004-2', 6: 'G0027-004-2', 7: 'G0027-004-2', 8: 'G0027-004-2', 9: 'G0027-004-2', 10: 'G0027-004-2', 11: 'G0027-004-2', 12: 'G0027-004-2', 13: 'G0027-004-2', 14: 'G0027-004-2', 15: 'G0027-004-2', 16: 'G0027-004-2', 17: 'G0027-004-2', 18: 'G0027-004-2', 19: 'G0027-004-2', 20: 'G0027-004-2', 21: 'G0027-004-2'} 
#   EXFOR reaction        :{0: '(92-U-236(G,EL),,WID)', 1: '(92-U-236(G,EL),,WID)', 2: '(92-U-236(G,EL),,WID)', 3: '(92-U-236(G,EL),,WID)', 4: '(92-U-236(G,EL),,WID)', 5: '(92-U-236(G,EL),,WID)', 6: '(92-U-236(G,EL),,WID)', 7: '(92-U-236(G,EL),,WID)', 8: '(92-U-236(G,EL),,WID)', 9: '(92-U-236(G,EL),,WID)', 10: '(92-U-236(G,EL),,WID)', 11: '(92-U-236(G,EL),,WID)', 12: '(92-U-236(G,EL),,WID)', 13: '(92-U-236(G,EL),,WID)', 14: '(92-U-236(G,EL),,WID)', 15: '(92-U-236(G,EL),,WID)', 16: '(92-U-236(G,EL),,WID)', 17: '(92-U-236(G,EL),,WID)', 18: '(92-U-236(G,EL),,WID)', 19: '(92-U-236(G,EL),,WID)', 20: '(92-U-236(G,EL),,WID)', 21: '(92-U-236(G,EL),,WID)'} 
#   incident energy       : 1.7913e+00 eV - 3.1438e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0027.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0027
#
#        E_in(eV)          dE_in(eV)    data(G,TOT)(eV)       ddata(G,TOT)       data(G,G)         ddata(G,G)        data(G,EL)       ddata(G,EL)        data(G,F)        ddata(G,F)         data(G,A)        ddata(G,A)            spin_j        momentum_l
        1.7913E+00               NAN               NAN               NAN               NAN               NAN        8.3000E-03        1.1000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.0542E+00               NAN               NAN               NAN               NAN               NAN        8.5000E-03        1.3000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.0870E+00               NAN               NAN               NAN               NAN               NAN        8.4000E-03        2.1000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.0957E+00               NAN               NAN               NAN               NAN               NAN        5.2000E-03        1.2000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.1888E+00               NAN               NAN               NAN               NAN               NAN        3.7000E-02        3.2000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.2439E+00               NAN               NAN               NAN               NAN               NAN        9.1000E-03        1.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.2511E+00               NAN               NAN               NAN               NAN               NAN        1.0900E-02        1.7000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.2847E+00               NAN               NAN               NAN               NAN               NAN        1.4300E-02        1.7000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.4356E+00               NAN               NAN               NAN               NAN               NAN        1.4100E-02        1.7000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.4402E+00               NAN               NAN               NAN               NAN               NAN        1.1000E-02        1.4000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.4573E+00               NAN               NAN               NAN               NAN               NAN        1.1000E-02        1.6000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.4945E+00               NAN               NAN               NAN               NAN               NAN        1.2800E-02        1.8000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.4985E+00               NAN               NAN               NAN               NAN               NAN        1.2200E-02        2.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.6990E+00               NAN               NAN               NAN               NAN               NAN        1.4300E-02        2.3000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.7121E+00               NAN               NAN               NAN               NAN               NAN        9.7000E-03        2.1000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.7562E+00               NAN               NAN               NAN               NAN               NAN        6.3000E-03        1.6000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.8233E+00               NAN               NAN               NAN               NAN               NAN        9.8000E-03        2.6000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.8383E+00               NAN               NAN               NAN               NAN               NAN        7.6000E-03        2.2000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.8778E+00               NAN               NAN               NAN               NAN               NAN        1.3100E-02        3.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.9240E+00               NAN               NAN               NAN               NAN               NAN        5.8000E-03        1.8000E-03               NAN               NAN               NAN               NAN               2.0               NAN
        2.9690E+00               NAN               NAN               NAN               NAN               NAN        1.2300E-02        2.8000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        3.1438E+00               NAN               NAN               NAN               NAN               NAN        1.8400E-02        3.5000E-03               NAN               NAN               NAN               NAN               1.0               NAN
