# Header: 
#   Title                 : 62-SM-150 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : H.M.Eiland 
#   Institute             : (1USAKAP): Knolls Atomic Power Laboratory, Schenectady, NY 
#   Reference             : (J,NSE,54,286,197407) 
#   Year                  : 1974 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 62 
#   A                     : 150 
#   Nuclide               : 62-SM-150 
# Reaction: 
#   entry-subent-pointer  :{0: '10147-003-2', 1: '10147-003-2', 2: '10147-003-2', 3: '10147-003-2', 4: '10147-003-2', 5: '10147-003-2', 6: '10147-003-2', 7: '10147-003-2', 8: '10147-003-2', 9: '10147-003-2', 10: '10147-003-2', 11: '10147-003-2', 12: '10147-003-2', 13: '10147-003-2', 14: '10147-003-2', 15: '10147-003-2', 16: '10147-003-2', 17: '10147-003-2', 18: '10147-003-2', 19: '10147-003-2', 20: '10147-003-2', 21: '10147-003-2', 22: '10147-003-2', 23: '10147-003-3', 24: '10147-003-3', 25: '10147-003-3', 26: '10147-003-3', 27: '10147-003-3', 28: '10147-003-3', 29: '10147-003-3', 30: '10147-003-3', 31: '10147-003-3', 32: '10147-003-3', 33: '10147-003-3', 34: '10147-003-3', 35: '10147-003-3', 36: '10147-003-3', 37: '10147-003-3', 38: '10147-003-3', 39: '10147-003-3', 40: '10147-003-3', 41: '10147-003-3', 42: '10147-003-3', 43: '10147-003-3', 44: '10147-003-3', 45: '10147-003-3'} 
#   EXFOR reaction        :{0: '(62-SM-150(N,EL),,WID)', 1: '(62-SM-150(N,EL),,WID)', 2: '(62-SM-150(N,EL),,WID)', 3: '(62-SM-150(N,EL),,WID)', 4: '(62-SM-150(N,EL),,WID)', 5: '(62-SM-150(N,EL),,WID)', 6: '(62-SM-150(N,EL),,WID)', 7: '(62-SM-150(N,EL),,WID)', 8: '(62-SM-150(N,EL),,WID)', 9: '(62-SM-150(N,EL),,WID)', 10: '(62-SM-150(N,EL),,WID)', 11: '(62-SM-150(N,EL),,WID)', 12: '(62-SM-150(N,EL),,WID)', 13: '(62-SM-150(N,EL),,WID)', 14: '(62-SM-150(N,EL),,WID)', 15: '(62-SM-150(N,EL),,WID)', 16: '(62-SM-150(N,EL),,WID)', 17: '(62-SM-150(N,EL),,WID)', 18: '(62-SM-150(N,EL),,WID)', 19: '(62-SM-150(N,EL),,WID)', 20: '(62-SM-150(N,EL),,WID)', 21: '(62-SM-150(N,EL),,WID)', 22: '(62-SM-150(N,EL),,WID)', 23: '(62-SM-150(N,G),,WID)', 24: '(62-SM-150(N,G),,WID)', 25: '(62-SM-150(N,G),,WID)', 26: '(62-SM-150(N,G),,WID)', 27: '(62-SM-150(N,G),,WID)', 28: '(62-SM-150(N,G),,WID)', 29: '(62-SM-150(N,G),,WID)', 30: '(62-SM-150(N,G),,WID)', 31: '(62-SM-150(N,G),,WID)', 32: '(62-SM-150(N,G),,WID)', 33: '(62-SM-150(N,G),,WID)', 34: '(62-SM-150(N,G),,WID)', 35: '(62-SM-150(N,G),,WID)', 36: '(62-SM-150(N,G),,WID)', 37: '(62-SM-150(N,G),,WID)', 38: '(62-SM-150(N,G),,WID)', 39: '(62-SM-150(N,G),,WID)', 40: '(62-SM-150(N,G),,WID)', 41: '(62-SM-150(N,G),,WID)', 42: '(62-SM-150(N,G),,WID)', 43: '(62-SM-150(N,G),,WID)', 44: '(62-SM-150(N,G),,WID)', 45: '(62-SM-150(N,G),,WID)'} 
#   incident energy       : -3.5000e+00 eV - 1.5630e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/101/10147.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10147
#
#        E_in(eV)          dE_in(eV)    data(N,TOT)(eV)       ddata(N,TOT)       data(N,G)         ddata(N,G)        data(N,EL)       ddata(N,EL)        data(N,F)        ddata(N,F)         data(N,A)        ddata(N,A)            spin_j        momentum_l
       -3.5000E+00               NAN               NAN               NAN               NAN               NAN        9.5000E-03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.0700E+01               NAN               NAN               NAN        6.0200E-02        5.5000E-03        4.7300E-02        1.5000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        4.8100E+01               NAN               NAN               NAN               NAN               NAN        1.8200E-02        6.0000E-04               NAN               NAN               NAN               NAN               NAN               NAN
        1.1140E+02               NAN               NAN               NAN               NAN               NAN        1.3900E-02        1.3000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        1.3990E+02               NAN               NAN               NAN               NAN               NAN        5.2000E-03        1.1000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        2.1650E+02               NAN               NAN               NAN               NAN               NAN        1.4900E-02        2.5000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        2.6690E+02               NAN               NAN               NAN               NAN               NAN        7.3200E-01        3.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        3.1190E+02               NAN               NAN               NAN               NAN               NAN        3.1700E-01        2.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        3.8020E+02               NAN               NAN               NAN               NAN               NAN        1.2280E+00        7.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        4.6370E+02               NAN               NAN               NAN               NAN               NAN        4.1000E-01        5.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        5.0200E+02               NAN               NAN               NAN               NAN               NAN        1.3900E-01        2.5000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        5.5600E+02               NAN               NAN               NAN               NAN               NAN        5.9700E-01        6.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        7.2100E+02               NAN               NAN               NAN               NAN               NAN        2.5800E-01        4.5000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        7.3500E+02               NAN               NAN               NAN               NAN               NAN        9.6700E-01        1.1000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        8.3200E+02               NAN               NAN               NAN               NAN               NAN        1.4700E+00        1.5000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        9.4300E+02               NAN               NAN               NAN               NAN               NAN        1.0150E+00        1.5000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.0230E+03               NAN               NAN               NAN               NAN               NAN        2.4200E-01        8.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        1.1680E+03               NAN               NAN               NAN               NAN               NAN        1.9700E+00        2.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.2250E+03               NAN               NAN               NAN               NAN               NAN        8.1200E-01        2.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.3560E+03               NAN               NAN               NAN               NAN               NAN        1.2180E+00        1.5000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.4090E+03               NAN               NAN               NAN               NAN               NAN        2.9350E+00        3.5000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.5120E+03               NAN               NAN               NAN               NAN               NAN        5.5000E-01        2.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.5630E+03               NAN               NAN               NAN               NAN               NAN        7.8500E-01        2.6000E-01               NAN               NAN               NAN               NAN               NAN               NAN
