# Header: 
#   Title                 : 94-PU-242 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : G.F.Auchampaugh 
#   Institute             : (1USALAS): Los Alamos National Laboratory, NM 
#   Reference             : (J,PR/C,7,2085,1973) 
#   Year                  : 1973 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 94 
#   A                     : 242 
#   Nuclide               : 94-PU-242 
# Reaction: 
#   entry-subent-pointer  :['10616-002-2' '10616-002-3'] 
#   EXFOR reaction        :['(94-PU-242(N,EL),,WID)' '(94-PU-242(N,F),,WID)'] 
#   incident energy       : 5.9520e+02 eV - 3.8360e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/106/10616.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10616
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 5.9520E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 2.8900E-02 2.9000E-03 2.6000E-05 7.0000E-06
 6.0010E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 7.9000E-03 8.0000E-04 1.3400E-04 4.3000E-05
 6.1090E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.0100E-02 1.9000E-03 8.4000E-05 2.6000E-05
 6.3910E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 4.2000E-03 6.0000E-04 5.0000E-05        NAN
 6.6500E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 2.7000E-03 5.0000E-04 8.0000E-05        NAN
 6.6950E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.2500E-02 1.0000E-03 1.1000E-04 4.0000E-05
 6.9340E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 3.2300E-02 3.0000E-03 2.8000E-04 6.0000E-05
 7.1190E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.0000E-01 1.6000E-02 4.8000E-05 1.7000E-05
 7.2790E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 3.2000E-03 8.0000E-04 6.0000E-05        NAN
 7.3680E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.2000E-01 1.7000E-02 6.1000E-04 1.4000E-04
 7.5560E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.1500E-01 1.8000E-02 1.6500E-03 3.9000E-04
 7.6250E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 4.0500E-03 8.0000E-04 1.6800E-01        NAN
 7.8850E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.0000E-01 3.0000E-02 1.2400E-03 4.9000E-04
 7.9450E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 2.7500E-01 3.0000E-02 4.3000E-05 9.0000E-06
 8.2520E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 7.3000E-03 1.0000E-03 1.7000E-04 6.0000E-05
 8.3790E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 3.5000E-02 4.2000E-03 4.9000E-05 1.7000E-05
 8.5670E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 3.1200E-02 3.1000E-03 1.7000E-04 6.0000E-05
 8.6610E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.1000E-02 1.5000E-03 4.8000E-05 1.8000E-05
 8.7910E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 5.0000E-02 5.0000E-03 3.1000E-05 1.2000E-05
 8.8680E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 2.4800E-02 2.5000E-03 1.5000E-05 6.0000E-06
 9.2340E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN 4.6800E-02 5.0000E-03 3.7000E-05 1.1000E-05
 1.6960E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 3.9100E-02 5.5000E-03 6.7000E-05 2.0000E-05
 1.7080E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 9.3200E-02 1.2100E-02 1.0000E-06 5.0000E-07
 1.7370E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 9.1000E-03 2.4000E-03        NAN        NAN
 1.7390E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 2.1500E-02 3.6000E-03 1.0000E-04 3.0000E-05
 1.7510E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 9.4000E-03 2.8000E-03 5.1000E-04 2.0000E-04
 1.7620E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 8.5400E-02 1.0200E-02 1.7000E-05 4.0000E-06
 1.7830E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 2.0110E-03 9.0000E-06 1.8000E-04        NAN
 1.7890E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 2.0650E-03 1.0000E-05 1.0000E-03        NAN
 1.8060E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 1.2900E-02 3.7000E-03 1.3000E-04 5.0000E-05
 1.8200E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 4.1000E-03 3.8000E-03 3.8000E-04 3.7000E-04
 1.8360E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 3.5000E-03 3.0000E-04 6.6000E-02        NAN
 1.8620E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 4.9000E-03 3.6000E-03 4.9000E-04 3.9000E-04
 1.8810E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN 8.4300E-02 1.0900E-02 5.6000E-05 1.3000E-05
