# Header: 
#   Title                 : 52-TE-130 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C2691-006-2 
#   First Author          : J.L.Foster 
#   Institute             : (1USATEX): University of Texas, Austin, TX 
#   Reference             : (J,PR,175,1498,1968) 
#   Year                  : 1968 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 52 
#   A                     : 130 
#   Isomer                :  
#   Nuclide               : 52-TE-130 
# Reaction: 
#   EXFOR Reaction        : (52-TE-130(P,EL),,WID) 
#   Incident Energy       : 7.9770e+06 eV - 1.2750e+07 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C26/C2691.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2691
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   7.9770E+06          NAN        1.5        2.0   7.7000E+04          NAN          NAN          NAN   8.5000E+03          NAN          NAN          NAN          NAN          NAN
   8.2820E+06          NAN        0.5        0.0   6.0000E+04          NAN          NAN          NAN   1.0200E+04          NAN          NAN          NAN          NAN          NAN
   9.1800E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.4400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.7500E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0209E+07          NAN        3.5        3.0   7.8000E+04          NAN          NAN          NAN   1.8400E+05          NAN          NAN          NAN          NAN          NAN
   1.0437E+07          NAN        1.5        1.0   4.5000E+04          NAN          NAN          NAN   3.2000E+03          NAN          NAN          NAN          NAN          NAN
   1.0469E+07          NAN        1.5        1.0   7.9000E+04          NAN          NAN          NAN   1.4700E+04          NAN          NAN          NAN          NAN          NAN
   1.0895E+07          NAN        0.5        1.0   1.0300E+05          NAN          NAN          NAN   1.8900E+04          NAN          NAN          NAN          NAN          NAN
   1.1007E+07          NAN        2.5        3.0   4.6000E+04          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   1.1070E+07          NAN        2.5        3.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1460E+07          NAN        NAN        1.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1590E+07          NAN        NAN        3.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1660E+07          NAN        NAN        1.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1920E+07          NAN        NAN        1.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2140E+07          NAN        NAN        1.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2230E+07          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2480E+07          NAN        NAN        1.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2570E+07          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2750E+07          NAN        NAN        3.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
