# Header: 
#   Title                 : 7-N-15 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C0755-008-4 
#   First Author          : H.Smotrich 
#   Institute             : (1USACOL): Columbia University, New York, NY 
#   Reference             : (J,PR,122,232,1961) 
#   Year                  : 1961 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 7 
#   A                     : 15 
#   Isomer                :  
#   Nuclide               : 7-N-15 
# Reaction: 
#   EXFOR Reaction        : (7-N-15(A,EL),,WID) 
#   Incident Energy       : 1.8780e+06 eV - 3.9400e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C07/C0755.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C0755
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   1.8780E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   4.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.6140E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.5000E+03          NAN          NAN          NAN          NAN          NAN
   2.6350E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   5.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.8330E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN
   2.8830E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.9440E+06          NAN        3.5        NAN          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.0700E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.5800E+05          NAN          NAN          NAN          NAN          NAN
   3.1940E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   5.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.2290E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.5250E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.5870E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.5000E+03          NAN          NAN          NAN          NAN          NAN
   3.6480E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.5000E+04          NAN          NAN          NAN          NAN          NAN
   3.7050E+06          NAN        4.5        NAN          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.7800E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   6.4000E+04          NAN          NAN          NAN          NAN          NAN
   3.9200E+06          NAN        3.5        NAN          NAN          NAN          NAN          NAN   4.0000E+04          NAN          NAN          NAN          NAN          NAN
   3.9400E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN
