# Header: 
#   Title                 : 48-CD-111 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0779-002-3 
#   First Author          : C.Kohstall 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,72,034302,2005) 
#   Year                  : 2005 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 48 
#   A                     : 111 
#   Isomer                :  
#   Nuclide               : 48-CD-111 
# Reaction: 
#   EXFOR Reaction        : (48-CD-111(G,EL),,WID,,G) 
#   Incident Energy       : 2.1970e+06 eV - 3.8560e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0779.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0779
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   2.1970E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.5900E-03   2.2000E-04          NAN          NAN          NAN          NAN
   2.2360E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1400E-03   8.0000E-05          NAN          NAN          NAN          NAN
   2.3110E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.1600E-03   9.0000E-05          NAN          NAN          NAN          NAN
   2.3840E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E-04   2.0000E-05          NAN          NAN          NAN          NAN
   2.4150E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.8600E-03   9.3000E-04          NAN          NAN          NAN          NAN
   2.4190E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.3800E-03   3.3000E-04          NAN          NAN          NAN          NAN
   2.4490E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.3000E-04   2.0000E-05          NAN          NAN          NAN          NAN
   2.5380E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5700E-03   3.0000E-05          NAN          NAN          NAN          NAN
   2.5600E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.7200E-03   7.0000E-05          NAN          NAN          NAN          NAN
   2.6590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3700E-03   3.0000E-05          NAN          NAN          NAN          NAN
   2.6710E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.9400E-03   6.0000E-05          NAN          NAN          NAN          NAN
   2.6900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7000E-03   3.0000E-05          NAN          NAN          NAN          NAN
   2.6980E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7400E-03   3.0000E-05          NAN          NAN          NAN          NAN
   2.7300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7100E-03   3.0000E-05          NAN          NAN          NAN          NAN
   2.7560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4800E-03   3.0000E-05          NAN          NAN          NAN          NAN
   2.7750E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.0000E-03   4.0000E-05          NAN          NAN          NAN          NAN
   2.7880E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.2000E-04   3.0000E-05          NAN          NAN          NAN          NAN
   2.7980E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.4300E-03   5.0000E-05          NAN          NAN          NAN          NAN
   2.8310E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2700E-03   3.0000E-05          NAN          NAN          NAN          NAN
   2.8580E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.2100E-03   8.0000E-05          NAN          NAN          NAN          NAN
   3.0390E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.8100E-03   5.0000E-05          NAN          NAN          NAN          NAN
   3.0590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.0100E-03   7.6000E-04          NAN          NAN          NAN          NAN
   3.1130E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2900E-03   2.0000E-05          NAN          NAN          NAN          NAN
   3.1310E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1210E-02   1.0300E-03          NAN          NAN          NAN          NAN
   3.1470E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7700E-03   2.0000E-05          NAN          NAN          NAN          NAN
   3.1730E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.9000E-03   4.0000E-05          NAN          NAN          NAN          NAN
   3.1850E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1100E-03   3.0000E-05          NAN          NAN          NAN          NAN
   3.2070E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.8400E-03   1.0000E-04          NAN          NAN          NAN          NAN
   3.2460E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1500E-03   3.0000E-05          NAN          NAN          NAN          NAN
   3.2590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.9600E-03   3.0000E-05          NAN          NAN          NAN          NAN
   3.3020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.1100E-03   7.0000E-05          NAN          NAN          NAN          NAN
   3.3230E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.6100E-03   2.9000E-04          NAN          NAN          NAN          NAN
   3.3510E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.9200E-03   4.5700E-03          NAN          NAN          NAN          NAN
   3.3620E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.1800E-03   3.0000E-05          NAN          NAN          NAN          NAN
   3.3840E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.6400E-03   3.0000E-05          NAN          NAN          NAN          NAN
   3.3940E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.3100E-03   3.0000E-05          NAN          NAN          NAN          NAN
   3.4550E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.1800E-03   1.6000E-04          NAN          NAN          NAN          NAN
   3.4670E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.0810E-02   1.8700E-03          NAN          NAN          NAN          NAN
   3.4830E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0950E-02   8.0000E-04          NAN          NAN          NAN          NAN
   3.4980E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.5300E-03   8.0000E-05          NAN          NAN          NAN          NAN
   3.5260E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.8150E-02   2.4900E-03          NAN          NAN          NAN          NAN
   3.5420E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.3300E-03   5.0000E-05          NAN          NAN          NAN          NAN
   3.5530E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.3400E-03   4.0000E-05          NAN          NAN          NAN          NAN
   3.5660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.7500E-03   4.0000E-05          NAN          NAN          NAN          NAN
   3.5730E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1900E-03   4.0000E-05          NAN          NAN          NAN          NAN
   3.6710E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2700E-03   4.0000E-05          NAN          NAN          NAN          NAN
   3.6910E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2600E-03   5.0000E-05          NAN          NAN          NAN          NAN
   3.7020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.2300E-03   8.0000E-05          NAN          NAN          NAN          NAN
   3.7100E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.0900E-03   1.3000E-04          NAN          NAN          NAN          NAN
   3.7150E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1200E-03   7.0000E-05          NAN          NAN          NAN          NAN
   3.7330E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5800E-03   7.0000E-05          NAN          NAN          NAN          NAN
   3.7400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.5900E-03   1.8000E-04          NAN          NAN          NAN          NAN
   3.7560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2700E-03   8.0000E-05          NAN          NAN          NAN          NAN
   3.7810E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.0300E-03   7.0000E-05          NAN          NAN          NAN          NAN
   3.8010E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.3100E-03   1.0000E-04          NAN          NAN          NAN          NAN
   3.8280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2240E-02   1.6400E-03          NAN          NAN          NAN          NAN
   3.8560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8330E-02   6.1300E-03          NAN          NAN          NAN          NAN
