# Header: 
#   Title                 : 92-U-235 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : W.W.Havens Jr 
#   Institute             : (1USACOL): Columbia University, New York, NY 
#   Reference             : (J,PR,116,1538,5912) 
#   Year                  : 1959 
#   Facility              : (SYNCY): Synchro cyclotron 
# Target: 
#   Z                     : 92 
#   A                     : 235 
#   Nuclide               : 92-U-235 
# Reaction: 
#   entry-subent-pointer  :['13567-002-4'] 
#   EXFOR reaction        :['(92-U-235(N,F),,WID)'] 
#   incident energy       : 6.2000e+00 eV - 5.3550e+01 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/135/13567.x4 
#   nds                   : https://nds.iaea.org/EXFOR/13567
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 6.2000E+00        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.3800E+00        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 6.4000E-03        NAN
 7.0900E+00        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 1.6000E-02        NAN
 8.7900E+00        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 3.0000E-02        NAN
 9.2800E+00        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 4.4000E-03        NAN
 9.7000E+00        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0160E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1640E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 2.6000E-03        NAN
 1.2380E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 1.2000E-02        NAN
 1.2850E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3260E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.4530E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 4.0000E-02        NAN
 1.5390E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 1.8000E-02        NAN
 1.6070E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 9.2000E-03        NAN
 1.6640E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 2.3000E-02        NAN
 1.8070E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 4.6000E-02        NAN
 1.9270E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 4.0000E-02        NAN
 2.0200E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.0650E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 2.0000E-02        NAN
 2.1100E+01        NAN        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN 3.0000E-02        NAN
