# Header: 
#   Title                 : 48-CD-112 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : C.Kohstall 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,72,034302,2005) 
#   Year                  : 2005 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 48 
#   A                     : 112 
#   Nuclide               : 48-CD-112 
# Reaction: 
#   entry-subent-pointer  :{0: 'M0779-004-3', 1: 'M0779-004-3', 2: 'M0779-004-3', 3: 'M0779-004-3', 4: 'M0779-004-3', 5: 'M0779-004-3', 6: 'M0779-004-3', 7: 'M0779-004-3', 8: 'M0779-004-3', 9: 'M0779-004-3', 10: 'M0779-004-3', 11: 'M0779-004-3', 12: 'M0779-004-3', 13: 'M0779-004-3', 14: 'M0779-004-3', 15: 'M0779-004-3', 16: 'M0779-004-3', 17: 'M0779-004-3', 18: 'M0779-004-3', 19: 'M0779-004-3', 20: 'M0779-004-3', 21: 'M0779-004-3', 22: 'M0779-004-3'} 
#   EXFOR reaction        :{0: '(48-CD-112(G,EL),,WID)', 1: '(48-CD-112(G,EL),,WID)', 2: '(48-CD-112(G,EL),,WID)', 3: '(48-CD-112(G,EL),,WID)', 4: '(48-CD-112(G,EL),,WID)', 5: '(48-CD-112(G,EL),,WID)', 6: '(48-CD-112(G,EL),,WID)', 7: '(48-CD-112(G,EL),,WID)', 8: '(48-CD-112(G,EL),,WID)', 9: '(48-CD-112(G,EL),,WID)', 10: '(48-CD-112(G,EL),,WID)', 11: '(48-CD-112(G,EL),,WID)', 12: '(48-CD-112(G,EL),,WID)', 13: '(48-CD-112(G,EL),,WID)', 14: '(48-CD-112(G,EL),,WID)', 15: '(48-CD-112(G,EL),,WID)', 16: '(48-CD-112(G,EL),,WID)', 17: '(48-CD-112(G,EL),,WID)', 18: '(48-CD-112(G,EL),,WID)', 19: '(48-CD-112(G,EL),,WID)', 20: '(48-CD-112(G,EL),,WID)', 21: '(48-CD-112(G,EL),,WID)', 22: '(48-CD-112(G,EL),,WID)'} 
#   incident energy       : 2.4180e+06 eV - 3.9970e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0779.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0779
#
#        E_in(eV)          dE_in(eV)    data(G,TOT)(eV)       ddata(G,TOT)       data(G,G)         ddata(G,G)        data(G,EL)       ddata(G,EL)        data(G,F)        ddata(G,F)         data(G,A)        ddata(G,A)            spin_j        momentum_l
        2.4180E+06               NAN               NAN               NAN               NAN               NAN        3.4000E-04        7.0000E-05               NAN               NAN               NAN               NAN               1.0               NAN
        2.5060E+06               NAN               NAN               NAN               NAN               NAN        9.1000E-03        4.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        2.6940E+06               NAN               NAN               NAN               NAN               NAN        7.0000E-04        1.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        2.8290E+06               NAN               NAN               NAN               NAN               NAN        3.1000E-03        2.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        2.9310E+06               NAN               NAN               NAN               NAN               NAN        1.3300E-02        5.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.1330E+06               NAN               NAN               NAN               NAN               NAN        2.2200E-02        1.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        3.2310E+06               NAN               NAN               NAN               NAN               NAN        2.7000E-02        1.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        3.3000E+06               NAN               NAN               NAN               NAN               NAN        9.6000E-03        5.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.3750E+06               NAN               NAN               NAN               NAN               NAN        1.4000E-03        2.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.5570E+06               NAN               NAN               NAN               NAN               NAN        9.0000E-04        2.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.5680E+06               NAN               NAN               NAN               NAN               NAN        1.0000E-03        2.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.5940E+06               NAN               NAN               NAN               NAN               NAN        1.4000E-03        2.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.6830E+06               NAN               NAN               NAN               NAN               NAN        5.1000E-03        8.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.7040E+06               NAN               NAN               NAN               NAN               NAN        7.0000E-03        5.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.8100E+06               NAN               NAN               NAN               NAN               NAN        2.4200E-02        1.5000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        3.8460E+06               NAN               NAN               NAN               NAN               NAN        2.4000E-03        4.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.8690E+06               NAN               NAN               NAN               NAN               NAN        1.8300E-02        1.3000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        3.9330E+06               NAN               NAN               NAN               NAN               NAN        6.1000E-03        8.0000E-04               NAN               NAN               NAN               NAN               1.0               NAN
        3.9970E+06               NAN               NAN               NAN               NAN               NAN        8.7000E-03        1.4000E-03               NAN               NAN               NAN               NAN               1.0               NAN
