# Header: 
#   Title                 : 32-GE-76 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0084-002-4 
#   First Author          : R.Schwengner 
#   Institute             : (2GERZFK): Helmholtz-Zentrum Dresden-Rossendorf, Dresden 
#   Reference             : (J,PR/C,105,024303,2022) 
#   Year                  : 2022 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 32 
#   A                     : 76 
#   Isomer                :  
#   Nuclide               : 32-GE-76 
# Reaction: 
#   EXFOR Reaction        : (32-GE-76(G,EL),,ARE) 
#   Incident Energy Type   : 5.6450e+05 eV - 9.5566e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0084.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0084
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   5.6450E+05   1.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1092E+06   1.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.5042E+06   4.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.6551E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.6000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   2.9193E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2100E+01   1.2000E+00          NAN          NAN          NAN          NAN
   3.0067E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   9.6000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   3.1409E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2000E+01   1.2000E+00          NAN          NAN          NAN          NAN
   3.2000E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.7000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   3.4189E+06   1.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.6000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   3.6804E+06   1.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   5.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   3.7632E+06   1.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.5800E+01   2.4000E+00          NAN          NAN          NAN          NAN
   3.9510E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.5000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   4.0240E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   6.2000E+00   8.0000E-01          NAN          NAN          NAN          NAN
   4.0350E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.1000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   4.1159E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.4700E+01   1.6000E+00          NAN          NAN          NAN          NAN
   4.2508E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.7000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   4.6240E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.6900E+01   2.4000E+00          NAN          NAN          NAN          NAN
   4.6610E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.4000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   4.6781E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.3000E+01   2.8000E+00          NAN          NAN          NAN          NAN
   4.7222E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.6000E+00   1.2000E+00          NAN          NAN          NAN          NAN
   4.7410E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0300E+01   1.2000E+00          NAN          NAN          NAN          NAN
   4.7889E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.1000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   4.8370E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.3000E+00   1.2000E+00          NAN          NAN          NAN          NAN
   4.8459E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0900E+01   1.3000E+00          NAN          NAN          NAN          NAN
   4.8745E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.7000E+00   1.3000E+00          NAN          NAN          NAN          NAN
   4.9165E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   4.9359E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9500E+01   1.8000E+00          NAN          NAN          NAN          NAN
   5.1164E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.7300E+01   1.8000E+00          NAN          NAN          NAN          NAN
   5.1667E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.7300E+01   1.6000E+00          NAN          NAN          NAN          NAN
   5.1858E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.8000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   5.2023E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.2300E+01   2.0000E+00          NAN          NAN          NAN          NAN
   5.2220E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3300E+01   1.6000E+00          NAN          NAN          NAN          NAN
   5.2668E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.1600E+01   1.6000E+00          NAN          NAN          NAN          NAN
   5.2736E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   5.2849E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3100E+01   1.5000E+00          NAN          NAN          NAN          NAN
   5.3041E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0200E+01   1.3000E+00          NAN          NAN          NAN          NAN
   5.3656E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0100E+01   1.3000E+00          NAN          NAN          NAN          NAN
   5.3795E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.2000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   5.3906E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.4000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   5.4186E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.4000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   5.4343E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.9000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   5.4927E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1300E+01   2.5000E+00          NAN          NAN          NAN          NAN
   5.5401E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.1600E+01   2.7000E+00          NAN          NAN          NAN          NAN
   5.5674E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0600E+01   1.9000E+00          NAN          NAN          NAN          NAN
   5.5810E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.6000E+01   1.6000E+00          NAN          NAN          NAN          NAN
   5.6652E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0800E+01   2.4000E+00          NAN          NAN          NAN          NAN
   5.6776E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3500E+01   2.6000E+00          NAN          NAN          NAN          NAN
   5.6988E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   5.2000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   5.7084E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.3000E+00   1.4000E+00          NAN          NAN          NAN          NAN
   5.7483E+06   1.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   6.7000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   5.7850E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   5.7941E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.6500E+01   2.5000E+00          NAN          NAN          NAN          NAN
   5.8208E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.2000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   5.8253E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.2000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   5.8465E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.8000E+00   2.1000E+00          NAN          NAN          NAN          NAN
   5.8648E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+00   2.2000E+00          NAN          NAN          NAN          NAN
   5.9088E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.1000E+00   1.3000E+00          NAN          NAN          NAN          NAN
   5.9548E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.1000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   5.9830E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.9000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   6.0484E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.8000E+00   1.3000E+00          NAN          NAN          NAN          NAN
   6.0814E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.2400E+01   1.7000E+00          NAN          NAN          NAN          NAN
