# Header: 
#   Title                 : 48-CD-114 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0779-005-2 
#   First Author          : C.Kohstall 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,72,034302,2005) 
#   Year                  : 2005 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 48 
#   A                     : 114 
#   Isomer                :  
#   Nuclide               : 48-CD-114 
# Reaction: 
#   EXFOR Reaction        : (48-CD-114(G,EL),,ARE) 
#   Incident Energy Type   : 2.3960e+06 eV - 3.9940e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0779.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0779
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   2.3960E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.4000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.4560E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0900E+01   3.5000E+00          NAN          NAN          NAN          NAN
   2.6460E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.0000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.6500E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.2000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   2.7680E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.0900E+01   1.3000E+00          NAN          NAN          NAN          NAN
   2.8000E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.6600E+01   2.5000E+00          NAN          NAN          NAN          NAN
   3.0000E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.4200E+01   2.7000E+00          NAN          NAN          NAN          NAN
   3.0100E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0500E+01   1.9000E+00          NAN          NAN          NAN          NAN
   3.2140E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.7000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   3.2200E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.4000E+01   9.0000E-01          NAN          NAN          NAN          NAN
   3.7480E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   9.7000E+00   1.4000E+00          NAN          NAN          NAN          NAN
   3.7910E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.1000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   3.7960E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.5000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   3.8270E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.6000E+00   1.7000E+00          NAN          NAN          NAN          NAN
   3.8570E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.5000E+00   5.0000E-01          NAN          NAN          NAN          NAN
   3.9160E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.9000E+00   1.2000E+00          NAN          NAN          NAN          NAN
   3.9490E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.6000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   3.9940E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   9.1000E+00   1.9000E+00          NAN          NAN          NAN          NAN
