# Header: 
#   Title                 : 32-GE-74 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0050-002-4 
#   First Author          : R.Massarczyk 
#   Institute             : (2GERZFK): Helmholtz-Zentrum Dresden-Rossendorf, Dresden 
#   Reference             : (J,PR/C,92,044309,2015) 
#   Year                  : 2015 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 32 
#   A                     : 74 
#   Isomer                :  
#   Nuclide               : 32-GE-74 
# Reaction: 
#   EXFOR Reaction        : (32-GE-74(G,EL),,ARE) 
#   Incident Energy       : 2.6912e+06 eV - 8.8983e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0050.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0050
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   2.6912E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.8000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   2.8951E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5800E+01   1.0000E+00          NAN          NAN          NAN          NAN
   3.0934E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.0500E+01   1.5000E+00          NAN          NAN          NAN          NAN
   3.2748E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.1000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   3.5582E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.6900E+01   1.4000E+00          NAN          NAN          NAN          NAN
   3.6481E+06   3.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   9.8000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   3.8748E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.3400E+01   2.6000E+00          NAN          NAN          NAN          NAN
   3.9602E+06   2.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.8600E+01   1.5000E+00          NAN          NAN          NAN          NAN
   4.0072E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.5000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   4.0697E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   5.1000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   4.0837E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   6.5000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   4.1707E+06   3.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.1000E+01   1.3000E+00          NAN          NAN          NAN          NAN
