# Header: 
#   Title                 : 34-SE-82 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : S.Takeuchi 
#   Institute             : (2JPNKTO): Kyoto University , Kyoto 
#   Reference             : (J,NP/A,288,(2),251,197709) 
#   Year                  : 1977 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 34 
#   A                     : 82 
#   Nuclide               : 34-SE-82 
# Reaction: 
#   entry-subent-pointer  :{0: 'E0050-007-1', 1: 'E0050-007-1', 2: 'E0050-007-1', 3: 'E0050-007-1', 4: 'E0050-007-1', 5: 'E0050-007-1', 6: 'E0050-007-1', 7: 'E0050-007-1', 8: 'E0050-007-1', 9: 'E0050-007-1', 10: 'E0050-007-1', 11: 'E0050-007-2', 12: 'E0050-007-2', 13: 'E0050-007-2', 14: 'E0050-007-2', 15: 'E0050-007-2', 16: 'E0050-007-2', 17: 'E0050-007-2', 18: 'E0050-007-2', 19: 'E0050-007-2', 20: 'E0050-007-2', 21: 'E0050-007-2'} 
#   EXFOR reaction        :{0: '(34-SE-82(P,TOT),,WID)', 1: '(34-SE-82(P,TOT),,WID)', 2: '(34-SE-82(P,TOT),,WID)', 3: '(34-SE-82(P,TOT),,WID)', 4: '(34-SE-82(P,TOT),,WID)', 5: '(34-SE-82(P,TOT),,WID)', 6: '(34-SE-82(P,TOT),,WID)', 7: '(34-SE-82(P,TOT),,WID)', 8: '(34-SE-82(P,TOT),,WID)', 9: '(34-SE-82(P,TOT),,WID)', 10: '(34-SE-82(P,TOT),,WID)', 11: '(34-SE-82(P,EL),,WID)', 12: '(34-SE-82(P,EL),,WID)', 13: '(34-SE-82(P,EL),,WID)', 14: '(34-SE-82(P,EL),,WID)', 15: '(34-SE-82(P,EL),,WID)', 16: '(34-SE-82(P,EL),,WID)', 17: '(34-SE-82(P,EL),,WID)', 18: '(34-SE-82(P,EL),,WID)', 19: '(34-SE-82(P,EL),,WID)', 20: '(34-SE-82(P,EL),,WID)', 21: '(34-SE-82(P,EL),,WID)'} 
#   incident energy       : 5.1310e+00 eV - 7.6230e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E00/E0050.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E0050
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        5.1310E+00               NAN        3.8000E+07        1.0000E+06               NAN               NAN        1.6600E+07        5.0000E+05               NAN               NAN               NAN               NAN               0.5               NAN
        5.1770E+00               NAN        3.8000E+07        2.0000E+06               NAN               NAN        7.5000E+06        2.0000E+05               NAN               NAN               NAN               NAN               2.5               NAN
        5.7050E+00               NAN        5.5000E+07        6.0000E+06               NAN               NAN        3.4000E+06        3.0000E+05               NAN               NAN               NAN               NAN               2.5               NAN
        5.9750E+00               NAN        1.4000E+07        2.0000E+06               NAN               NAN        1.0000E+06        1.0000E+05               NAN               NAN               NAN               NAN               2.5               NAN
        6.3090E+00               NAN        3.3000E+07        2.0000E+06               NAN               NAN        1.9000E+06        1.0000E+05               NAN               NAN               NAN               NAN               2.5               NAN
        6.3430E+00               NAN        3.2000E+07        1.0000E+06               NAN               NAN        5.3000E+06        1.0000E+05               NAN               NAN               NAN               NAN               0.5               NAN
        7.0010E+00               NAN        2.0000E+07        6.0000E+06               NAN               NAN        2.1000E+06        5.0000E+05               NAN               NAN               NAN               NAN               2.5               NAN
        7.1420E+00               NAN        5.8000E+07        3.0000E+06               NAN               NAN        2.6700E+07        1.4000E+06               NAN               NAN               NAN               NAN               1.5               NAN
        7.1610E+00               NAN        6.4000E+07        4.0000E+06               NAN               NAN        8.5000E+06        1.0000E+06               NAN               NAN               NAN               NAN               0.5               NAN
        7.4310E+00               NAN        2.3000E+07        4.0000E+06               NAN               NAN        2.3000E+06        2.0000E+05               NAN               NAN               NAN               NAN               2.5               NAN
        7.6230E+00               NAN        4.2000E+07        2.2000E+07               NAN               NAN        3.5000E+06        1.6000E+06               NAN               NAN               NAN               NAN               2.5               NAN
