# Header: 
#   Title                 : 48-CD-112 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : V.D.Mistry 
#   Institute             : (1USATEX): University of Texas, Austin, TX 
#   Reference             : (J,PR/C,1,1595,1970) 
#   Year                  : 1970 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 48 
#   A                     : 112 
#   Nuclide               : 48-CD-112 
# Reaction: 
#   entry-subent-pointer  :['C2688-006-5' 'C2688-006-6'] 
#   EXFOR reaction        :['(48-CD-112(P,EL),,WID)' '(48-CD-112(P,TOT),,WID)'] 
#   incident energy       : 6.7990e+06 eV - 1.0513e+07 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C26/C2688.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2688
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   6.7990E+06          NAN        0.5        0.0   5.0000E+04          NAN          NAN          NAN   2.1000E+04          NAN          NAN          NAN          NAN          NAN
   7.1060E+06          NAN        1.5        0.0   3.3700E+04          NAN          NAN          NAN   7.2000E+03          NAN          NAN          NAN          NAN          NAN
   7.3430E+06          NAN        1.5        2.0   4.5000E+04          NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN
   7.4570E+06          NAN        1.5        2.0   4.7000E+04          NAN          NAN          NAN   3.5000E+03          NAN          NAN          NAN          NAN          NAN
   7.6640E+06          NAN        0.5        0.0   5.0000E+04          NAN          NAN          NAN   7.0000E+03          NAN          NAN          NAN          NAN          NAN
   7.7830E+06          NAN        0.5        0.0   5.0000E+04          NAN          NAN          NAN   4.6000E+03          NAN          NAN          NAN          NAN          NAN
   7.9900E+06          NAN        2.5        2.0   2.5000E+04          NAN          NAN          NAN   9.6000E+02          NAN          NAN          NAN          NAN          NAN
   8.3050E+06          NAN        1.5        2.0   3.0000E+04          NAN          NAN          NAN   8.8000E+02          NAN          NAN          NAN          NAN          NAN
   8.4040E+06          NAN        1.5        2.0   3.1800E+04          NAN          NAN          NAN   9.7000E+02          NAN          NAN          NAN          NAN          NAN
   8.5990E+06          NAN        2.5        2.0   3.5000E+04          NAN          NAN          NAN   2.6000E+02          NAN          NAN          NAN          NAN          NAN
   8.9590E+06          NAN        0.5        0.0   3.0000E+04          NAN          NAN          NAN   1.5000E+03          NAN          NAN          NAN          NAN          NAN
   9.0120E+06          NAN        0.5        0.0   4.0000E+04          NAN          NAN          NAN   1.4000E+03          NAN          NAN          NAN          NAN          NAN
   9.0570E+06          NAN        0.5        3.0   5.8000E+04          NAN          NAN          NAN   1.7300E+03          NAN          NAN          NAN          NAN          NAN
   9.2510E+06          NAN        0.5        1.0   1.8000E+04          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   9.3920E+06          NAN        0.5        1.0   3.4000E+04          NAN          NAN          NAN   1.8000E+03          NAN          NAN          NAN          NAN          NAN
   9.4340E+06          NAN        0.5        3.0   2.5000E+04          NAN          NAN          NAN   5.4000E+02          NAN          NAN          NAN          NAN          NAN
   9.5260E+06          NAN        0.5        1.0   3.0000E+04          NAN          NAN          NAN   3.0000E+02          NAN          NAN          NAN          NAN          NAN
   9.5550E+06          NAN        0.5        3.0   3.8000E+04          NAN          NAN          NAN   6.3000E+02          NAN          NAN          NAN          NAN          NAN
   9.6000E+06          NAN        0.5        0.0   4.0000E+04          NAN          NAN          NAN   1.8000E+03          NAN          NAN          NAN          NAN          NAN
   9.6740E+06          NAN        3.5        3.0   2.9000E+04          NAN          NAN          NAN   6.2000E+02          NAN          NAN          NAN          NAN          NAN
   9.7170E+06          NAN        3.5        3.0   7.0000E+04          NAN          NAN          NAN   7.0000E+02          NAN          NAN          NAN          NAN          NAN
   9.7960E+06          NAN        2.5        2.0   2.5000E+04          NAN          NAN          NAN   2.0000E+02          NAN          NAN          NAN          NAN          NAN
   9.8500E+06          NAN        0.5        0.0   3.5000E+04          NAN          NAN          NAN   1.7000E+03          NAN          NAN          NAN          NAN          NAN
   9.8870E+06          NAN        2.5        2.0   6.0000E+04          NAN          NAN          NAN   1.2000E+03          NAN          NAN          NAN          NAN          NAN
   9.9540E+06          NAN        1.5        1.0   3.2000E+04          NAN          NAN          NAN   1.8000E+03          NAN          NAN          NAN          NAN          NAN
   1.0062E+07          NAN        1.5        1.0   5.5000E+04          NAN          NAN          NAN   1.6000E+03          NAN          NAN          NAN          NAN          NAN
   1.0152E+07          NAN        3.5        3.0   3.4000E+04          NAN          NAN          NAN   4.0000E+02          NAN          NAN          NAN          NAN          NAN
   1.0260E+07          NAN        1.5        1.0   7.0000E+04          NAN          NAN          NAN   2.0000E+03          NAN          NAN          NAN          NAN          NAN
   1.0419E+07          NAN        0.5        0.0   4.0000E+04          NAN          NAN          NAN   1.4000E+03          NAN          NAN          NAN          NAN          NAN
   1.0513E+07          NAN        1.5        1.0   3.2000E+04          NAN          NAN          NAN   1.8000E+03          NAN          NAN          NAN          NAN          NAN
