# Header: 
#   Title                 : 82-PB-206 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : M.Mizumoto 
#   Institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
#   Reference             : (J,PR/C,19,335,1979) 
#   Year                  : 1979 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 82 
#   A                     : 206 
#   Nuclide               : 82-PB-206 
# Reaction: 
#   entry-subent-pointer  :['10842-002-6'] 
#   EXFOR reaction        :['(82-PB-206(N,G),,WID)'] 
#   incident energy       : 3.3560e+03 eV - 4.7473e+04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/108/10842.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10842
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 3.3560E+03 2.6848E+00        1.5        1.0        NAN        NAN 8.7000E-02 6.0000E-03        NAN        NAN        NAN        NAN
 1.0860E+04 8.6880E+00        1.5        1.0        NAN        NAN 5.7000E-02 1.0000E-02        NAN        NAN        NAN        NAN
 1.1292E+04 9.0336E+00        NAN        NAN        NAN        NAN 2.0000E-02        NAN        NAN        NAN        NAN        NAN
 1.4213E+04 1.1370E+01        1.0        1.0        NAN        NAN 1.0250E-01 7.0000E-03        NAN        NAN        NAN        NAN
 1.6420E+04 1.3136E+01        0.5        0.0        NAN        NAN 6.0000E-01        NAN        NAN        NAN        NAN        NAN
 1.9734E+04 1.5787E+01        1.0        1.0        NAN        NAN 1.0800E-01 7.0000E-03        NAN        NAN        NAN        NAN
 1.9793E+04 1.5834E+01        NAN        NAN        NAN        NAN 6.0000E-02        NAN        NAN        NAN        NAN        NAN
 2.1872E+04 1.7498E+01        1.5        1.0        NAN        NAN 1.8100E-01 1.8000E-02        NAN        NAN        NAN        NAN
 2.5103E+04 2.0082E+01        1.5        1.0        NAN        NAN 2.1000E-01        NAN        NAN        NAN        NAN        NAN
 2.5410E+04 2.0328E+01        0.5        1.0        NAN        NAN 3.3200E-01 1.8000E-02        NAN        NAN        NAN        NAN
 3.2182E+04 2.5746E+01        NAN        0.1        NAN        NAN 2.0000E-02        NAN        NAN        NAN        NAN        NAN
 3.6191E+04 2.8953E+01        0.5        1.0        NAN        NAN 2.8400E-01 3.0000E-02        NAN        NAN        NAN        NAN
 3.7435E+04 2.9948E+01        1.0        1.0        NAN        NAN 4.5000E-01 4.0000E-02        NAN        NAN        NAN        NAN
 3.9023E+04 3.1218E+01        NAN        NAN        NAN        NAN 5.0000E-02        NAN        NAN        NAN        NAN        NAN
 4.0654E+04 3.2523E+01        NAN        NAN        NAN        NAN 1.3000E-01 3.0000E-02        NAN        NAN        NAN        NAN
 4.2070E+04 3.3656E+01        1.0        1.0        NAN        NAN 1.3500E+00 4.5000E-01        NAN        NAN        NAN        NAN
 4.7473E+04 3.7978E+01        0.5        1.0        NAN        NAN 2.5000E-01 2.0000E-02        NAN        NAN        NAN        NAN
