# Header: 
#   Title                 : 16-S-33 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C1725-002-2 
#   First Author          : A.Parikh 
#   Institute             : (2GERMUN): Technische Universitaet Muenchen 
#   Reference             : (J,PR/C,80,015802,2009) 
#   Year                  : 2009 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 16 
#   A                     : 33 
#   Isomer                :  
#   Nuclide               : 16-S-33 
# Reaction: 
#   EXFOR Reaction        : (16-S-33(P,G),,WID/STR) 
#   Incident Energy Type   : 1.1000e+04 eV - 8.3700e+05 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C17/C1725.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1725
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.1000E+04          NAN        NAN        NAN          NAN          NAN   1.4000E-52          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.9000E+04          NAN        NAN        NAN          NAN          NAN   6.2000E-32          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.0000E+04          NAN        NAN        NAN          NAN          NAN   7.4000E-13          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2000E+05          NAN        NAN        NAN          NAN          NAN   7.8000E-10          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.8300E+05          NAN        NAN        NAN          NAN          NAN   3.9000E-06          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.1400E+05          NAN        NAN        NAN          NAN          NAN   5.9000E-05          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.4400E+05          NAN        NAN        NAN          NAN          NAN   8.1000E-06          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.8100E+05          NAN        NAN        NAN          NAN          NAN   4.2000E-03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.0100E+05          NAN        NAN        NAN          NAN          NAN   1.1000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4200E+05          NAN        NAN        NAN          NAN          NAN   6.3000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9900E+05          NAN        NAN        NAN          NAN          NAN   8.6000E-03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.3200E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.6300E+05          NAN        NAN        NAN          NAN          NAN   2.5000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.9200E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.2900E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6200E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.1900E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.4200E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.6200E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.0900E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.2500E+05          NAN        NAN        NAN          NAN          NAN   2.2000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.5400E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.7400E+05          NAN        NAN        NAN          NAN          NAN   3.8000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.9700E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.3700E+05          NAN        NAN        NAN          NAN          NAN   4.9000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
