# Header: 
#   Title                 : 19-K-39 Resonance Parameter: WID/RED,,RMT 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C1222-002-4 
#   First Author          : B.J.Warthen 
#   Institute             : (1USADKE): Duke University, Durham, NC 
#   Reference             : (T,Warthen,1987) 
#   Year                  : 1987 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 19 
#   A                     : 39 
#   Isomer                :  
#   Nuclide               : 19-K-39 
# Reaction: 
#   EXFOR Reaction        : (19-K-39(P,EL),,WID/RED,,RMT) 
#   Incident Energy       : 1.9191e+06 eV - 4.0175e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C12/C1222.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1222
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.9191E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.6000E+03          NAN          NAN          NAN          NAN          NAN
   1.9970E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.6000E+03          NAN          NAN          NAN          NAN          NAN
   2.0571E+06          NAN        3.0        NAN          NAN          NAN          NAN          NAN   1.1000E+02          NAN          NAN          NAN          NAN          NAN
   2.0868E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   2.0888E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.1000E+03          NAN          NAN          NAN          NAN          NAN
   2.1011E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   2.1458E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.0000E+02          NAN          NAN          NAN          NAN          NAN
   2.1696E+06          NAN        2.0        NAN          NAN          NAN          NAN          NAN   4.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.1731E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.5000E+02          NAN          NAN          NAN          NAN          NAN
   2.2444E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.2000E+03          NAN          NAN          NAN          NAN          NAN
