# Header: 
#   Title                 : 90-TH-232 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : 10554-005-3 
#   First Author          : R.L.Macklin 
#   Institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
#   Reference             : (J,NSE,64,849,197712) 
#   Year                  : 1977 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 90 
#   A                     : 232 
#   Isomer                :  
#   Nuclide               : 90-TH-232 
# Reaction: 
#   EXFOR Reaction        : (90-TH-232(N,EL),,WID,,G) 
#   Incident Energy       : 2.6047e+03 eV - 3.9972e+03 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/105/10554.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10554
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
   2.6047E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.8000E-03          NAN          NAN          NAN          NAN          NAN
   2.6135E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.6258E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4500E-02          NAN          NAN          NAN          NAN          NAN
   2.6360E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.6564E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.0000E-03          NAN          NAN          NAN          NAN          NAN
   2.6645E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.6730E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4000E-03          NAN          NAN          NAN          NAN          NAN
   2.6783E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.3900E-02          NAN          NAN          NAN          NAN          NAN
   2.6893E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.6994E+03          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.8000E-03          NAN          NAN          NAN          NAN          NAN
