# Header: 
#   Title                 : 28-NI-58 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0036-003-4 
#   First Author          : F.Bauwens 
#   Institute             : (2BLGGHT): Universiteit Gent, Gent 
#   Reference             : (J,PR/C,62,024302,2000) 
#   Year                  : 2000 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 28 
#   A                     : 58 
#   Isomer                :  
#   Nuclide               : 28-NI-58 
# Reaction: 
#   EXFOR Reaction        : (28-NI-58(G,EL),,ARE) 
#   Incident Energy       : 2.0149e+06 eV - 9.7230e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0036.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0036
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   2.0149E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E+01          NAN          NAN          NAN          NAN          NAN
   2.0346E+06   3.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   6.7000E+01          NAN          NAN          NAN          NAN          NAN
   2.3851E+06   9.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   5.9000E+00          NAN          NAN          NAN          NAN          NAN
   2.5984E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3400E+02          NAN          NAN          NAN          NAN          NAN
   2.6328E+06   1.3000E+03        1.0        NAN          NAN          NAN          NAN          NAN   6.7000E+00          NAN          NAN          NAN          NAN          NAN
   2.7418E+06   7.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   1.2000E+01          NAN          NAN          NAN          NAN          NAN
   3.0378E+06   7.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   3.2000E+00          NAN          NAN          NAN          NAN          NAN
   3.2022E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.0000E+01          NAN          NAN          NAN          NAN          NAN
   3.2537E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.2000E+01          NAN          NAN          NAN          NAN          NAN
   3.2639E+06   6.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   1.0000E+01          NAN          NAN          NAN          NAN          NAN
   3.2691E+06   8.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   1.2000E+01          NAN          NAN          NAN          NAN          NAN
   3.2737E+06   7.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   1.4000E+01          NAN          NAN          NAN          NAN          NAN
   3.4509E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.6000E+01          NAN          NAN          NAN          NAN          NAN
   3.5952E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.9000E+00          NAN          NAN          NAN          NAN          NAN
   3.9436E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.2000E+01          NAN          NAN          NAN          NAN          NAN
   4.1064E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01          NAN          NAN          NAN          NAN          NAN
   4.5741E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2000E+01          NAN          NAN          NAN          NAN          NAN
   4.9540E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.5000E+01          NAN          NAN          NAN          NAN          NAN
   5.3593E+06   1.6000E+03        NAN        NAN          NAN          NAN          NAN          NAN   4.8000E+00          NAN          NAN          NAN          NAN          NAN
   5.3940E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.2000E+00          NAN          NAN          NAN          NAN          NAN
   5.4522E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2000E+01          NAN          NAN          NAN          NAN          NAN
   5.5280E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.1000E+01          NAN          NAN          NAN          NAN          NAN
   5.9053E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.0000E+01          NAN          NAN          NAN          NAN          NAN
   6.0273E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.1200E+02          NAN          NAN          NAN          NAN          NAN
   6.4249E+06   9.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.4000E+01          NAN          NAN          NAN          NAN          NAN
   6.4307E+06   1.0000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.8000E+01          NAN          NAN          NAN          NAN          NAN
   6.6850E+06   9.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.3000E+01          NAN          NAN          NAN          NAN          NAN
   6.8929E+06   1.5000E+03        1.0        NAN          NAN          NAN          NAN          NAN   9.7000E+00          NAN          NAN          NAN          NAN          NAN
   7.0482E+06   9.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2800E+02          NAN          NAN          NAN          NAN          NAN
   7.2496E+06   1.1000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.1000E+01          NAN          NAN          NAN          NAN          NAN
   7.2717E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.0000E+02          NAN          NAN          NAN          NAN          NAN
   7.3888E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   9.7000E+01          NAN          NAN          NAN          NAN          NAN
   7.5851E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01          NAN          NAN          NAN          NAN          NAN
   7.5959E+06   6.0000E+02        2.0        NAN          NAN          NAN          NAN          NAN   2.9000E+01          NAN          NAN          NAN          NAN          NAN
   7.6160E+06   1.0000E+03        1.0        NAN          NAN          NAN          NAN          NAN   9.5000E+00          NAN          NAN          NAN          NAN          NAN
   7.7097E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2300E+02          NAN          NAN          NAN          NAN          NAN
   7.7660E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.3000E+01          NAN          NAN          NAN          NAN          NAN
   7.8073E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.0700E+02          NAN          NAN          NAN          NAN          NAN
