# Header: 
#   Title                 : 28-NI-58 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0036-003-4 
#   First Author          : F.Bauwens 
#   Institute             : (2BLGGHT): Universiteit Gent, Gent 
#   Reference             : (J,PR/C,62,024302,2000) 
#   Year                  : 2000 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 28 
#   A                     : 58 
#   Isomer                :  
#   Nuclide               : 28-NI-58 
# Reaction: 
#   EXFOR Reaction        : (28-NI-58(G,EL),,ARE) 
#   Incident Energy       : 2.0149e+06 eV - 9.7230e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0036.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0036
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   7.8767E+06   2.6000E+03        1.0        NAN          NAN          NAN          NAN          NAN   4.4000E+01          NAN          NAN          NAN          NAN          NAN
   8.0686E+06   1.2000E+03        1.0        NAN          NAN          NAN          NAN          NAN   5.9000E+01          NAN          NAN          NAN          NAN          NAN
   8.0963E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   5.0000E+01          NAN          NAN          NAN          NAN          NAN
   8.2373E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   6.1000E+02          NAN          NAN          NAN          NAN          NAN
   8.3171E+06   1.7000E+03        1.0        NAN          NAN          NAN          NAN          NAN   4.0000E+01          NAN          NAN          NAN          NAN          NAN
   8.3951E+06   1.2000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.0100E+02          NAN          NAN          NAN          NAN          NAN
   8.4610E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.4400E+02          NAN          NAN          NAN          NAN          NAN
   8.5141E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.0900E+02          NAN          NAN          NAN          NAN          NAN
   8.5527E+06   1.3000E+03        1.0        NAN          NAN          NAN          NAN          NAN   7.4000E+01          NAN          NAN          NAN          NAN          NAN
   8.6005E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2500E+02          NAN          NAN          NAN          NAN          NAN
   8.6793E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.1400E+02          NAN          NAN          NAN          NAN          NAN
   8.8574E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.1000E+02          NAN          NAN          NAN          NAN          NAN
   8.8802E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.7100E+02          NAN          NAN          NAN          NAN          NAN
   8.9346E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.1300E+02          NAN          NAN          NAN          NAN          NAN
   8.9613E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   5.4000E+01          NAN          NAN          NAN          NAN          NAN
   9.0734E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2400E+02          NAN          NAN          NAN          NAN          NAN
   9.1569E+06   7.0000E+01        1.0        NAN          NAN          NAN          NAN          NAN   8.2000E+01          NAN          NAN          NAN          NAN          NAN
   9.1907E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.0800E+02          NAN          NAN          NAN          NAN          NAN
   9.3264E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   9.3000E+01          NAN          NAN          NAN          NAN          NAN
   9.3685E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.6300E+02          NAN          NAN          NAN          NAN          NAN
   9.4554E+06   1.8000E+03        1.0        NAN          NAN          NAN          NAN          NAN   2.9000E+01          NAN          NAN          NAN          NAN          NAN
   9.5233E+06   1.3000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.6500E+02          NAN          NAN          NAN          NAN          NAN
   9.5540E+06   2.1000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.7200E+02          NAN          NAN          NAN          NAN          NAN
   9.6305E+06   2.4000E+03        1.0        NAN          NAN          NAN          NAN          NAN   5.7000E+01          NAN          NAN          NAN          NAN          NAN
   9.6678E+06   1.5000E+03        1.0        NAN          NAN          NAN          NAN          NAN   6.8000E+01          NAN          NAN          NAN          NAN          NAN
   9.7230E+06   9.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   9.0000E+01          NAN          NAN          NAN          NAN          NAN
