# Header: 
#   Title                 : 63-EU-153 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0778-003-2 
#   First Author          : A.Nord 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,67,034307,2003) 
#   Year                  : 2003 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 63 
#   A                     : 153 
#   Isomer                :  
#   Nuclide               : 63-EU-153 
# Reaction: 
#   EXFOR Reaction        : (63-EU-153(G,EL),,ARE) 
#   Incident Energy       : 1.1560e+06 eV - 2.8910e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0778.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0778
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.1560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.7000E+00   6.8000E-01          NAN          NAN          NAN          NAN
   1.1770E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.7480E+01   1.8800E+00          NAN          NAN          NAN          NAN
   2.2950E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.6100E+00   4.6000E-01          NAN          NAN          NAN          NAN
   2.3240E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.9700E+00   4.5000E-01          NAN          NAN          NAN          NAN
   2.3460E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.5400E+00   4.2000E-01          NAN          NAN          NAN          NAN
   2.3690E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+00   4.1000E-01          NAN          NAN          NAN          NAN
   2.5610E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.3300E+00   5.3000E-01          NAN          NAN          NAN          NAN
   2.6300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7500E+00   3.4000E-01          NAN          NAN          NAN          NAN
   2.6480E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.5400E+00   3.7000E-01          NAN          NAN          NAN          NAN
   2.6970E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1100E+00   3.7000E-01          NAN          NAN          NAN          NAN
   2.7300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.0300E+00   4.6000E-01          NAN          NAN          NAN          NAN
   2.7610E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.5900E+00   3.8000E-01          NAN          NAN          NAN          NAN
   2.8370E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.9500E+00   3.4000E-01          NAN          NAN          NAN          NAN
   2.8780E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4000E+00   3.7000E-01          NAN          NAN          NAN          NAN
   2.8910E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.7000E-01   1.8000E-01          NAN          NAN          NAN          NAN
