# Header: 
#   Title                 : 57-LA-139 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : A.Makinaga 
#   Institute             : (2JPNKON): Konan University , Kobe 
#   Reference             : (J,PR/C,82,024314,2010) 
#   Year                  : 2010 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 57 
#   A                     : 139 
#   Nuclide               : 57-LA-139 
# Reaction: 
#   entry-subent-pointer  :['G0021-003-3'] 
#   EXFOR reaction        :['(57-LA-139(G,EL),,WID/STR)'] 
#   incident energy       : 5.3806e+06 eV - 8.5957e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0021.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0021
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   5.3806E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5100E-01   4.7000E-02          NAN          NAN          NAN          NAN
   5.3898E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   9.5000E-02   5.8000E-02          NAN          NAN          NAN          NAN
   5.4068E+06   1.3000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.2000E-01   8.6000E-02          NAN          NAN          NAN          NAN
   5.4231E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9200E-01   6.3000E-02          NAN          NAN          NAN          NAN
   5.5454E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.5000E-02   2.5000E-02          NAN          NAN          NAN          NAN
   5.5527E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.0000E-02   2.6000E-02          NAN          NAN          NAN          NAN
   5.5720E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.5300E-01   7.9000E-02          NAN          NAN          NAN          NAN
   5.5821E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.3800E-01   6.1000E-02          NAN          NAN          NAN          NAN
   5.5948E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0600E-01   5.7000E-02          NAN          NAN          NAN          NAN
   5.6204E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.1000E-01   4.0000E-02          NAN          NAN          NAN          NAN
