# Header: 
#   Title                 : 68-ER-170 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0861-003-2 
#   First Author          : H.Maser 
#   Institute             : (2GERTHS): Universitaet Stuttgart 
#   Reference             : (J,PR/C,53,2749,1996) 
#   Year                  : 1996 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 68 
#   A                     : 170 
#   Isomer                :  
#   Nuclide               : 68-ER-170 
# Reaction: 
#   EXFOR Reaction        : (68-ER-170(G,EL),,ARE) 
#   Incident Energy       : 1.8250e+06 eV - 3.6950e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M08/M0861.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0861
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.8250E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.1700E+01   6.5000E+00          NAN          NAN          NAN          NAN
   2.1330E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.5000E+00   1.2000E+00          NAN          NAN          NAN          NAN
   2.7010E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3400E+01   1.7000E+00          NAN          NAN          NAN          NAN
   2.7890E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.8500E+01   2.2000E+00          NAN          NAN          NAN          NAN
   2.8970E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.4000E+00   1.3000E+00          NAN          NAN          NAN          NAN
   2.9300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.5000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   2.9380E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.6000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   3.0190E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7400E+01   1.4000E+00          NAN          NAN          NAN          NAN
   3.0630E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5100E+01   1.5000E+00          NAN          NAN          NAN          NAN
   3.0840E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   3.1780E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.5000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   3.1830E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.4000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   3.2380E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.3000E+00   1.3000E+00          NAN          NAN          NAN          NAN
   3.2430E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.1900E+01   4.8000E+00          NAN          NAN          NAN          NAN
   3.4050E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0140E+02   3.6000E+00          NAN          NAN          NAN          NAN
   3.5400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.5000E+01   9.1000E+00          NAN          NAN          NAN          NAN
   3.5540E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2400E+01   2.6000E+00          NAN          NAN          NAN          NAN
   3.5660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.1900E+01   6.0000E+00          NAN          NAN          NAN          NAN
   3.5720E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.6000E+00   2.7000E+00          NAN          NAN          NAN          NAN
   3.6230E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1500E+01   2.4000E+00          NAN          NAN          NAN          NAN
   3.6950E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.1000E+01   2.2000E+00          NAN          NAN          NAN          NAN
