# Header: 
#   Title                 : 24-CR-50 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : J.D.Moses 
#   Institute             : (1USANCS): North Carolina State University, Raleigh, NC 
#   Reference             : (J,NP/A,175,556,1971) 
#   Year                  : 1971 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 24 
#   A                     : 50 
#   Nuclide               : 24-CR-50 
# Reaction: 
#   entry-subent-pointer  :{0: 'C2706-005-2', 1: 'C2706-005-2', 2: 'C2706-005-2', 3: 'C2706-005-2', 4: 'C2706-005-2', 5: 'C2706-005-2', 6: 'C2706-005-2', 7: 'C2706-005-2', 8: 'C2706-005-2', 9: 'C2706-005-2', 10: 'C2706-005-2', 11: 'C2706-005-2', 12: 'C2706-005-2', 13: 'C2706-005-2', 14: 'C2706-005-2', 15: 'C2706-005-2', 16: 'C2706-005-2', 17: 'C2706-005-2', 18: 'C2706-005-2', 19: 'C2706-005-2', 20: 'C2706-005-2', 21: 'C2706-005-2', 22: 'C2706-005-2', 23: 'C2706-005-2', 24: 'C2706-005-2', 25: 'C2706-005-2', 26: 'C2706-005-2', 27: 'C2706-005-2', 28: 'C2706-005-2', 29: 'C2706-005-2', 30: 'C2706-005-2', 31: 'C2706-005-2', 32: 'C2706-005-2', 33: 'C2706-005-2', 34: 'C2706-005-2', 35: 'C2706-005-2', 36: 'C2706-005-2', 37: 'C2706-005-2', 38: 'C2706-005-2', 39: 'C2706-005-2', 40: 'C2706-005-2', 41: 'C2706-005-2', 42: 'C2706-005-2', 43: 'C2706-005-2', 44: 'C2706-005-2', 45: 'C2706-005-2', 46: 'C2706-005-2', 47: 'C2706-005-2', 48: 'C2706-005-2', 49: 'C2706-005-2', 50: 'C2706-005-2', 51: 'C2706-005-2', 52: 'C2706-005-2', 53: 'C2706-005-2', 54: 'C2706-005-2', 55: 'C2706-005-2', 56: 'C2706-005-2', 57: 'C2706-005-2', 58: 'C2706-005-2', 59: 'C2706-005-2', 60: 'C2706-005-2', 61: 'C2706-005-2', 62: 'C2706-005-2', 63: 'C2706-005-2', 64: 'C2706-005-2', 65: 'C2706-005-2', 66: 'C2706-005-2', 67: 'C2706-005-2', 68: 'C2706-005-2', 69: 'C2706-005-2', 70: 'C2706-005-2', 71: 'C2706-005-2', 72: 'C2706-005-2', 73: 'C2706-005-2', 74: 'C2706-005-2', 75: 'C2706-005-2', 76: 'C2706-005-2', 77: 'C2706-005-2', 78: 'C2706-005-2', 79: 'C2706-005-2', 80: 'C2706-005-2', 81: 'C2706-005-2', 82: 'C2706-005-2', 83: 'C2706-005-2', 84: 'C2706-005-2', 85: 'C2706-005-2', 86: 'C2706-005-2', 87: 'C2706-005-2', 88: 'C2706-005-2', 89: 'C2706-005-2', 90: 'C2706-005-2', 91: 'C2706-005-2', 92: 'C2706-005-2', 93: 'C2706-005-2', 94: 'C2706-005-2', 95: 'C2706-005-2', 96: 'C2706-005-2', 97: 'C2706-005-2', 98: 'C2706-005-2', 99: 'C2706-005-2', 100: 'C2706-005-2'} 
#   EXFOR reaction        :{0: '(24-CR-50(P,EL),,WID)', 1: '(24-CR-50(P,EL),,WID)', 2: '(24-CR-50(P,EL),,WID)', 3: '(24-CR-50(P,EL),,WID)', 4: '(24-CR-50(P,EL),,WID)', 5: '(24-CR-50(P,EL),,WID)', 6: '(24-CR-50(P,EL),,WID)', 7: '(24-CR-50(P,EL),,WID)', 8: '(24-CR-50(P,EL),,WID)', 9: '(24-CR-50(P,EL),,WID)', 10: '(24-CR-50(P,EL),,WID)', 11: '(24-CR-50(P,EL),,WID)', 12: '(24-CR-50(P,EL),,WID)', 13: '(24-CR-50(P,EL),,WID)', 14: '(24-CR-50(P,EL),,WID)', 15: '(24-CR-50(P,EL),,WID)', 16: '(24-CR-50(P,EL),,WID)', 17: '(24-CR-50(P,EL),,WID)', 18: '(24-CR-50(P,EL),,WID)', 19: '(24-CR-50(P,EL),,WID)', 20: '(24-CR-50(P,EL),,WID)', 21: '(24-CR-50(P,EL),,WID)', 22: '(24-CR-50(P,EL),,WID)', 23: '(24-CR-50(P,EL),,WID)', 24: '(24-CR-50(P,EL),,WID)', 25: '(24-CR-50(P,EL),,WID)', 26: '(24-CR-50(P,EL),,WID)', 27: '(24-CR-50(P,EL),,WID)', 28: '(24-CR-50(P,EL),,WID)', 29: '(24-CR-50(P,EL),,WID)', 30: '(24-CR-50(P,EL),,WID)', 31: '(24-CR-50(P,EL),,WID)', 32: '(24-CR-50(P,EL),,WID)', 33: '(24-CR-50(P,EL),,WID)', 34: '(24-CR-50(P,EL),,WID)', 35: '(24-CR-50(P,EL),,WID)', 36: '(24-CR-50(P,EL),,WID)', 37: '(24-CR-50(P,EL),,WID)', 38: '(24-CR-50(P,EL),,WID)', 39: '(24-CR-50(P,EL),,WID)', 40: '(24-CR-50(P,EL),,WID)', 41: '(24-CR-50(P,EL),,WID)', 42: '(24-CR-50(P,EL),,WID)', 43: '(24-CR-50(P,EL),,WID)', 44: '(24-CR-50(P,EL),,WID)', 45: '(24-CR-50(P,EL),,WID)', 46: '(24-CR-50(P,EL),,WID)', 47: '(24-CR-50(P,EL),,WID)', 48: '(24-CR-50(P,EL),,WID)', 49: '(24-CR-50(P,EL),,WID)', 50: '(24-CR-50(P,EL),,WID)', 51: '(24-CR-50(P,EL),,WID)', 52: '(24-CR-50(P,EL),,WID)', 53: '(24-CR-50(P,EL),,WID)', 54: '(24-CR-50(P,EL),,WID)', 55: '(24-CR-50(P,EL),,WID)', 56: '(24-CR-50(P,EL),,WID)', 57: '(24-CR-50(P,EL),,WID)', 58: '(24-CR-50(P,EL),,WID)', 59: '(24-CR-50(P,EL),,WID)', 60: '(24-CR-50(P,EL),,WID)', 61: '(24-CR-50(P,EL),,WID)', 62: '(24-CR-50(P,EL),,WID)', 63: '(24-CR-50(P,EL),,WID)', 64: '(24-CR-50(P,EL),,WID)', 65: '(24-CR-50(P,EL),,WID)', 66: '(24-CR-50(P,EL),,WID)', 67: '(24-CR-50(P,EL),,WID)', 68: '(24-CR-50(P,EL),,WID)', 69: '(24-CR-50(P,EL),,WID)', 70: '(24-CR-50(P,EL),,WID)', 71: '(24-CR-50(P,EL),,WID)', 72: '(24-CR-50(P,EL),,WID)', 73: '(24-CR-50(P,EL),,WID)', 74: '(24-CR-50(P,EL),,WID)', 75: '(24-CR-50(P,EL),,WID)', 76: '(24-CR-50(P,EL),,WID)', 77: '(24-CR-50(P,EL),,WID)', 78: '(24-CR-50(P,EL),,WID)', 79: '(24-CR-50(P,EL),,WID)', 80: '(24-CR-50(P,EL),,WID)', 81: '(24-CR-50(P,EL),,WID)', 82: '(24-CR-50(P,EL),,WID)', 83: '(24-CR-50(P,EL),,WID)', 84: '(24-CR-50(P,EL),,WID)', 85: '(24-CR-50(P,EL),,WID)', 86: '(24-CR-50(P,EL),,WID)', 87: '(24-CR-50(P,EL),,WID)', 88: '(24-CR-50(P,EL),,WID)', 89: '(24-CR-50(P,EL),,WID)', 90: '(24-CR-50(P,EL),,WID)', 91: '(24-CR-50(P,EL),,WID)', 92: '(24-CR-50(P,EL),,WID)', 93: '(24-CR-50(P,EL),,WID)', 94: '(24-CR-50(P,EL),,WID)', 95: '(24-CR-50(P,EL),,WID)', 96: '(24-CR-50(P,EL),,WID)', 97: '(24-CR-50(P,EL),,WID)', 98: '(24-CR-50(P,EL),,WID)', 99: '(24-CR-50(P,EL),,WID)', 100: '(24-CR-50(P,EL),,WID)'} 
#   incident energy       : 1.8091e+06 eV - 3.2906e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C27/C2706.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2706
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        1.8091E+06               NAN               NAN               NAN               NAN               NAN        2.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        1.8916E+06               NAN               NAN               NAN               NAN               NAN        1.2500E+02        1.5000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        1.9400E+06               NAN               NAN               NAN               NAN               NAN        8.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        1.9539E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+01        5.0000E+00               NAN               NAN               NAN               NAN               0.5               NAN
        2.0263E+06               NAN               NAN               NAN               NAN               NAN        2.1000E+02        2.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.0388E+06               NAN               NAN               NAN               NAN               NAN        1.5000E+01        5.0000E+00               NAN               NAN               NAN               NAN               1.5               NAN
        2.0615E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+01        5.0000E+00               NAN               NAN               NAN               NAN               0.5               NAN
        2.1077E+06               NAN               NAN               NAN               NAN               NAN        7.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.1330E+06               NAN               NAN               NAN               NAN               NAN        3.4000E+02        5.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.1574E+06               NAN               NAN               NAN               NAN               NAN        1.5000E+01        5.0000E+00               NAN               NAN               NAN               NAN               1.5               NAN
        2.1792E+06               NAN               NAN               NAN               NAN               NAN        4.0000E+02        5.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.1997E+06               NAN               NAN               NAN               NAN               NAN        6.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.2335E+06               NAN               NAN               NAN               NAN               NAN        3.8000E+02        5.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.2947E+06               NAN               NAN               NAN               NAN               NAN        1.3000E+02        2.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.2972E+06               NAN               NAN               NAN               NAN               NAN        6.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.3194E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+02        3.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.3293E+06               NAN               NAN               NAN               NAN               NAN        5.5000E+02        5.5000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.3403E+06               NAN               NAN               NAN               NAN               NAN        3.4000E+02        6.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.3405E+06               NAN               NAN               NAN               NAN               NAN        6.0000E+02        1.0000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        2.3554E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.4136E+06               NAN               NAN               NAN               NAN               NAN        8.0000E+01        2.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.4539E+06               NAN               NAN               NAN               NAN               NAN        4.5000E+01        1.5000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.4920E+06               NAN               NAN               NAN               NAN               NAN        1.3000E+02        2.5000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.4945E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.5057E+06               NAN               NAN               NAN               NAN               NAN        2.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.5191E+06               NAN               NAN               NAN               NAN               NAN        7.5000E+01        2.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.5206E+06               NAN               NAN               NAN               NAN               NAN        1.0000E+02        2.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.5376E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+02        5.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.5495E+06               NAN               NAN               NAN               NAN               NAN        2.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.5697E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+00        5.0000E+00               NAN               NAN               NAN               NAN               2.5               NAN
        2.5761E+06               NAN               NAN               NAN               NAN               NAN        1.2500E+02        1.5000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.6228E+06               NAN               NAN               NAN               NAN               NAN        8.0000E+00        5.0000E+00               NAN               NAN               NAN               NAN               2.5               NAN
        2.6283E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.6541E+06               NAN               NAN               NAN               NAN               NAN        1.2000E+03        1.0000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        2.6747E+06               NAN               NAN               NAN               NAN               NAN        4.0000E+01        1.5000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.6884E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.6946E+06               NAN               NAN               NAN               NAN               NAN        3.2500E+02        5.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.7242E+06               NAN               NAN               NAN               NAN               NAN        1.0000E+01        5.0000E+00               NAN               NAN               NAN               NAN               0.5               NAN
        2.7265E+06               NAN               NAN               NAN               NAN               NAN        2.0000E+02        2.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.7490E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+02        5.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.7617E+06               NAN               NAN               NAN               NAN               NAN        1.5100E+02        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.7669E+06               NAN               NAN               NAN               NAN               NAN        1.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.7812E+06               NAN               NAN               NAN               NAN               NAN        1.4000E+03        2.0000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        2.7921E+06               NAN               NAN               NAN               NAN               NAN        5.5000E+01        1.5000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.8056E+06               NAN               NAN               NAN               NAN               NAN        4.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.8229E+06               NAN               NAN               NAN               NAN               NAN        2.6000E+02        2.5000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.8282E+06               NAN               NAN               NAN               NAN               NAN        1.6000E+02        2.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.8321E+06               NAN               NAN               NAN               NAN               NAN        7.0000E+00        5.0000E+00               NAN               NAN               NAN               NAN               2.5               NAN
        2.8470E+06               NAN               NAN               NAN               NAN               NAN        2.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.8549E+06               NAN               NAN               NAN               NAN               NAN        4.0000E+01        2.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.8553E+06               NAN               NAN               NAN               NAN               NAN        8.0000E+02        1.5000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        2.8637E+06               NAN               NAN               NAN               NAN               NAN        2.5000E+01        1.5000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.8859E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.9224E+06               NAN               NAN               NAN               NAN               NAN        3.5000E+03        2.0000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        2.9235E+06               NAN               NAN               NAN               NAN               NAN        4.3500E+02        5.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        2.9286E+06               NAN               NAN               NAN               NAN               NAN        2.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        2.9541E+06               NAN               NAN               NAN               NAN               NAN        5.5000E+02        5.0000E+01               NAN               NAN               NAN               NAN               0.5               NAN
        2.9548E+06               NAN               NAN               NAN               NAN               NAN        1.0000E+01        5.0000E+00               NAN               NAN               NAN               NAN               2.5               NAN
