# Header: 
#   Title                 : 66-DY-163 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0778-004-3 
#   First Author          : A.Nord 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,67,034307,2003) 
#   Year                  : 2003 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 66 
#   A                     : 163 
#   Isomer                :  
#   Nuclide               : 66-DY-163 
# Reaction: 
#   EXFOR Reaction        : (66-DY-163(G,EL),,WID,,G) 
#   Incident Energy       : 1.4650e+06 eV - 3.9910e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0778.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0778
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.4650E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0290E-02   9.4000E-04          NAN          NAN          NAN          NAN
   1.5310E+06          NAN        3.5        NAN          NAN          NAN          NAN          NAN   3.5600E-03   3.3000E-04          NAN          NAN          NAN          NAN
   1.5420E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E-03   1.7000E-04          NAN          NAN          NAN          NAN
   1.6340E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.3400E-03   3.8000E-04          NAN          NAN          NAN          NAN
   1.6840E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.7000E-04   1.7000E-04          NAN          NAN          NAN          NAN
   1.7050E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.9000E-04   1.8000E-04          NAN          NAN          NAN          NAN
   1.7300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2400E-03   1.9000E-04          NAN          NAN          NAN          NAN
   1.7750E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.6300E-03   2.9000E-04          NAN          NAN          NAN          NAN
   1.7970E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1800E-03   2.6000E-04          NAN          NAN          NAN          NAN
   1.8310E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.8000E-04   1.9000E-04          NAN          NAN          NAN          NAN
   1.8400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.1000E-04   1.9000E-04          NAN          NAN          NAN          NAN
   1.9020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2800E-03   2.1000E-04          NAN          NAN          NAN          NAN
   1.9420E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.3540E-02   9.9000E-04          NAN          NAN          NAN          NAN
