# Header: 
#   Title                 : 16-S-34 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : A.N.Vodin 
#   Institute             : (4UKRKFT): Kharkovskii Fiziko-Tekhnicheskii Institute , Kharkov 
#   Reference             : (J,BAS,65,746,2001) 
#   Year                  : 2001 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 16 
#   A                     : 34 
#   Nuclide               : 16-S-34 
# Reaction: 
#   entry-subent-pointer  :{59: 'D5012-002-2', 60: 'D5012-002-2', 61: 'D5012-002-2', 62: 'D5012-002-2', 63: 'D5012-002-2', 64: 'D5012-002-2', 65: 'D5012-002-2', 66: 'D5012-002-2', 67: 'D5012-002-2', 68: 'D5012-002-2', 69: 'D5012-002-2', 70: 'D5012-002-2'} 
#   EXFOR reaction        :{59: '(16-S-34(P,G),,WID)', 60: '(16-S-34(P,G),,WID)', 61: '(16-S-34(P,G),,WID)', 62: '(16-S-34(P,G),,WID)', 63: '(16-S-34(P,G),,WID)', 64: '(16-S-34(P,G),,WID)', 65: '(16-S-34(P,G),,WID)', 66: '(16-S-34(P,G),,WID)', 67: '(16-S-34(P,G),,WID)', 68: '(16-S-34(P,G),,WID)', 69: '(16-S-34(P,G),,WID)', 70: '(16-S-34(P,G),,WID)'} 
#   incident energy       : 8.3200e-01 eV - 2.7910e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D50/D5012.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D5012
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        8.3200E-01        1.0000E-03               NAN               NAN        7.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        1.2120E+00        1.0000E-03               NAN               NAN        1.8000E+00        7.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               3.5               NAN
        1.5100E+00        1.0000E-03               NAN               NAN        5.5000E-01        6.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        1.8910E+00        1.0000E-03               NAN               NAN        7.0000E-01        1.4000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.9000E+00        1.0000E-03               NAN               NAN        5.5000E-01        8.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.9270E+00        1.0000E-03               NAN               NAN        2.5000E-01        8.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        2.0700E+00        1.0000E-03               NAN               NAN        1.0200E+00        1.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        2.1760E+00        1.0000E-03               NAN               NAN        3.6000E-01        6.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        2.5970E+00        1.0000E-03               NAN               NAN        2.0000E-01        6.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.6110E+00        1.0000E-03               NAN               NAN        2.5000E-01        5.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        2.7910E+00        1.0000E-03               NAN               NAN        2.7000E+00        5.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
