# Header: 
#   Title                 : 31-GA-71 Resonance Parameter: WID/RED,,G/A 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : 21861-007-3 
#   First Author          : M.Ohkubo 
#   Institute             : (2JPNJAE): Japan Atomic Energy Agency (JAEA) 
#   Reference             : (R,JAERI-M-90-213,1990) 
#   Year                  : 1990 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 31 
#   A                     : 71 
#   Isomer                :  
#   Nuclide               : 31-GA-71 
# Reaction: 
#   EXFOR Reaction        : (31-GA-71(N,EL),,WID/RED,,G/A) 
#   Incident Energy       : 9.5700e+01 eV - 5.0570e+03 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/218/21861.x4 
#   nds                   : https://nds.iaea.org/EXFOR/21861
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
   9.5700E+01   0.0000E+00        NAN        NAN          NAN          NAN          NAN          NAN   2.7000E-03   3.0000E-04          NAN          NAN          NAN          NAN
   2.8670E+02   1.0000E-01        2.0        NAN          NAN          NAN          NAN          NAN   8.9000E-02   4.0000E-03          NAN          NAN          NAN          NAN
   3.7570E+02   2.0000E-01        1.0        NAN          NAN          NAN          NAN          NAN   2.8000E-02   2.0000E-03          NAN          NAN          NAN          NAN
   7.0480E+02   4.0000E-01        NAN        NAN          NAN          NAN          NAN          NAN   4.1000E-03   4.0000E-04          NAN          NAN          NAN          NAN
   1.5253E+03   1.1000E+00        2.0        NAN          NAN          NAN          NAN          NAN   2.3000E-02   2.0000E-03          NAN          NAN          NAN          NAN
   1.9307E+03   1.6000E+00        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E-03   1.0000E-04          NAN          NAN          NAN          NAN
   2.4005E+03   2.2000E+00        2.0        NAN          NAN          NAN          NAN          NAN   2.1000E-02   2.0000E-03          NAN          NAN          NAN          NAN
   2.7877E+03   2.7000E+00        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E-03   6.0000E-04          NAN          NAN          NAN          NAN
   2.8700E+03   2.9000E+00        NAN        NAN          NAN          NAN          NAN          NAN   1.2000E-03   1.0000E-04          NAN          NAN          NAN          NAN
   3.3191E+03   3.6000E+00        1.0        NAN          NAN          NAN          NAN          NAN   1.8000E-02   2.0000E-03          NAN          NAN          NAN          NAN
   3.4154E+03   3.7000E+00        NAN        NAN          NAN          NAN          NAN          NAN   1.6000E-03   1.0000E-04          NAN          NAN          NAN          NAN
   5.0570E+03   6.6000E+00        NAN        NAN          NAN          NAN          NAN          NAN   5.2000E-02   5.0000E-03          NAN          NAN          NAN          NAN
