# Header: 
#   Title                 : 34-SE-82 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : S.Takeuchi 
#   Institute             : (2JPNKTO): Kyoto University , Kyoto 
#   Reference             : (J,NP/A,288,(2),251,197709) 
#   Year                  : 1977 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 34 
#   A                     : 82 
#   Nuclide               : 34-SE-82 
# Reaction: 
#   entry-subent-pointer  :['E0050-007-1' 'E0050-007-2'] 
#   EXFOR reaction        :['(34-SE-82(P,TOT),,WID)' '(34-SE-82(P,EL),,WID)'] 
#   incident energy       : 5.1310e+06 eV - 7.6230e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E00/E0050.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E0050
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   5.1310E+06          NAN        0.5        NAN   3.8000E+07   1.0000E+06          NAN          NAN   1.6600E+07   5.0000E+05          NAN          NAN          NAN          NAN
   5.1770E+06          NAN        2.5        NAN   3.8000E+07   2.0000E+06          NAN          NAN   7.5000E+06   2.0000E+05          NAN          NAN          NAN          NAN
   5.7050E+06          NAN        2.5        NAN   5.5000E+07   6.0000E+06          NAN          NAN   3.4000E+06   3.0000E+05          NAN          NAN          NAN          NAN
   5.9750E+06          NAN        2.5        NAN   1.4000E+07   2.0000E+06          NAN          NAN   1.0000E+06   1.0000E+05          NAN          NAN          NAN          NAN
   6.3090E+06          NAN        2.5        NAN   3.3000E+07   2.0000E+06          NAN          NAN   1.9000E+06   1.0000E+05          NAN          NAN          NAN          NAN
   6.3430E+06          NAN        0.5        NAN   3.2000E+07   1.0000E+06          NAN          NAN   5.3000E+06   1.0000E+05          NAN          NAN          NAN          NAN
   7.0010E+06          NAN        2.5        NAN   2.0000E+07   6.0000E+06          NAN          NAN   2.1000E+06   5.0000E+05          NAN          NAN          NAN          NAN
   7.1420E+06          NAN        1.5        NAN   5.8000E+07   3.0000E+06          NAN          NAN   2.6700E+07   1.4000E+06          NAN          NAN          NAN          NAN
   7.1610E+06          NAN        0.5        NAN   6.4000E+07   4.0000E+06          NAN          NAN   8.5000E+06   1.0000E+06          NAN          NAN          NAN          NAN
   7.4310E+06          NAN        2.5        NAN   2.3000E+07   4.0000E+06          NAN          NAN   2.3000E+06   2.0000E+05          NAN          NAN          NAN          NAN
   7.6230E+06          NAN        2.5        NAN   4.2000E+07   2.2000E+07          NAN          NAN   3.5000E+06   1.6000E+06          NAN          NAN          NAN          NAN
