# Header: 
#   Title                 : 57-LA-139 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0021-003-2 
#   First Author          : A.Makinaga 
#   Institute             : (2JPNKON): Konan University , Kobe 
#   Reference             : (J,PR/C,82,024314,2010) 
#   Year                  : 2010 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 57 
#   A                     : 139 
#   Isomer                :  
#   Nuclide               : 57-LA-139 
# Reaction: 
#   EXFOR Reaction        : (57-LA-139(G,EL),,ARE) 
#   Incident Energy       : 5.3806e+06 eV - 8.5957e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0021.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0021
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   5.3806E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   5.3898E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   5.4068E+06   1.3000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.6000E+01   1.1000E+01          NAN          NAN          NAN          NAN
   5.4231E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   5.5454E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   5.5527E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   5.5720E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   5.5821E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.7000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   5.5948E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   5.6204E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   5.6588E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   5.6881E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   5.7086E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.4000E+01   1.1000E+01          NAN          NAN          NAN          NAN
   5.7165E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.5000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   5.7230E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.8000E+01   2.4000E+01          NAN          NAN          NAN          NAN
   5.8113E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   5.8309E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   5.8489E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   5.9402E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.9000E+01   9.0000E+00          NAN          NAN          NAN          NAN
   5.9840E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.0000E+00   4.0000E+00          NAN          NAN          NAN          NAN
   6.0155E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   6.0471E+06   1.4000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.1000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   6.0779E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.3000E+01   9.0000E+00          NAN          NAN          NAN          NAN
   6.0978E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.4000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.1120E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.6000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   6.1311E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.7000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.1508E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.4000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.1780E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   6.1941E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.6000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.2142E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.2000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   6.2332E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.8000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.2490E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   6.2600E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.7000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.2695E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.8000E+01   1.1000E+01          NAN          NAN          NAN          NAN
   6.3011E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.1000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   6.3261E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.7000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   6.3548E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.6000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   6.3665E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.5000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   6.3835E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.4000E+01   1.4000E+01          NAN          NAN          NAN          NAN
   6.4026E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.1000E+01   3.3000E+01          NAN          NAN          NAN          NAN
   6.4350E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.4419E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.3000E+01   1.1000E+01          NAN          NAN          NAN          NAN
   6.4509E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.9000E+01   1.2000E+01          NAN          NAN          NAN          NAN
   6.4653E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.3000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   6.4838E+06   1.6000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.5000E+01   2.0000E+01          NAN          NAN          NAN          NAN
   6.4913E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.2000E+01   2.2000E+01          NAN          NAN          NAN          NAN
   6.5014E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.9000E+01   1.8000E+01          NAN          NAN          NAN          NAN
   6.5267E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.3000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   6.5396E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.9000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   6.5496E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.8000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   6.6194E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   6.6513E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.2000E+01   1.2000E+01          NAN          NAN          NAN          NAN
   6.6748E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.6000E+01   9.0000E+00          NAN          NAN          NAN          NAN
   6.7130E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.4000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.7238E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   6.7558E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.5000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   6.7676E+06   1.8000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.8000E+01   8.0000E+00          NAN          NAN          NAN          NAN
   6.8754E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.9000E+01   2.3000E+01          NAN          NAN          NAN          NAN
   6.8899E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.9000E+01   1.7000E+01          NAN          NAN          NAN          NAN
   6.9011E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   4.5000E+01   1.3000E+01          NAN          NAN          NAN          NAN
   6.9263E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.2000E+01   4.0000E+01          NAN          NAN          NAN          NAN
   6.9690E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.8000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   6.9834E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   7.0197E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.0361E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.7000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.0524E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   7.1540E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   7.1580E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   7.2728E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E+00   7.0000E+00          NAN          NAN          NAN          NAN
   7.3200E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.4000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   7.3272E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.4000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.3700E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.4000E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.4140E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.4000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   7.4449E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   7.4511E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   7.4628E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   7.4720E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   7.5067E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.0000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   7.5527E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.6000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   7.5621E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   7.5702E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.5798E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   7.5916E+06   1.1000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.5991E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   7.6362E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   7.6613E+06   1.8000E+03        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E+00   5.0000E+00          NAN          NAN          NAN          NAN
   7.6670E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   7.6786E+06   1.6000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.6000E+01   2.0000E+00          NAN          NAN          NAN          NAN
   7.6847E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.7000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   7.6924E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+01   2.0000E+00          NAN          NAN          NAN          NAN
   7.6990E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   7.7651E+06   1.3000E+03        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E+00   5.0000E+00          NAN          NAN          NAN          NAN
   7.7894E+06   1.3000E+03        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E+00   4.0000E+00          NAN          NAN          NAN          NAN
   7.9052E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   7.9125E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   7.9222E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.7000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   7.9610E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   7.9723E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   8.5515E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   8.5957E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   2.0000E+00          NAN          NAN          NAN          NAN
