# Header: 
#   Title                 : 62-SM-147 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : Yu.P.Popov 
#   Institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
#   Reference             : (J,NP/A,188,212,1972) 
#   Year                  : 1972 
#   Facility              : (REAC): Reactor 
# Target: 
#   Z                     : 62 
#   A                     : 147 
#   Nuclide               : 62-SM-147 
# Reaction: 
#   entry-subent-pointer  :{97: '41663-002-1', 98: '41663-002-1', 99: '41663-002-1', 100: '41663-002-1', 101: '41663-002-1', 102: '41663-002-1', 103: '41663-002-1', 104: '41663-002-1', 105: '41663-002-1', 106: '41663-002-1', 107: '41663-002-1', 108: '41663-002-1', 109: '41663-002-1', 110: '41663-002-1', 111: '41663-002-1', 112: '41663-002-1', 113: '41663-002-1', 114: '41663-002-1', 115: '41663-002-1', 116: '41663-002-1', 117: '41663-002-1', 118: '41663-002-1', 119: '41663-002-1'} 
#   EXFOR reaction        :{97: '(62-SM-147(N,A),,WID)', 98: '(62-SM-147(N,A),,WID)', 99: '(62-SM-147(N,A),,WID)', 100: '(62-SM-147(N,A),,WID)', 101: '(62-SM-147(N,A),,WID)', 102: '(62-SM-147(N,A),,WID)', 103: '(62-SM-147(N,A),,WID)', 104: '(62-SM-147(N,A),,WID)', 105: '(62-SM-147(N,A),,WID)', 106: '(62-SM-147(N,A),,WID)', 107: '(62-SM-147(N,A),,WID)', 108: '(62-SM-147(N,A),,WID)', 109: '(62-SM-147(N,A),,WID)', 110: '(62-SM-147(N,A),,WID)', 111: '(62-SM-147(N,A),,WID)', 112: '(62-SM-147(N,A),,WID)', 113: '(62-SM-147(N,A),,WID)', 114: '(62-SM-147(N,A),,WID)', 115: '(62-SM-147(N,A),,WID)', 116: '(62-SM-147(N,A),,WID)', 117: '(62-SM-147(N,A),,WID)', 118: '(62-SM-147(N,A),,WID)', 119: '(62-SM-147(N,A),,WID)'} 
#   incident energy       : 1.8300e-05 eV - 2.2160e-04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/416/41663.x4 
#   nds                   : https://nds.iaea.org/EXFOR/41663
#
#        E_in(eV)          dE_in(eV)    data(N,TOT)(eV)       ddata(N,TOT)       data(N,G)         ddata(N,G)        data(N,EL)       ddata(N,EL)        data(N,F)        ddata(N,F)         data(N,A)        ddata(N,A)            spin_j        momentum_l
        1.8300E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        2.8000E-07        7.0000E-08               NAN               NAN
        2.7100E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        3.4000E-07        1.1000E-07               NAN               NAN
        2.9700E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        4.5000E-07        1.5000E-07               NAN               NAN
        3.2100E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        3.6000E-07        1.5000E-07               NAN               NAN
        3.9700E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        2.5000E-07        4.0000E-08               NAN               NAN
        4.0600E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        4.0000E-07               NAN               NAN               NAN
        4.9300E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        1.3000E-07        7.0000E-08               NAN               NAN
        5.7900E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        2.7000E-07        7.0000E-08               NAN               NAN
        6.4900E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        1.6000E-07        1.0000E-07               NAN               NAN
        7.6000E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        4.0000E-07               NAN               NAN               NAN
        7.9800E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        5.0000E-06               NAN               NAN               NAN
        8.3400E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        2.2000E-06        4.0000E-07               NAN               NAN
        1.0260E-04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        1.2000E-06        2.0000E-07               NAN               NAN
        1.0680E-04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        1.3000E-06        5.0000E-07               NAN               NAN
        1.2340E-04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        1.4000E-06        2.0000E-07               NAN               NAN
        1.4000E-04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        7.0000E-07        3.0000E-07               NAN               NAN
        1.4330E-04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        5.0000E-06               NAN               NAN               NAN
        1.5130E-04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN        7.2000E-07        2.5000E-07               NAN               NAN
