# Header: 
#   Title                 : 28-NI-58 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : F.Bauwens 
#   Institute             : (2BLGGHT): Universiteit Gent, Gent 
#   Reference             : (J,PR/C,62,024302,2000) 
#   Year                  : 2000 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 28 
#   A                     : 58 
#   Nuclide               : 28-NI-58 
# Reaction: 
#   entry-subent-pointer  :{0: 'G0036-003-5', 1: 'G0036-003-5', 2: 'G0036-003-5', 3: 'G0036-003-5', 4: 'G0036-003-5', 5: 'G0036-003-5', 6: 'G0036-003-5', 7: 'G0036-003-5', 8: 'G0036-003-5', 9: 'G0036-003-5', 10: 'G0036-003-5', 11: 'G0036-003-5', 12: 'G0036-003-5', 13: 'G0036-003-5', 14: 'G0036-003-5', 15: 'G0036-003-5', 16: 'G0036-003-5', 17: 'G0036-003-5', 18: 'G0036-003-5', 19: 'G0036-003-5', 20: 'G0036-003-5', 21: 'G0036-003-5', 22: 'G0036-003-5', 23: 'G0036-003-5', 24: 'G0036-003-5', 25: 'G0036-003-5', 26: 'G0036-003-5', 27: 'G0036-003-5', 28: 'G0036-003-5', 29: 'G0036-003-5', 30: 'G0036-003-5', 31: 'G0036-003-5', 32: 'G0036-003-5', 33: 'G0036-003-5', 34: 'G0036-003-5', 35: 'G0036-003-5', 36: 'G0036-003-5', 37: 'G0036-003-5', 38: 'G0036-003-5', 39: 'G0036-003-5', 40: 'G0036-003-5', 41: 'G0036-003-5', 42: 'G0036-003-5', 43: 'G0036-003-5', 44: 'G0036-003-5', 45: 'G0036-003-5', 46: 'G0036-003-5', 47: 'G0036-003-5', 48: 'G0036-003-5', 49: 'G0036-003-5', 50: 'G0036-003-5', 51: 'G0036-003-5', 52: 'G0036-003-5', 53: 'G0036-003-5', 54: 'G0036-003-5', 55: 'G0036-003-5', 56: 'G0036-003-5', 57: 'G0036-003-5', 58: 'G0036-003-5', 59: 'G0036-003-5', 60: 'G0036-003-5', 61: 'G0036-003-5', 62: 'G0036-003-5', 63: 'G0036-003-5'} 
#   EXFOR reaction        :{0: '(28-NI-58(G,EL),,WID)', 1: '(28-NI-58(G,EL),,WID)', 2: '(28-NI-58(G,EL),,WID)', 3: '(28-NI-58(G,EL),,WID)', 4: '(28-NI-58(G,EL),,WID)', 5: '(28-NI-58(G,EL),,WID)', 6: '(28-NI-58(G,EL),,WID)', 7: '(28-NI-58(G,EL),,WID)', 8: '(28-NI-58(G,EL),,WID)', 9: '(28-NI-58(G,EL),,WID)', 10: '(28-NI-58(G,EL),,WID)', 11: '(28-NI-58(G,EL),,WID)', 12: '(28-NI-58(G,EL),,WID)', 13: '(28-NI-58(G,EL),,WID)', 14: '(28-NI-58(G,EL),,WID)', 15: '(28-NI-58(G,EL),,WID)', 16: '(28-NI-58(G,EL),,WID)', 17: '(28-NI-58(G,EL),,WID)', 18: '(28-NI-58(G,EL),,WID)', 19: '(28-NI-58(G,EL),,WID)', 20: '(28-NI-58(G,EL),,WID)', 21: '(28-NI-58(G,EL),,WID)', 22: '(28-NI-58(G,EL),,WID)', 23: '(28-NI-58(G,EL),,WID)', 24: '(28-NI-58(G,EL),,WID)', 25: '(28-NI-58(G,EL),,WID)', 26: '(28-NI-58(G,EL),,WID)', 27: '(28-NI-58(G,EL),,WID)', 28: '(28-NI-58(G,EL),,WID)', 29: '(28-NI-58(G,EL),,WID)', 30: '(28-NI-58(G,EL),,WID)', 31: '(28-NI-58(G,EL),,WID)', 32: '(28-NI-58(G,EL),,WID)', 33: '(28-NI-58(G,EL),,WID)', 34: '(28-NI-58(G,EL),,WID)', 35: '(28-NI-58(G,EL),,WID)', 36: '(28-NI-58(G,EL),,WID)', 37: '(28-NI-58(G,EL),,WID)', 38: '(28-NI-58(G,EL),,WID)', 39: '(28-NI-58(G,EL),,WID)', 40: '(28-NI-58(G,EL),,WID)', 41: '(28-NI-58(G,EL),,WID)', 42: '(28-NI-58(G,EL),,WID)', 43: '(28-NI-58(G,EL),,WID)', 44: '(28-NI-58(G,EL),,WID)', 45: '(28-NI-58(G,EL),,WID)', 46: '(28-NI-58(G,EL),,WID)', 47: '(28-NI-58(G,EL),,WID)', 48: '(28-NI-58(G,EL),,WID)', 49: '(28-NI-58(G,EL),,WID)', 50: '(28-NI-58(G,EL),,WID)', 51: '(28-NI-58(G,EL),,WID)', 52: '(28-NI-58(G,EL),,WID)', 53: '(28-NI-58(G,EL),,WID)', 54: '(28-NI-58(G,EL),,WID)', 55: '(28-NI-58(G,EL),,WID)', 56: '(28-NI-58(G,EL),,WID)', 57: '(28-NI-58(G,EL),,WID)', 58: '(28-NI-58(G,EL),,WID)', 59: '(28-NI-58(G,EL),,WID)', 60: '(28-NI-58(G,EL),,WID)', 61: '(28-NI-58(G,EL),,WID)', 62: '(28-NI-58(G,EL),,WID)', 63: '(28-NI-58(G,EL),,WID)'} 
#   incident energy       : 2.0149e+06 eV - 9.7230e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0036.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0036
#
#        E_in(eV)          dE_in(eV)    data(G,TOT)(eV)       ddata(G,TOT)       data(G,G)         ddata(G,G)        data(G,EL)       ddata(G,EL)        data(G,F)        ddata(G,F)         data(G,A)        ddata(G,A)            spin_j        momentum_l
        2.0149E+06        4.0000E+02               NAN               NAN               NAN               NAN        7.9000E-03        1.1000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        2.0346E+06        3.0000E+02               NAN               NAN               NAN               NAN        1.4000E-02        1.0000E-03               NAN               NAN               NAN               NAN               2.0               NAN
        2.3851E+06        9.0000E+02               NAN               NAN               NAN               NAN        1.7000E-03        4.0000E-04               NAN               NAN               NAN               NAN               2.0               NAN
        2.5984E+06        3.0000E+02               NAN               NAN               NAN               NAN        7.8000E-02        9.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        2.6328E+06        1.3000E+03               NAN               NAN               NAN               NAN        4.0000E-03        1.1000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        2.7418E+06        7.0000E+02               NAN               NAN               NAN               NAN        4.6000E-03        1.0000E-03               NAN               NAN               NAN               NAN               2.0               NAN
        3.0378E+06        7.0000E+02               NAN               NAN               NAN               NAN        1.5000E-03        4.0000E-04               NAN               NAN               NAN               NAN               2.0               NAN
        3.2022E+06        3.0000E+02               NAN               NAN               NAN               NAN        2.7000E-02        4.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        3.2537E+06        4.0000E+02               NAN               NAN               NAN               NAN        7.5000E-02        4.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        3.2639E+06        6.0000E+02               NAN               NAN               NAN               NAN        1.2000E-02        3.0000E-03               NAN               NAN               NAN               NAN               2.0               NAN
        3.2691E+06        8.0000E+02               NAN               NAN               NAN               NAN        6.7000E-03        1.1000E-03               NAN               NAN               NAN               NAN               2.0               NAN
        3.2737E+06        7.0000E+02               NAN               NAN               NAN               NAN        7.8000E-03        1.1000E-03               NAN               NAN               NAN               NAN               2.0               NAN
        3.4509E+06        5.0000E+02               NAN               NAN               NAN               NAN        3.7000E-02        4.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        3.5952E+06        9.0000E+02               NAN               NAN               NAN               NAN        3.3000E-02        8.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        3.9436E+06        1.2000E+03               NAN               NAN               NAN               NAN        1.6000E-02        3.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        4.1064E+06        1.0000E+03               NAN               NAN               NAN               NAN        2.7000E-02        2.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        4.5741E+06        5.0000E+02               NAN               NAN               NAN               NAN        2.2000E-02        3.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        4.9540E+06        8.0000E+02               NAN               NAN               NAN               NAN        3.2000E-02        5.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        5.3593E+06        1.6000E+03               NAN               NAN               NAN               NAN        1.2000E-02        3.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        5.3940E+06        9.0000E+02               NAN               NAN               NAN               NAN        1.1000E-02        2.0000E-03               NAN               NAN               NAN               NAN               NAN               NAN
        5.4522E+06        4.0000E+02               NAN               NAN               NAN               NAN        3.0000E-02        4.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        5.5280E+06        4.0000E+02               NAN               NAN               NAN               NAN        5.6000E-02        8.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        5.9053E+06        7.0000E+02               NAN               NAN               NAN               NAN        1.8000E-02        3.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        6.0273E+06        7.0000E+02               NAN               NAN               NAN               NAN        4.3500E-01        1.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        6.4249E+06        9.0000E+02               NAN               NAN               NAN               NAN        4.9000E-02        7.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        6.4307E+06        1.0000E+03               NAN               NAN               NAN               NAN        6.6000E-02        7.0000E-03               NAN               NAN               NAN               NAN               1.0               NAN
        6.6850E+06        9.0000E+02               NAN               NAN               NAN               NAN        1.2600E-01        1.4000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        6.8929E+06        1.5000E+03               NAN               NAN               NAN               NAN        4.0000E-02        2.0000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.0482E+06        9.0000E+02               NAN               NAN               NAN               NAN        5.5200E-01        1.7000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.2496E+06        1.1000E+03               NAN               NAN               NAN               NAN        4.9000E-02        1.7000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.2717E+06        7.0000E+02               NAN               NAN               NAN               NAN        4.5600E-01        4.5000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.3888E+06        4.0000E+02               NAN               NAN               NAN               NAN        4.5700E-01        2.4000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.5851E+06        6.0000E+02               NAN               NAN               NAN               NAN        8.9000E-02        4.1000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        7.5959E+06        6.0000E+02               NAN               NAN               NAN               NAN        8.8000E-02        1.3000E-02               NAN               NAN               NAN               NAN               2.0               NAN
        7.6160E+06        1.0000E+03               NAN               NAN               NAN               NAN        4.8000E-02        2.0000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.7097E+06        6.0000E+02               NAN               NAN               NAN               NAN        6.3200E-01        2.3000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.7660E+06        7.0000E+02               NAN               NAN               NAN               NAN        1.2200E-01        2.0000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.8073E+06        5.0000E+02               NAN               NAN               NAN               NAN        5.6400E-01        6.7000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        7.8767E+06        2.6000E+03               NAN               NAN               NAN               NAN        3.4000E-01        7.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.0686E+06        1.2000E+03               NAN               NAN               NAN               NAN        3.3100E-01        4.3000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.0963E+06        6.0000E+02               NAN               NAN               NAN               NAN        2.8400E-01        5.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.2373E+06        4.0000E+02               NAN               NAN               NAN               NAN        3.5900E+00        5.5000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.3171E+06        1.7000E+03               NAN               NAN               NAN               NAN        2.3900E-01        3.6000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.3951E+06        1.2000E+03               NAN               NAN               NAN               NAN        8.3600E-01        7.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.4610E+06        7.0000E+02               NAN               NAN               NAN               NAN        8.9300E-01        4.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.5141E+06        4.0000E+02               NAN               NAN               NAN               NAN        6.8600E-01        5.1000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.5527E+06        1.3000E+03               NAN               NAN               NAN               NAN        4.7000E-01        4.4000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.6005E+06        7.0000E+02               NAN               NAN               NAN               NAN        8.0300E-01        8.0000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.6793E+06        8.0000E+02               NAN               NAN               NAN               NAN        2.0520E+00        1.0300E-01               NAN               NAN               NAN               NAN               1.0               NAN
        8.8574E+06        6.0000E+02               NAN               NAN               NAN               NAN        7.5100E-01        1.4700E-01               NAN               NAN               NAN               NAN               1.0               NAN
        8.8802E+06        6.0000E+02               NAN               NAN               NAN               NAN        1.1700E+00        4.5000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.9346E+06        5.0000E+02               NAN               NAN               NAN               NAN        1.4740E+00        5.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.9613E+06        7.0000E+02               NAN               NAN               NAN               NAN        3.7800E-01        3.9000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.0734E+06        6.0000E+02               NAN               NAN               NAN               NAN        8.8800E-01        6.0000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.1569E+06        7.0000E+01               NAN               NAN               NAN               NAN        5.9400E-01        7.9000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.1907E+06        5.0000E+02               NAN               NAN               NAN               NAN        7.9100E-01        7.5000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.3264E+06        8.0000E+02               NAN               NAN               NAN               NAN        9.7500E-01        6.3000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.3685E+06        6.0000E+02               NAN               NAN               NAN               NAN        1.2380E+00        1.1500E-01               NAN               NAN               NAN               NAN               1.0               NAN
        9.4554E+06        1.8000E+03               NAN               NAN               NAN               NAN        2.2200E-01        4.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.5233E+06        1.3000E+03               NAN               NAN               NAN               NAN        2.2500E+00        1.4600E-01               NAN               NAN               NAN               NAN               1.0               NAN
        9.5540E+06        2.1000E+03               NAN               NAN               NAN               NAN        1.3620E+00        8.4000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.6305E+06        2.4000E+03               NAN               NAN               NAN               NAN        1.1890E+00        1.1600E-01               NAN               NAN               NAN               NAN               1.0               NAN
