# Header: 
#   Title                 : 27-CO-59 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0094-003-2 
#   First Author          : R.Schwengner 
#   Institute             : (2UK UK): United Kingdom 
#   Reference             : (J,PR/C,111,014312,2025) 
#   Year                  : 2025 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 27 
#   A                     : 59 
#   Isomer                :  
#   Nuclide               : 27-CO-59 
# Reaction: 
#   EXFOR Reaction        : (27-CO-59(G,EL),,ARE) 
#   Incident Energy       : 3.1954e+06 eV - 1.0502e+07 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0094.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0094
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   3.1954E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   3.6682E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.2000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   3.9318E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.8000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   4.4686E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.0000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   4.9864E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.1000E+00   8.0000E-01          NAN          NAN          NAN          NAN
   5.0569E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.8000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   5.1275E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.6000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   5.1618E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.5000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   5.2386E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0500E+01   1.2000E+00          NAN          NAN          NAN          NAN
   5.3334E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.4900E+01   1.4000E+00          NAN          NAN          NAN          NAN
   5.3756E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.2100E+01   1.0000E+00          NAN          NAN          NAN          NAN
   5.3916E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.7000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   5.4044E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.4000E+00   8.0000E-01          NAN          NAN          NAN          NAN
   5.4537E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.7000E+00   8.0000E-01          NAN          NAN          NAN          NAN
