# Header: 
#   Title                 : 10-NE-22 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : A.N.Vodin 
#   Institute             : (4UKRKFT): Kharkovskii Fiziko-Tekhnicheskii Institute , Kharkov 
#   Reference             : (J,BAS,68,210,2004) 
#   Year                  : 2004 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 10 
#   A                     : 22 
#   Nuclide               : 10-NE-22 
# Reaction: 
#   entry-subent-pointer  :{170: 'D5009-002-2', 171: 'D5009-002-2', 172: 'D5009-002-2', 173: 'D5009-002-2', 174: 'D5009-002-2', 175: 'D5009-002-2', 176: 'D5009-002-2', 177: 'D5009-002-2', 178: 'D5009-002-2', 179: 'D5009-002-2', 180: 'D5009-002-2', 181: 'D5009-002-2', 182: 'D5009-002-2', 183: 'D5009-002-2', 184: 'D5009-002-2', 185: 'D5009-002-2', 186: 'D5009-002-2', 187: 'D5009-002-2', 188: 'D5009-002-2', 189: 'D5009-002-2', 190: 'D5009-002-2', 191: 'D5009-002-2', 192: 'D5009-002-2', 193: 'D5009-002-2', 194: 'D5009-002-2'} 
#   EXFOR reaction        :{170: '(10-NE-22(P,G),,WID)', 171: '(10-NE-22(P,G),,WID)', 172: '(10-NE-22(P,G),,WID)', 173: '(10-NE-22(P,G),,WID)', 174: '(10-NE-22(P,G),,WID)', 175: '(10-NE-22(P,G),,WID)', 176: '(10-NE-22(P,G),,WID)', 177: '(10-NE-22(P,G),,WID)', 178: '(10-NE-22(P,G),,WID)', 179: '(10-NE-22(P,G),,WID)', 180: '(10-NE-22(P,G),,WID)', 181: '(10-NE-22(P,G),,WID)', 182: '(10-NE-22(P,G),,WID)', 183: '(10-NE-22(P,G),,WID)', 184: '(10-NE-22(P,G),,WID)', 185: '(10-NE-22(P,G),,WID)', 186: '(10-NE-22(P,G),,WID)', 187: '(10-NE-22(P,G),,WID)', 188: '(10-NE-22(P,G),,WID)', 189: '(10-NE-22(P,G),,WID)', 190: '(10-NE-22(P,G),,WID)', 191: '(10-NE-22(P,G),,WID)', 192: '(10-NE-22(P,G),,WID)', 193: '(10-NE-22(P,G),,WID)', 194: '(10-NE-22(P,G),,WID)'} 
#   incident energy       : 8.5100e-01 eV - 2.2090e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D50/D5009.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D5009
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        8.5100E-01        1.0000E-03               NAN               NAN        3.5000E+00        3.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        9.2000E-01        1.0000E-03               NAN               NAN        4.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        9.2900E-01        1.0000E-03               NAN               NAN        3.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        9.4800E-01        1.0000E-03               NAN               NAN        3.2000E+00        1.1000E+00               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        9.8100E-01        1.0000E-03               NAN               NAN        1.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               3.5               NAN
        1.2640E+00        1.0000E-03               NAN               NAN        1.0000E+00        3.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               0.5               NAN
        1.2780E+00        1.0000E-03               NAN               NAN        3.5000E+00        3.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.4380E+00        1.0000E-03               NAN               NAN        8.0000E-01        2.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.5030E+00        1.0000E-03               NAN               NAN        2.4000E+00        5.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.5930E+00        1.0000E-03               NAN               NAN        2.5000E+00        8.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        1.6150E+00        1.0000E-03               NAN               NAN        1.1000E+00        3.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               0.5               NAN
        1.6230E+00        1.0000E-03               NAN               NAN        1.8000E+00        4.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.6310E+00        1.0000E-03               NAN               NAN        1.5000E+00        4.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        1.7210E+00        1.0000E-03               NAN               NAN        2.2000E+00        6.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.8350E+00        1.0000E-03               NAN               NAN        1.8000E+00        5.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        1.9060E+00        1.0000E-03               NAN               NAN        1.9000E+00               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.9670E+00        1.0000E-03               NAN               NAN        6.0000E+00        8.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        1.9970E+00        1.0000E-03               NAN               NAN        4.0000E-01        1.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
