# Header: 
#   Title                 : 8-O-16 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : J.L.Fowler 
#   Institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
#   Reference             : (J,PR/C,8,545,197308) 
#   Year                  : 1973 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 8 
#   A                     : 16 
#   Nuclide               : 8-O-16 
# Reaction: 
#   entry-subent-pointer  :{111: '10137-006-3', 112: '10137-006-3', 113: '10137-006-3', 114: '10137-006-3', 115: '10137-006-3', 116: '10137-006-3', 117: '10137-006-3', 118: '10137-006-3', 119: '10137-006-3', 120: '10137-006-3', 121: '10137-006-3', 122: '10137-006-3', 123: '10137-006-3', 124: '10137-006-3', 125: '10137-006-3', 126: '10137-006-3', 127: '10137-006-3', 128: '10137-006-3', 129: '10137-006-3', 130: '10137-006-3'} 
#   EXFOR reaction        :{111: '(8-O-16(N,TOT),,WID)', 112: '(8-O-16(N,TOT),,WID)', 113: '(8-O-16(N,TOT),,WID)', 114: '(8-O-16(N,TOT),,WID)', 115: '(8-O-16(N,TOT),,WID)', 116: '(8-O-16(N,TOT),,WID)', 117: '(8-O-16(N,TOT),,WID)', 118: '(8-O-16(N,TOT),,WID)', 119: '(8-O-16(N,TOT),,WID)', 120: '(8-O-16(N,TOT),,WID)', 121: '(8-O-16(N,TOT),,WID)', 122: '(8-O-16(N,TOT),,WID)', 123: '(8-O-16(N,TOT),,WID)', 124: '(8-O-16(N,TOT),,WID)', 125: '(8-O-16(N,TOT),,WID)', 126: '(8-O-16(N,TOT),,WID)', 127: '(8-O-16(N,TOT),,WID)', 128: '(8-O-16(N,TOT),,WID)', 129: '(8-O-16(N,TOT),,WID)', 130: '(8-O-16(N,TOT),,WID)'} 
#   incident energy       : 1.1400e+06 eV - 4.3100e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/101/10137.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10137
#
#        E_in(eV)          dE_in(eV)    data(N,TOT)(eV)       ddata(N,TOT)       data(N,G)         ddata(N,G)        data(N,EL)       ddata(N,EL)        data(N,F)        ddata(N,F)         data(N,A)        ddata(N,A)            spin_j        momentum_l
        1.1400E+06               NAN        1.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.6510E+06               NAN        3.4000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               3.5               NAN
        1.6890E+06               NAN        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8330E+06               NAN        6.6000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        1.9080E+06               NAN        3.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               NAN
        2.3510E+06               NAN        1.2400E+05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               NAN
        2.8890E+06               NAN        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.0060E+06               NAN        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.2110E+06               NAN        1.3000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        3.2500E+06               NAN        2.8000E+05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        3.4380E+06               NAN        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        3.4410E+06               NAN        1.1000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.5               NAN
        3.6300E+06               NAN        5.0000E+05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        3.6470E+06               NAN        1.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.7660E+06               NAN        1.8000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               3.5               NAN
        4.0530E+06               NAN        9.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               NAN
        4.0900E+06               NAN        2.7000E+05               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               NAN
        4.1620E+06               NAN        8.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        4.2900E+06               NAN        6.9000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               NAN
        4.3100E+06               NAN        5.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               NAN
