# Header: 
#   Title                 : 56-BA-138 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : E.G.Bilpuch 
#   Institute             : (1USADKE): Duke University, Durham, NC 
#   Reference             : (J,AP,14,387,1961) 
#   Year                  : 1961 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 56 
#   A                     : 138 
#   Nuclide               : 56-BA-138 
# Reaction: 
#   entry-subent-pointer  :['11599-041-2'] 
#   EXFOR reaction        :['(56-BA-138(N,EL),,WID)'] 
#   incident energy       : 3.1700e+04 eV - 1.9200e+05 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/115/11599.x4 
#   nds                   : https://nds.iaea.org/EXFOR/11599
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 3.1700E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN 1.9000E+02 2.0000E+01        NAN        NAN
 3.1700E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1700E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1700E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1700E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2500E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN 2.8000E+01 1.2000E+01        NAN        NAN
 3.2500E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2500E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2500E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2500E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6500E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6500E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN 2.0000E+01        NAN        NAN        NAN
 3.6500E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6500E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6500E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9800E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9800E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN 1.0000E+02 1.0000E+01        NAN        NAN
 3.9800E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9800E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9800E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.1000E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.1000E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN 2.7500E+02 5.0000E+01        NAN        NAN
 5.1000E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.1000E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.1000E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5500E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5500E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN 5.0000E+01 3.0000E+01        NAN        NAN
 5.5500E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5500E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5500E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.9500E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.9500E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN 7.0000E+01 3.0000E+01        NAN        NAN
 5.9500E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.9500E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.9500E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.1000E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.1000E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN 6.0000E+01 4.0000E+01        NAN        NAN
 6.1000E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.1000E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.1000E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.2500E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.2500E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN 1.3000E+02 4.0000E+01        NAN        NAN
 6.2500E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.2500E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.2500E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8500E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN 4.6000E+02 4.0000E+01        NAN        NAN
 6.8500E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8500E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8500E+04 1.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8500E+04 2.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.0000E+04 5.0000E+02        NAN        NAN        NAN        NAN        NAN        NAN 5.0000E+01 4.0000E+01        NAN        NAN
 7.0000E+04 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
