# Header: 
#   Title                 : 13-AL-27 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : A0126-003-0 
#   First Author          : S.Harissopulos 
#   Institute             : (2GRCATH): NCSR Demokritos, Aghia Paraskevi, Athens 
#   Reference             : (J,EPJ/A,9,479,2000) 
#   Year                  : 2000 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 13 
#   A                     : 27 
#   Isomer                :  
#   Nuclide               : 13-AL-27 
# Reaction: 
#   EXFOR Reaction        : (13-AL-27(P,G),,WID/STR) 
#   Incident Energy       : 2.0280e+05 eV - 1.1186e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/A01/A0126.x4 
#   nds                   : https://nds.iaea.org/EXFOR/A0126
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   2.0280E+05          NAN        NAN        NAN          NAN          NAN   1.1000E-05   1.5000E-06          NAN          NAN          NAN          NAN          NAN          NAN
   2.2270E+05          NAN        NAN        NAN          NAN          NAN   5.0000E-05   4.0000E-06          NAN          NAN          NAN          NAN          NAN          NAN
   2.9260E+05          NAN        NAN        NAN          NAN          NAN   2.8000E-04   1.5000E-05          NAN          NAN          NAN          NAN          NAN          NAN
   3.2660E+05          NAN        NAN        NAN          NAN          NAN   2.1000E-03   1.1000E-04          NAN          NAN          NAN          NAN          NAN          NAN
   4.0530E+05          NAN        NAN        NAN          NAN          NAN   1.0400E-02   5.0000E-04          NAN          NAN          NAN          NAN          NAN          NAN
   4.4670E+05          NAN        NAN        NAN          NAN          NAN   1.8000E-03   1.5000E-04          NAN          NAN          NAN          NAN          NAN          NAN
   5.0490E+05          NAN        NAN        NAN          NAN          NAN   3.1000E-02   4.0000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   5.0640E+05          NAN        NAN        NAN          NAN          NAN   4.1000E-02   5.0000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   6.1150E+05          NAN        NAN        NAN          NAN          NAN   5.8000E-03   7.0000E-04          NAN          NAN          NAN          NAN          NAN          NAN
   6.3220E+05          NAN        NAN        NAN          NAN          NAN   2.9000E-01   3.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   6.5470E+05          NAN        NAN        NAN          NAN          NAN   1.2000E-01   1.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   6.7930E+05          NAN        NAN        NAN          NAN          NAN   5.8000E-02   6.0000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   7.3140E+05          NAN        NAN        NAN          NAN          NAN   1.4200E-01   8.0000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   7.3650E+05          NAN        NAN        NAN          NAN          NAN   1.7500E-01   1.5000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   7.4300E+05          NAN        NAN        NAN          NAN          NAN   2.3000E-02   2.5000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   7.6040E+05          NAN        NAN        NAN          NAN          NAN   1.4000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   7.6720E+05          NAN        NAN        NAN          NAN          NAN   2.0000E-01   1.5000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   7.7360E+05          NAN        NAN        NAN          NAN          NAN   4.2000E-01   4.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   8.8780E+05          NAN        NAN        NAN          NAN          NAN   1.2000E-02   1.5000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   9.2300E+05          NAN        NAN        NAN          NAN          NAN   1.4500E-01   1.5000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   9.3730E+05          NAN        NAN        NAN          NAN          NAN   1.9000E-01   2.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   9.9190E+05          NAN        NAN        NAN          NAN          NAN   2.0000E+00   1.5000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.0253E+06          NAN        NAN        NAN          NAN          NAN   3.6000E-01   4.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   1.0897E+06          NAN        NAN        NAN          NAN          NAN   8.4000E-02   6.0000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   1.0973E+06          NAN        NAN        NAN          NAN          NAN   4.2000E-02   4.0000E-03          NAN          NAN          NAN          NAN          NAN          NAN
   1.1186E+06          NAN        NAN        NAN          NAN          NAN   8.5000E-01   9.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
