# Header: 
#   Title                 : 26-FE-56 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : F.Bauwens 
#   Institute             : (2BLGGHT): Universiteit Gent, Gent 
#   Reference             : (J,PR/C,62,024302,2000) 
#   Year                  : 2000 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 26 
#   A                     : 56 
#   Nuclide               : 26-FE-56 
# Reaction: 
#   entry-subent-pointer  :['G0036-002-5'] 
#   EXFOR reaction        :['(26-FE-56(G,EL),,WID)'] 
#   incident energy       : 2.1331e+06 eV - 9.7682e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0036.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0036
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   6.2512E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.6600E-01   1.9000E-02          NAN          NAN          NAN          NAN
   6.3650E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   7.6000E-02   1.7000E-02          NAN          NAN          NAN          NAN
   6.4337E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.3400E-01   3.5000E-02          NAN          NAN          NAN          NAN
   6.9254E+06   3.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   7.5000E-01   3.1000E-02          NAN          NAN          NAN          NAN
   6.9774E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.5300E-01   2.5000E-02          NAN          NAN          NAN          NAN
   7.0664E+06   9.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.6800E-01   2.8000E-02          NAN          NAN          NAN          NAN
   7.1346E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.3000E-01   3.1000E-02          NAN          NAN          NAN          NAN
   7.1660E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.7500E-01   2.2000E-02          NAN          NAN          NAN          NAN
   7.2111E+06   3.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   6.1400E-01   3.8000E-02          NAN          NAN          NAN          NAN
   7.2494E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.1900E-01   3.4000E-02          NAN          NAN          NAN          NAN
   7.2822E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.6600E-01   4.1000E-02          NAN          NAN          NAN          NAN
   7.3925E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.6100E-01   2.7000E-02          NAN          NAN          NAN          NAN
   7.4462E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.8900E-01   3.0000E-02          NAN          NAN          NAN          NAN
   7.4646E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.6000E-01   5.5000E-02          NAN          NAN          NAN          NAN
   7.6898E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.2800E-01   3.2000E-02          NAN          NAN          NAN          NAN
   7.7636E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.7000E-01   6.9000E-02          NAN          NAN          NAN          NAN
   7.8876E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.9600E-01   9.2000E-02          NAN          NAN          NAN          NAN
   7.9179E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.8000E-01   3.9000E-02          NAN          NAN          NAN          NAN
   8.0119E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   5.4700E-01   4.8000E-02          NAN          NAN          NAN          NAN
   8.1196E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.9100E-01   5.2000E-02          NAN          NAN          NAN          NAN
   8.1287E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.5260E+00   6.1000E-02          NAN          NAN          NAN          NAN
   8.2194E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.7200E-01   5.8000E-02          NAN          NAN          NAN          NAN
   8.2396E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.2570E+00   8.1000E-02          NAN          NAN          NAN          NAN
   8.3070E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.4500E-01   5.1000E-02          NAN          NAN          NAN          NAN
   8.3433E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.5700E-01   5.2000E-02          NAN          NAN          NAN          NAN
   8.5363E+06   4.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   2.7140E+00   1.1200E-01          NAN          NAN          NAN          NAN
   8.5547E+06   9.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   3.2700E-01   6.5000E-02          NAN          NAN          NAN          NAN
   8.6525E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.0300E-01   7.0000E-02          NAN          NAN          NAN          NAN
   8.7661E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   6.4900E-01   7.8000E-02          NAN          NAN          NAN          NAN
   8.8793E+06   9.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.0200E-01   6.8000E-02          NAN          NAN          NAN          NAN
   8.9089E+06   1.2000E+03        1.0        NAN          NAN          NAN          NAN          NAN   6.4700E-01   3.1600E-01          NAN          NAN          NAN          NAN
   8.9636E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   4.5400E-01   8.2000E-02          NAN          NAN          NAN          NAN
   8.9722E+06   1.1000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.7300E-01   7.7000E-02          NAN          NAN          NAN          NAN
   8.9889E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   6.3900E-01   7.2000E-02          NAN          NAN          NAN          NAN
   9.1078E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   8.3800E-01   7.8000E-02          NAN          NAN          NAN          NAN
   9.1376E+06   5.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   8.4400E-01   8.7000E-02          NAN          NAN          NAN          NAN
   9.1568E+06   1.0000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.3840E+00   1.2200E-01          NAN          NAN          NAN          NAN
   9.2876E+06   1.0000E+03        1.0        NAN          NAN          NAN          NAN          NAN   8.9900E-01   8.1000E-02          NAN          NAN          NAN          NAN
   9.3122E+06   8.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   8.6900E-01   8.8000E-02          NAN          NAN          NAN          NAN
   9.3237E+06   7.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   7.6700E-01   8.8000E-02          NAN          NAN          NAN          NAN
   9.4020E+06   6.0000E+02        1.0        NAN          NAN          NAN          NAN          NAN   1.3050E+00   1.5500E-01          NAN          NAN          NAN          NAN
   9.4349E+06   2.3000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.1300E-01   7.1000E-02          NAN          NAN          NAN          NAN
   9.5548E+06   1.3000E+03        1.0        NAN          NAN          NAN          NAN          NAN   6.8000E-01   1.1900E-01          NAN          NAN          NAN          NAN
   9.6229E+06   2.5000E+03        1.0        NAN          NAN          NAN          NAN          NAN   4.7300E-01   8.3000E-02          NAN          NAN          NAN          NAN
   9.6647E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.2900E-01   7.5000E-02          NAN          NAN          NAN          NAN
   9.7322E+06   1.6000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.2100E-01   1.5200E-01          NAN          NAN          NAN          NAN
   9.7417E+06   1.3000E+03        1.0        NAN          NAN          NAN          NAN          NAN   1.6180E+00   2.2200E-01          NAN          NAN          NAN          NAN
   9.7682E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.3600E-01   1.5800E-01          NAN          NAN          NAN          NAN
