# Header: 
#   Title                 : 28-NI-64 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : J.D.Moses 
#   Institute             : (1USATNL): Triangle Universities Nuclear Laboratory , Durham, NC 
#   Reference             : (J,NP/A,168,406,1971) 
#   Year                  : 1971 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 28 
#   A                     : 64 
#   Nuclide               : 28-NI-64 
# Reaction: 
#   entry-subent-pointer  :{17: 'C2705-007-2', 18: 'C2705-007-2', 19: 'C2705-007-2', 20: 'C2705-007-2', 21: 'C2705-007-2', 22: 'C2705-007-2', 23: 'C2705-007-2', 24: 'C2705-007-2', 25: 'C2705-007-2', 26: 'C2705-007-2', 27: 'C2705-007-2', 28: 'C2705-007-2', 29: 'C2705-007-2', 30: 'C2705-007-2', 31: 'C2705-007-2'} 
#   EXFOR reaction        :{17: '(28-NI-64(P,EL),,WID)', 18: '(28-NI-64(P,EL),,WID)', 19: '(28-NI-64(P,EL),,WID)', 20: '(28-NI-64(P,EL),,WID)', 21: '(28-NI-64(P,EL),,WID)', 22: '(28-NI-64(P,EL),,WID)', 23: '(28-NI-64(P,EL),,WID)', 24: '(28-NI-64(P,EL),,WID)', 25: '(28-NI-64(P,EL),,WID)', 26: '(28-NI-64(P,EL),,WID)', 27: '(28-NI-64(P,EL),,WID)', 28: '(28-NI-64(P,EL),,WID)', 29: '(28-NI-64(P,EL),,WID)', 30: '(28-NI-64(P,EL),,WID)', 31: '(28-NI-64(P,EL),,WID)'} 
#   incident energy       : 3.1977e+06 eV - 3.2291e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C27/C2705.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2705
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        3.1977E+06               NAN               NAN               NAN               NAN               NAN        3.5000E+04        5.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN
        3.2009E+06               NAN               NAN               NAN               NAN               NAN        7.5000E+04        1.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2018E+06               NAN               NAN               NAN               NAN               NAN        3.5000E+04        1.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2030E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+04        1.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2083E+06               NAN               NAN               NAN               NAN               NAN        1.2500E+05        2.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2174E+06               NAN               NAN               NAN               NAN               NAN        1.0000E+05        2.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2179E+06               NAN               NAN               NAN               NAN               NAN        1.2000E+05        3.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2191E+06               NAN               NAN               NAN               NAN               NAN        2.1000E+05        5.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2194E+06               NAN               NAN               NAN               NAN               NAN        1.7000E+05        5.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2213E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+04        2.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2228E+06               NAN               NAN               NAN               NAN               NAN        6.0000E+04        1.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2231E+06               NAN               NAN               NAN               NAN               NAN        1.2000E+05        3.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2239E+06               NAN               NAN               NAN               NAN               NAN        1.2000E+05        3.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2248E+06               NAN               NAN               NAN               NAN               NAN        1.6000E+05        3.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN
        3.2291E+06               NAN               NAN               NAN               NAN               NAN        3.5000E+04        1.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN
