# Header: 
#   Title                 : 28-NI-64 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : B.Ja.Guzhovskij 
#   Institute             : (4RUSEPA): Experimental Physics Institute , Sarov 
#   Reference             : (J,IZV,33,(1),129,1969) 
#   Year                  : 1969 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 28 
#   A                     : 64 
#   Nuclide               : 28-NI-64 
# Reaction: 
#   entry-subent-pointer  :{0: 'F0704-004-1', 1: 'F0704-004-1', 2: 'F0704-004-1', 3: 'F0704-004-1', 4: 'F0704-004-1', 5: 'F0704-004-1', 6: 'F0704-004-1', 7: 'F0704-004-1', 8: 'F0704-004-1', 9: 'F0704-004-1', 10: 'F0704-004-1', 11: 'F0704-004-1', 12: 'F0704-004-1', 13: 'F0704-004-1', 14: 'F0704-004-1', 15: 'F0704-004-1', 16: 'F0704-004-1'} 
#   EXFOR reaction        :{0: '(28-NI-64(P,TOT),,WID)', 1: '(28-NI-64(P,TOT),,WID)', 2: '(28-NI-64(P,TOT),,WID)', 3: '(28-NI-64(P,TOT),,WID)', 4: '(28-NI-64(P,TOT),,WID)', 5: '(28-NI-64(P,TOT),,WID)', 6: '(28-NI-64(P,TOT),,WID)', 7: '(28-NI-64(P,TOT),,WID)', 8: '(28-NI-64(P,TOT),,WID)', 9: '(28-NI-64(P,TOT),,WID)', 10: '(28-NI-64(P,TOT),,WID)', 11: '(28-NI-64(P,TOT),,WID)', 12: '(28-NI-64(P,TOT),,WID)', 13: '(28-NI-64(P,TOT),,WID)', 14: '(28-NI-64(P,TOT),,WID)', 15: '(28-NI-64(P,TOT),,WID)', 16: '(28-NI-64(P,TOT),,WID)'} 
#   incident energy       : 3.1230e+00 eV - 7.0860e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F07/F0704.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F0704
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        3.1230E+00               NAN        1.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.1780E+00               NAN        1.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0
        3.4480E+00               NAN        8.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0
        3.8360E+00               NAN        1.9000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0
        4.4760E+00               NAN        1.3000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.0
        4.5640E+00               NAN        5.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0
        5.0260E+00               NAN        2.6000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0
        5.8920E+00               NAN        2.1000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0
        5.9400E+00               NAN        3.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.0
        6.2410E+00               NAN        1.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.3820E+00               NAN        2.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.4400E+00               NAN        3.8000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.6050E+00               NAN        1.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.6600E+00               NAN        3.6000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.8510E+00               NAN        3.3000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.9900E+00               NAN        3.7000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.0860E+00               NAN        2.3000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
