# Header: 
#   Title                 : 13-AL-27 Resonance Parameter: WID/STR,,RG 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C1967-002-0 
#   First Author          : A.Simon 
#   Institute             : (1USAMSU): Michigan State University, East Lansing, MI 
#   Reference             : (J,NIM/A,703,16,2013) 
#   Year                  : 2013 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 13 
#   A                     : 27 
#   Isomer                :  
#   Nuclide               : 13-AL-27 
# Reaction: 
#   EXFOR Reaction        : (13-AL-27(P,G),,WID/STR,,RG) 
#   Incident Energy       : 2.3031e+06 eV - 3.9608e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C19/C1967.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1967
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   2.3031E+06          NAN        NAN        NAN          NAN          NAN   3.3000E+00   6.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.3119E+06          NAN        NAN        NAN          NAN          NAN   1.0100E+01   1.8000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   2.3599E+06          NAN        NAN        NAN          NAN          NAN   2.8000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.3738E+06          NAN        NAN        NAN          NAN          NAN   3.9000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.5177E+06          NAN        NAN        NAN          NAN          NAN   1.4600E+01   2.1000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   2.6755E+06          NAN        NAN        NAN          NAN          NAN   4.7000E+00   1.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   2.7117E+06          NAN        NAN        NAN          NAN          NAN   1.6100E+01   2.2000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   3.3384E+06          NAN        NAN        NAN          NAN          NAN   3.6000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   3.6749E+06          NAN        NAN        NAN          NAN          NAN   3.3300E+01   4.6000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   3.7917E+06          NAN        NAN        NAN          NAN          NAN   1.1900E+01   1.6000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   3.9608E+06          NAN        NAN        NAN          NAN          NAN   5.4000E+00   8.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
