# Header: 
#   Title                 : 39-Y-89 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : L0140-002-2 
#   First Author          : N.Benouaret 
#   Institute             : (3ALGALG): Algeria 
#   Reference             : (J,PR/C,79,014303,2009) 
#   Year                  : 2009 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 39 
#   A                     : 89 
#   Isomer                :  
#   Nuclide               : 39-Y-89 
# Reaction: 
#   EXFOR Reaction        : (39-Y-89(G,EL),,ARE) 
#   Incident Energy Type   : 1.5080e+06 eV - 1.1991e+07 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L01/L0140.x4 
#   nds                   : https://nds.iaea.org/EXFOR/L0140
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.5080E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3400E+02   1.4000E+01          NAN          NAN          NAN          NAN
   2.8817E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.7000E+01   7.0000E+00          NAN          NAN          NAN          NAN
   3.0677E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.3000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   3.1077E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   3.1395E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   3.5166E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+01   2.0000E+00          NAN          NAN          NAN          NAN
   3.9924E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.5000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   4.1717E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   4.6178E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   7.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   4.6258E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   4.9935E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   5.0854E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   5.1677E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.0000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   5.4194E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.7000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   5.6144E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   5.6258E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.3000E+01   7.0000E+00          NAN          NAN          NAN          NAN
