# Header: 
#   Title                 : 67-HO-165 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0778-005-3 
#   First Author          : A.Nord 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,67,034307,2003) 
#   Year                  : 2003 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 67 
#   A                     : 165 
#   Isomer                :  
#   Nuclide               : 67-HO-165 
# Reaction: 
#   EXFOR Reaction        : (67-HO-165(G,EL),,WID,,G) 
#   Incident Energy       : 1.3810e+06 eV - 3.9990e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0778.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0778
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.3810E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.3100E-03   3.2000E-04          NAN          NAN          NAN          NAN
   1.3890E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2500E-03   2.7000E-04          NAN          NAN          NAN          NAN
   1.4090E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7100E-03   2.6000E-04          NAN          NAN          NAN          NAN
   1.4160E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.7000E-03   6.5000E-04          NAN          NAN          NAN          NAN
   1.4660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.9500E-03   6.5000E-04          NAN          NAN          NAN          NAN
   1.6060E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2600E-03   3.1000E-04          NAN          NAN          NAN          NAN
   1.6150E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8400E-03   3.3000E-04          NAN          NAN          NAN          NAN
   1.6270E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7300E-03   2.9000E-04          NAN          NAN          NAN          NAN
   1.7060E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0210E-02   8.1000E-04          NAN          NAN          NAN          NAN
   1.7110E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.5500E-03   4.5000E-04          NAN          NAN          NAN          NAN
   1.7560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2500E-03   2.9000E-04          NAN          NAN          NAN          NAN
   1.7660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.3800E-03   5.7000E-04          NAN          NAN          NAN          NAN
   1.7890E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4100E-03   3.0000E-04          NAN          NAN          NAN          NAN
   1.8070E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2310E-02   1.8800E-03          NAN          NAN          NAN          NAN
   1.8160E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.9500E-03   7.5000E-04          NAN          NAN          NAN          NAN
   1.8280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0260E-02   8.0000E-04          NAN          NAN          NAN          NAN
   1.9030E+06          NAN        4.5        NAN          NAN          NAN          NAN          NAN   3.1860E-02   2.5300E-03          NAN          NAN          NAN          NAN
   1.9840E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1100E-03   4.6000E-04          NAN          NAN          NAN          NAN
   2.0120E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.0100E-03   5.9000E-04          NAN          NAN          NAN          NAN
   2.0990E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.6100E-03   5.1000E-04          NAN          NAN          NAN          NAN
   2.1250E+06          NAN        4.5        NAN          NAN          NAN          NAN          NAN   2.6240E-02   1.8600E-03          NAN          NAN          NAN          NAN
   2.1460E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E-03   3.5000E-04          NAN          NAN          NAN          NAN
   2.1710E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5900E-03   4.7000E-04          NAN          NAN          NAN          NAN
   2.1780E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.5300E-03   4.5000E-04          NAN          NAN          NAN          NAN
   2.1940E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.0400E-03   4.7000E-04          NAN          NAN          NAN          NAN
   2.2330E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.1300E-03   6.2000E-04          NAN          NAN          NAN          NAN
   2.2650E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.6600E-03   3.8000E-04          NAN          NAN          NAN          NAN
   2.3290E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.5700E-03   8.1000E-04          NAN          NAN          NAN          NAN
   2.3370E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.7500E-03   8.8000E-04          NAN          NAN          NAN          NAN
   2.3400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.5900E-03   5.9000E-04          NAN          NAN          NAN          NAN
   2.3560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.8160E-02   2.7100E-03          NAN          NAN          NAN          NAN
   2.3770E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.6200E-03   4.2000E-04          NAN          NAN          NAN          NAN
   2.4470E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E-03   4.2000E-04          NAN          NAN          NAN          NAN
   2.4800E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.3300E-03   4.2000E-04          NAN          NAN          NAN          NAN
