# Header: 
#   Title                 : 68-ER-164 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : H.Maser 
#   Institute             : (2GERTHS): Universitaet Stuttgart 
#   Reference             : (J,PR/C,53,2749,1996) 
#   Year                  : 1996 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 68 
#   A                     : 164 
#   Nuclide               : 68-ER-164 
# Reaction: 
#   entry-subent-pointer  :['M0861-005-2'] 
#   EXFOR reaction        :['(68-ER-164(G,EL),,ARE)'] 
#   incident energy       : 1.3870e+06 eV - 3.9440e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M08/M0861.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0861
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.3870E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.7100E+01   4.6000E+00          NAN          NAN          NAN          NAN
   1.8750E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.9400E+01   2.9000E+00          NAN          NAN          NAN          NAN
   2.0350E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5500E+01   1.8000E+00          NAN          NAN          NAN          NAN
   2.4040E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.5000E+00   1.6000E+00          NAN          NAN          NAN          NAN
   2.4160E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0300E+01   1.4000E+00          NAN          NAN          NAN          NAN
   2.5770E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0700E+01   1.3000E+00          NAN          NAN          NAN          NAN
   2.6400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.3800E+01   2.1000E+00          NAN          NAN          NAN          NAN
   2.7470E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.4000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   2.7620E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1600E+01   1.3000E+00          NAN          NAN          NAN          NAN
   2.9330E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.9000E+00   1.4000E+00          NAN          NAN          NAN          NAN
   2.9660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.4000E+00   1.9000E+00          NAN          NAN          NAN          NAN
   3.0180E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.3000E+00   1.3000E+00          NAN          NAN          NAN          NAN
   3.1330E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1200E+01   1.4000E+00          NAN          NAN          NAN          NAN
   3.1790E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.7500E+01   2.2000E+00          NAN          NAN          NAN          NAN
   3.2200E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E+01   1.4000E+00          NAN          NAN          NAN          NAN
   3.4580E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.6000E+00   1.4000E+00          NAN          NAN          NAN          NAN
   3.5410E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   3.5510E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.4000E+00   1.4000E+00          NAN          NAN          NAN          NAN
   3.6020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3700E+01   2.0000E+00          NAN          NAN          NAN          NAN
   3.7520E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.2000E+00   1.6000E+00          NAN          NAN          NAN          NAN
   3.9440E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5500E+01   4.3000E+00          NAN          NAN          NAN          NAN
