# Header: 
#   Title                 : 63-EU-153 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0778-003-3 
#   First Author          : A.Nord 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,67,034307,2003) 
#   Year                  : 2003 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 63 
#   A                     : 153 
#   Isomer                :  
#   Nuclide               : 63-EU-153 
# Reaction: 
#   EXFOR Reaction        : (63-EU-153(G,EL),,WID,,G) 
#   Incident Energy       : 1.1560e+06 eV - 2.8910e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0778.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0778
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.1560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2900E-03   2.4000E-04          NAN          NAN          NAN          NAN
   1.1770E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.3160E-02   7.7000E-04          NAN          NAN          NAN          NAN
   2.2950E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.5800E-03   6.3000E-04          NAN          NAN          NAN          NAN
   2.3240E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.1800E-03   6.3000E-04          NAN          NAN          NAN          NAN
   2.3460E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.6400E-03   6.0000E-04          NAN          NAN          NAN          NAN
   2.3690E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.0700E-03   6.2000E-04          NAN          NAN          NAN          NAN
   2.5610E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.3900E-03   9.1000E-04          NAN          NAN          NAN          NAN
   2.6300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.1500E-03   6.1000E-04          NAN          NAN          NAN          NAN
   2.6480E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.6400E-03   6.8000E-04          NAN          NAN          NAN          NAN
   2.6970E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.9900E-03   7.0000E-04          NAN          NAN          NAN          NAN
   2.7300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.8100E-03   9.0000E-04          NAN          NAN          NAN          NAN
   2.7610E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0350E-02   1.1000E-03          NAN          NAN          NAN          NAN
   2.8370E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.0900E-03   7.1000E-04          NAN          NAN          NAN          NAN
   2.8780E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.1800E-03   8.0000E-04          NAN          NAN          NAN          NAN
   2.8910E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.6900E-03   3.9000E-04          NAN          NAN          NAN          NAN
