# Header: 
#   Title                 : 28-NI-60 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : E.Arai 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,NP/A,256,127,1976) 
#   Year                  : 1976 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 28 
#   A                     : 60 
#   Nuclide               : 28-NI-60 
# Reaction: 
#   entry-subent-pointer  :{8: 'E1494-011-1', 9: 'E1494-011-1', 10: 'E1494-011-1', 11: 'E1494-011-1', 12: 'E1494-011-1', 13: 'E1494-011-1', 14: 'E1494-011-1', 15: 'E1494-011-1', 16: 'E1494-011-1', 17: 'E1494-011-1', 18: 'E1494-011-1', 19: 'E1494-011-1', 20: 'E1494-011-1', 21: 'E1494-011-1', 22: 'E1494-011-1', 23: 'E1494-011-1', 24: 'E1494-011-1', 25: 'E1494-011-1', 26: 'E1494-011-1', 27: 'E1494-011-1', 28: 'E1494-011-1', 29: 'E1494-011-1', 30: 'E1494-011-1', 31: 'E1494-011-1', 32: 'E1494-011-1', 33: 'E1494-011-1', 34: 'E1494-011-1', 35: 'E1494-011-1', 36: 'E1494-011-1', 37: 'E1494-011-1', 38: 'E1494-011-1', 39: 'E1494-011-1', 40: 'E1494-011-1', 41: 'E1494-011-1', 42: 'E1494-011-1', 43: 'E1494-011-1'} 
#   EXFOR reaction        :{8: '(28-NI-60(P,TOT),,WID)', 9: '(28-NI-60(P,TOT),,WID)', 10: '(28-NI-60(P,TOT),,WID)', 11: '(28-NI-60(P,TOT),,WID)', 12: '(28-NI-60(P,TOT),,WID)', 13: '(28-NI-60(P,TOT),,WID)', 14: '(28-NI-60(P,TOT),,WID)', 15: '(28-NI-60(P,TOT),,WID)', 16: '(28-NI-60(P,TOT),,WID)', 17: '(28-NI-60(P,TOT),,WID)', 18: '(28-NI-60(P,TOT),,WID)', 19: '(28-NI-60(P,TOT),,WID)', 20: '(28-NI-60(P,TOT),,WID)', 21: '(28-NI-60(P,TOT),,WID)', 22: '(28-NI-60(P,TOT),,WID)', 23: '(28-NI-60(P,TOT),,WID)', 24: '(28-NI-60(P,TOT),,WID)', 25: '(28-NI-60(P,TOT),,WID)', 26: '(28-NI-60(P,TOT),,WID)', 27: '(28-NI-60(P,TOT),,WID)', 28: '(28-NI-60(P,TOT),,WID)', 29: '(28-NI-60(P,TOT),,WID)', 30: '(28-NI-60(P,TOT),,WID)', 31: '(28-NI-60(P,TOT),,WID)', 32: '(28-NI-60(P,TOT),,WID)', 33: '(28-NI-60(P,TOT),,WID)', 34: '(28-NI-60(P,TOT),,WID)', 35: '(28-NI-60(P,TOT),,WID)', 36: '(28-NI-60(P,TOT),,WID)', 37: '(28-NI-60(P,TOT),,WID)', 38: '(28-NI-60(P,TOT),,WID)', 39: '(28-NI-60(P,TOT),,WID)', 40: '(28-NI-60(P,TOT),,WID)', 41: '(28-NI-60(P,TOT),,WID)', 42: '(28-NI-60(P,TOT),,WID)', 43: '(28-NI-60(P,TOT),,WID)'} 
#   incident energy       : 3.1030e+00 eV - 4.0084e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E14/E1494.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E1494
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        3.1030E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.1705E+00               NAN        2.5000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.1998E+00               NAN        3.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.2562E+00               NAN        3.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.3269E+00               NAN        5.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.3488E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.3705E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.3917E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.3988E+00               NAN        2.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.4210E+00               NAN        1.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.4227E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.4300E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.4793E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.5077E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.5302E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.5482E+00               NAN        2.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.5660E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.6203E+00               NAN        6.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.6239E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.6755E+00               NAN        1.0940E+02        1.0300E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.6872E+00               NAN        5.6400E+01        7.9000E+00               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.7090E+00               NAN        8.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.7170E+00               NAN        6.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.7200E+00               NAN        1.1100E+01        7.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.5               5.0
        3.7293E+00               NAN        7.1000E+00        5.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.5               5.0
        3.7298E+00               NAN        1.5480E+02        5.7000E+00               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.7344E+00               NAN        6.7000E+00        5.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.5               5.0
        3.7391E+00               NAN        1.2220E+03        5.4000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.7494E+00               NAN        5.3650E+02        3.5600E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.7594E+00               NAN        1.1000E+02        7.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.8541E+00               NAN        1.9100E+01        3.3000E+00               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.8949E+00               NAN        8.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        3.9573E+00               NAN        7.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.9971E+00               NAN        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        3.9999E+00               NAN        1.6000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
        4.0084E+00               NAN        6.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.5               1.0
