# Header: 
#   Title                 : 68-ER-168 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0861-002-3 
#   First Author          : H.Maser 
#   Institute             : (2GERTHS): Universitaet Stuttgart 
#   Reference             : (J,PR/C,53,2749,1996) 
#   Year                  : 1996 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 68 
#   A                     : 168 
#   Isomer                :  
#   Nuclide               : 68-ER-168 
# Reaction: 
#   EXFOR Reaction        : (68-ER-168(G,EL),,WID,,G) 
#   Incident Energy       : 1.7860e+06 eV - 3.9210e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M08/M0861.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0861
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.7860E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.4500E-02   5.0000E-03          NAN          NAN          NAN          NAN
   2.3420E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E-03   3.0000E-04          NAN          NAN          NAN          NAN
   2.3610E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4000E-03   5.0000E-04          NAN          NAN          NAN          NAN
   2.4170E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.9000E-03   1.3000E-03          NAN          NAN          NAN          NAN
   2.4580E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E-03   3.0000E-04          NAN          NAN          NAN          NAN
   2.4940E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.7000E-03   1.1000E-03          NAN          NAN          NAN          NAN
   2.5100E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.0000E-03   9.0000E-04          NAN          NAN          NAN          NAN
   2.6430E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.5000E-03   9.0000E-04          NAN          NAN          NAN          NAN
   2.6760E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2700E-02   1.4000E-03          NAN          NAN          NAN          NAN
   2.6940E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E-03   3.0000E-04          NAN          NAN          NAN          NAN
   2.7280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.0500E-02   2.3000E-03          NAN          NAN          NAN          NAN
   2.7400E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.7000E-03   1.0000E-03          NAN          NAN          NAN          NAN
   2.7920E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5100E-02   1.6000E-03          NAN          NAN          NAN          NAN
   2.7980E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7600E-02   1.8000E-03          NAN          NAN          NAN          NAN
   2.8270E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.6000E-03   1.1000E-03          NAN          NAN          NAN          NAN
   2.8280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.1000E-03   7.0000E-04          NAN          NAN          NAN          NAN
   2.8350E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.5000E-03   5.0000E-04          NAN          NAN          NAN          NAN
   2.8490E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.9000E-03   1.2000E-03          NAN          NAN          NAN          NAN
   2.8550E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.5000E-03   8.0000E-04          NAN          NAN          NAN          NAN
   2.9460E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8400E-02   2.4000E-03          NAN          NAN          NAN          NAN
   2.9550E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.3000E-03   4.0000E-04          NAN          NAN          NAN          NAN
