# Header: 
#   Title                 : 10-NE-22 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D5009-002-2 
#   First Author          : A.N.Vodin 
#   Institute             : (4UKRKFT): Kharkovskii Fiziko-Tekhnicheskii Institute , Kharkov 
#   Reference             : (J,BAS,68,210,2004) 
#   Year                  : 2004 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 10 
#   A                     : 22 
#   Isomer                :  
#   Nuclide               : 10-NE-22 
# Reaction: 
#   EXFOR Reaction        : (10-NE-22(P,G),,WID) 
#   Incident Energy       : 8.5100e+05 eV - 2.2090e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D50/D5009.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D5009
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   8.5100E+05   1.0000E+03        1.5        NAN          NAN          NAN   3.5000E+00   3.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   9.2000E+05   1.0000E+03        NAN        NAN          NAN          NAN   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.2900E+05   1.0000E+03        1.5        NAN          NAN          NAN   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.4800E+05   1.0000E+03        1.5        NAN          NAN          NAN   3.2000E+00   1.1000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   9.8100E+05   1.0000E+03        3.5        NAN          NAN          NAN   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1740E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2640E+06   1.0000E+03        0.5        NAN          NAN          NAN   1.0000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.2780E+06   1.0000E+03        2.5        NAN          NAN          NAN   3.5000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.3120E+06   1.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.4380E+06   1.0000E+03        2.5        NAN          NAN          NAN   8.0000E-01   2.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.5030E+06   1.0000E+03        2.5        NAN          NAN          NAN   2.4000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.5930E+06   1.0000E+03        1.5        NAN          NAN          NAN   2.5000E+00   8.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.6150E+06   1.0000E+03        0.5        NAN          NAN          NAN   1.1000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.6230E+06   1.0000E+03        2.5        NAN          NAN          NAN   1.8000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.6310E+06   1.0000E+03        1.5        NAN          NAN          NAN   1.5000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.7210E+06   1.0000E+03        2.5        NAN          NAN          NAN   2.2000E+00   6.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.8350E+06   1.0000E+03        2.5        NAN          NAN          NAN   1.8000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.9060E+06   1.0000E+03        NAN        NAN          NAN          NAN   1.9000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.9670E+06   1.0000E+03        1.5        NAN          NAN          NAN   6.0000E+00   8.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.9970E+06   1.0000E+03        1.5        NAN          NAN          NAN   4.0000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.0660E+06   1.0000E+03        2.5        NAN          NAN          NAN   4.0000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.1200E+06   1.0000E+03        1.5        NAN          NAN          NAN   2.4000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.1220E+06   1.0000E+03        1.5        NAN          NAN          NAN   2.4000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.1740E+06   1.0000E+03        1.5        NAN          NAN          NAN   3.0000E+00   6.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.2090E+06   1.0000E+03        1.5        NAN          NAN          NAN   1.4000E+01   4.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
