# Header: 
#   Title                 : 53-I-129 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : 22948-003-5 
#   First Author          : G.Noguere 
#   Institute             : (2FR CAD): CEA/Cadarache 
#   Reference             : (J,PR/C,74,054602,2006) 
#   Year                  : 2006 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 53 
#   A                     : 129 
#   Isomer                :  
#   Nuclide               : 53-I-129 
# Reaction: 
#   EXFOR Reaction        : (53-I-129(N,EL),,WID,,G) 
#   Incident Energy       : -2.1600e+01 eV - 1.0028e+03 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/229/22948.x4 
#   nds                   : https://nds.iaea.org/EXFOR/22948
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
  -2.1600E+01   1.0000E-01        4.0        NAN          NAN          NAN          NAN          NAN   3.6169E-02   2.2500E-04          NAN          NAN          NAN          NAN
  -1.0700E+01   1.0000E-01        3.0        NAN          NAN          NAN          NAN          NAN   1.9556E-02   8.7000E-05          NAN          NAN          NAN          NAN
   4.1370E+01   2.0000E-02        4.0        NAN          NAN          NAN          NAN          NAN   6.9000E-05   3.0000E-06          NAN          NAN          NAN          NAN
   7.2130E+01   3.0000E-02        3.0        NAN          NAN          NAN          NAN          NAN   7.3240E-03   2.4900E-04          NAN          NAN          NAN          NAN
   7.6150E+01   3.0000E-02        4.0        NAN          NAN          NAN          NAN          NAN   5.8000E-05   3.0000E-06          NAN          NAN          NAN          NAN
   9.6360E+01   9.0000E-02        4.0        NAN          NAN          NAN          NAN          NAN   7.5600E-04   2.6000E-05          NAN          NAN          NAN          NAN
   1.1519E+02   1.1000E-01        2.0        NAN          NAN          NAN          NAN          NAN   2.8000E-05   2.0000E-06          NAN          NAN          NAN          NAN
   1.2832E+02   1.2000E-01        3.0        NAN          NAN          NAN          NAN          NAN   3.8320E-03   1.3000E-04          NAN          NAN          NAN          NAN
   1.4063E+02   1.3000E-01        3.0        NAN          NAN          NAN          NAN          NAN   5.5000E-05   2.9000E-05          NAN          NAN          NAN          NAN
   1.4640E+02   1.4000E-01        3.0        NAN          NAN          NAN          NAN          NAN   2.3109E-02   7.8600E-04          NAN          NAN          NAN          NAN
   1.5257E+02   1.4000E-01        3.0        NAN          NAN          NAN          NAN          NAN   1.2123E-02   4.2400E-04          NAN          NAN          NAN          NAN
   1.6496E+02   1.6000E-01        4.0        NAN          NAN          NAN          NAN          NAN   4.9000E-05   4.0000E-06          NAN          NAN          NAN          NAN
   1.9875E+02   1.9000E-01        4.0        NAN          NAN          NAN          NAN          NAN   2.0370E-03   7.3000E-05          NAN          NAN          NAN          NAN
   2.0267E+02   1.5000E-01        3.0        NAN          NAN          NAN          NAN          NAN   2.6000E-05   4.0000E-06          NAN          NAN          NAN          NAN
   2.5916E+02   1.9000E-01        4.0        NAN          NAN          NAN          NAN          NAN   8.8400E-04   3.2000E-05          NAN          NAN          NAN          NAN
   2.6538E+02   2.0000E-01        3.0        NAN          NAN          NAN          NAN          NAN   2.3400E-04   3.2000E-05          NAN          NAN          NAN          NAN
   2.8417E+02   2.1000E-01        3.0        NAN          NAN          NAN          NAN          NAN   7.3890E-03   2.5100E-04          NAN          NAN          NAN          NAN
