# Header: 
#   Title                 : 71-LU-176 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0056-002-2 
#   First Author          : S.Walter 
#   Institute             : (1USAUSA): United States of America 
#   Reference             : (J,PR/C,75,034301,2007) 
#   Year                  : 2007 
#   Facility              : (DYNAM): Dynamitron 
# Target: 
#   Z                     : 71 
#   A                     : 176 
#   Isomer                :  
#   Nuclide               : 71-LU-176 
# Reaction: 
#   EXFOR Reaction        : (71-LU-176(G,EL),,WID,,G) 
#   Incident Energy       : 1.3320e+06 eV - 2.8600e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0056.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0056
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.3320E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1900E-03   2.4000E-04          NAN          NAN          NAN          NAN
   1.4970E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E-04   1.9000E-04          NAN          NAN          NAN          NAN
   1.6710E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3500E-03   2.3000E-04          NAN          NAN          NAN          NAN
   1.7390E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5700E-03   3.2000E-04          NAN          NAN          NAN          NAN
   1.7600E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.4200E-03   8.9000E-04          NAN          NAN          NAN          NAN
   1.9020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.8000E-04   2.5000E-04          NAN          NAN          NAN          NAN
   2.0300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E-04   3.5000E-04          NAN          NAN          NAN          NAN
   2.0360E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.6300E-03   4.0000E-04          NAN          NAN          NAN          NAN
   2.0560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.3900E-03   4.0000E-04          NAN          NAN          NAN          NAN
   2.0670E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4100E-03   3.5000E-04          NAN          NAN          NAN          NAN
   2.0860E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.4900E-03   8.0000E-04          NAN          NAN          NAN          NAN
   2.1780E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.2800E-03   4.4000E-04          NAN          NAN          NAN          NAN
   2.1900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2900E-03   3.5000E-04          NAN          NAN          NAN          NAN
   2.2430E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.4600E-03   6.5000E-04          NAN          NAN          NAN          NAN
   2.2490E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.6590E-02   1.4800E-03          NAN          NAN          NAN          NAN
   2.2660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4800E-03   4.5000E-04          NAN          NAN          NAN          NAN
   2.3150E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8500E-03   7.4000E-04          NAN          NAN          NAN          NAN
   2.3590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3600E-03   4.7000E-04          NAN          NAN          NAN          NAN
   2.5590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.4200E-03   7.8000E-04          NAN          NAN          NAN          NAN
   2.5660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1900E-03   1.4000E-03          NAN          NAN          NAN          NAN
   2.6020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.1500E-03   8.3000E-04          NAN          NAN          NAN          NAN
   2.6280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8300E-03   5.8000E-04          NAN          NAN          NAN          NAN
   2.7750E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0440E-02   1.8800E-03          NAN          NAN          NAN          NAN
   2.7900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.8300E-03   1.9900E-03          NAN          NAN          NAN          NAN
   2.8030E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.0800E-03   1.0800E-03          NAN          NAN          NAN          NAN
   2.8070E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7850E-02   2.3500E-03          NAN          NAN          NAN          NAN
   2.8480E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.3300E-03   7.3000E-04          NAN          NAN          NAN          NAN
   2.8520E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.1200E-03   9.3000E-04          NAN          NAN          NAN          NAN
   2.8600E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E-03   9.9000E-04          NAN          NAN          NAN          NAN
