# Header: 
#   Title                 : 58-CE-140 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-23 
# EXFOR Bibliographic Information: 
#   First Author          : G.Hacken 
#   Institute             : (1USACOL): Columbia University, New York, NY 
#   Reference             : (P,USNDC-11,79,197406) 
#   Year                  : 1974 
#   Facility              : (SYNCH): Synchrotron 
# Target: 
#   Z                     : 58 
#   A                     : 140 
#   Nuclide               : 58-CE-140 
# Reaction: 
#   entry-subent-pointer  :{0: '10411-003-2', 1: '10411-003-2', 2: '10411-003-2', 3: '10411-003-2', 4: '10411-003-2', 5: '10411-003-2', 6: '10411-003-2', 7: '10411-003-2', 8: '10411-003-2', 9: '10411-003-2', 10: '10411-003-2', 11: '10411-003-2', 12: '10411-003-2', 13: '10411-003-2', 14: '10411-003-2', 15: '10411-003-2', 16: '10411-003-2', 17: '10411-003-2', 18: '10411-003-2', 19: '10411-003-2', 20: '10411-003-2', 21: '10411-003-2', 22: '10411-003-2'} 
#   EXFOR reaction        :{0: '(58-CE-140(N,EL),,WID)', 1: '(58-CE-140(N,EL),,WID)', 2: '(58-CE-140(N,EL),,WID)', 3: '(58-CE-140(N,EL),,WID)', 4: '(58-CE-140(N,EL),,WID)', 5: '(58-CE-140(N,EL),,WID)', 6: '(58-CE-140(N,EL),,WID)', 7: '(58-CE-140(N,EL),,WID)', 8: '(58-CE-140(N,EL),,WID)', 9: '(58-CE-140(N,EL),,WID)', 10: '(58-CE-140(N,EL),,WID)', 11: '(58-CE-140(N,EL),,WID)', 12: '(58-CE-140(N,EL),,WID)', 13: '(58-CE-140(N,EL),,WID)', 14: '(58-CE-140(N,EL),,WID)', 15: '(58-CE-140(N,EL),,WID)', 16: '(58-CE-140(N,EL),,WID)', 17: '(58-CE-140(N,EL),,WID)', 18: '(58-CE-140(N,EL),,WID)', 19: '(58-CE-140(N,EL),,WID)', 20: '(58-CE-140(N,EL),,WID)', 21: '(58-CE-140(N,EL),,WID)', 22: '(58-CE-140(N,EL),,WID)'} 
#   incident energy       : 2.5434e+03 eV - 6.2967e+04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/104/10411.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10411
#
#        E_in(eV)          dE_in(eV)    data(N,TOT)(eV)       ddata(N,TOT)       data(N,G)         ddata(N,G)        data(N,EL)       ddata(N,EL)        data(N,F)        ddata(N,F)         data(N,A)        ddata(N,A)            spin_j        momentum_l
        2.5434E+03        7.0000E-01               NAN               NAN               NAN               NAN        5.6000E-01        3.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        6.0058E+03        2.5000E+00               NAN               NAN               NAN               NAN        8.3000E-01        2.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        6.7790E+03        3.0000E+00               NAN               NAN               NAN               NAN        1.1400E-01        1.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        8.3930E+03        4.0000E+00               NAN               NAN               NAN               NAN        9.4000E-01        2.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        9.5740E+03        5.0000E+00               NAN               NAN               NAN               NAN        3.9000E+01        2.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        1.1235E+04        6.0000E+00               NAN               NAN               NAN               NAN        4.7000E-01        3.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        1.1433E+04        7.0000E+00               NAN               NAN               NAN               NAN        1.3500E+01        5.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.2477E+04        8.0000E+00               NAN               NAN               NAN               NAN        2.5000E+01        5.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        1.4019E+04        9.0000E+00               NAN               NAN               NAN               NAN        5.9000E-01        2.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        1.6142E+04        1.1000E+01               NAN               NAN               NAN               NAN        4.0000E+00        5.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.6427E+04        1.2000E+01               NAN               NAN               NAN               NAN        1.7500E+00        1.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN
        1.8168E+04        1.3000E+01               NAN               NAN               NAN               NAN        6.0000E+01        2.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        2.1626E+04        1.7000E+01               NAN               NAN               NAN               NAN        4.5000E+02        5.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.4792E+04        2.1000E+01               NAN               NAN               NAN               NAN        7.0000E+01        2.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.8209E+04        2.6000E+01               NAN               NAN               NAN               NAN        5.5000E+01        5.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        3.0698E+04        2.9000E+01               NAN               NAN               NAN               NAN        1.1500E+01        1.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        3.8247E+04        4.1000E+01               NAN               NAN               NAN               NAN        8.5000E+01        2.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        4.1982E+04        4.7000E+01               NAN               NAN               NAN               NAN        2.6000E+02        3.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        4.9504E+04        6.0000E+01               NAN               NAN               NAN               NAN        5.5000E+01        5.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        5.3198E+04        6.7000E+01               NAN               NAN               NAN               NAN        3.2000E+01        3.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        5.5272E+04        7.1000E+01               NAN               NAN               NAN               NAN        2.2000E+02        2.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        6.0368E+04        8.1000E+01               NAN               NAN               NAN               NAN        8.0000E+01        4.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        6.2967E+04        8.7000E+01               NAN               NAN               NAN               NAN        8.2000E+01        4.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
