# Header: 
#   Title                 : 28-NI-60 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : E.Arai 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,NP/A,256,127,1976) 
#   Year                  : 1976 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 28 
#   A                     : 60 
#   Nuclide               : 28-NI-60 
# Reaction: 
#   entry-subent-pointer  :['E1494-011-1'] 
#   EXFOR reaction        :['(28-NI-60(P,TOT),,WID)'] 
#   incident energy       : 3.1030e+06 eV - 4.0084e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E14/E1494.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E1494
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   3.1030E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.1705E+06          NAN        0.5        1.0   2.5000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.1998E+06          NAN        0.5        1.0   3.5000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2562E+06          NAN        1.5        1.0   3.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.3269E+06          NAN        0.5        1.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.3488E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.3705E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.3917E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.3988E+06          NAN        1.5        1.0   2.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4210E+06          NAN        0.5        1.0   1.5000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4227E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4300E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4793E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.5077E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.5302E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.5482E+06          NAN        1.5        1.0   2.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.5660E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6203E+06          NAN        0.5        1.0   6.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6239E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6755E+06          NAN        0.5        1.0   1.0940E+02   1.0300E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6872E+06          NAN        0.5        1.0   5.6400E+01   7.9000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7090E+06          NAN        1.5        1.0   8.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7170E+06          NAN        1.5        1.0   6.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7200E+06          NAN        4.5        5.0   1.1100E+01   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7293E+06          NAN        4.5        5.0   7.1000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7298E+06          NAN        0.5        1.0   1.5480E+02   5.7000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7344E+06          NAN        4.5        5.0   6.7000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7391E+06          NAN        0.5        1.0   1.2220E+03   5.4000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7494E+06          NAN        0.5        1.0   5.3650E+02   3.5600E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7594E+06          NAN        1.5        1.0   1.1000E+02   7.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8541E+06          NAN        1.5        1.0   1.9100E+01   3.3000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8949E+06          NAN        1.5        1.0   8.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9573E+06          NAN        0.5        1.0   7.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9971E+06          NAN        0.5        1.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9999E+06          NAN        0.5        1.0   1.6000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.0084E+06          NAN        0.5        1.0   6.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
