# Header: 
#   Title                 : 48-CD-114 Resonance Parameter: WID/RED 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : Yu.G.Shchepkin 
#   Institute             : (4RUSKUR): National Issl.Tsentr "Kurchatovskii Institut", Moskva 
#   Reference             : (C,66PARIS,1,93(108),1966) 
#   Year                  : 1966 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 48 
#   A                     : 114 
#   Nuclide               : 48-CD-114 
# Reaction: 
#   entry-subent-pointer  :['41268-006-3'] 
#   EXFOR reaction        :['(48-CD-114(N,EL),,WID/RED)'] 
#   incident energy       : 1.2000e+02 eV - 1.1070e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/412/41268.x4 
#   nds                   : https://nds.iaea.org/EXFOR/41268
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 1.2000E+02 2.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 5.4700E-03        NAN        NAN        NAN
 1.2000E+02 1.5000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2000E+02 2.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2000E+02 1.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2000E+02 1.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2000E+02 1.5000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2000E+02 2.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2600E+02 2.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2600E+02 1.5000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2600E+02 2.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN 1.2000E-04        NAN        NAN        NAN
 2.2600E+02 1.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2600E+02 1.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2600E+02 1.5000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2600E+02 2.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9410E+02 2.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9410E+02 1.5000E+00        NAN        NAN        NAN        NAN        NAN        NAN 3.8300E-02        NAN        NAN        NAN
 3.9410E+02 2.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9410E+02 1.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9410E+02 1.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9410E+02 1.5000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9410E+02 2.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.7300E+02 2.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.7300E+02 1.5000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.7300E+02 2.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.7300E+02 1.0000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.7300E+02 1.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN 8.5000E-03        NAN        NAN        NAN
 6.7300E+02 1.5000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.7300E+02 2.2000E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
