# Header: 
#   Title                 : 60-ND-148 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : A.R.De L.Musgrove 
#   Institute             : (3AULAUA): Australian Nuclear Sci.and Techn.Org., Lucas Heights,NSW 
#   Reference             : (R,AAEC/E-401,1977) 
#   Year                  : 1977 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 60 
#   A                     : 148 
#   Nuclide               : 60-ND-148 
# Reaction: 
#   entry-subent-pointer  :['30360-022-3'] 
#   EXFOR reaction        :['(60-ND-148(N,G),,WID)'] 
#   incident energy       : 2.7100e-03 eV - 7.9780e-03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/303/30360.x4 
#   nds                   : https://nds.iaea.org/EXFOR/30360
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 2.7100E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.7720E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.7840E-03 3.0000E-06        NAN        0.0        NAN        NAN 3.7000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 2.9890E-03 3.0000E-06        NAN        0.0        NAN        NAN 3.6000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 3.0450E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0650E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1210E-03 3.0000E-06        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1700E-03 3.0000E-06        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3550E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4420E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4840E-03 3.0000E-06        NAN        0.0        NAN        NAN 3.1000E-02 5.0000E-03        NAN        NAN        NAN        NAN
 3.6120E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6450E-03 3.0000E-06        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7690E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.8120E-03 3.0000E-06        NAN        0.0        NAN        NAN 3.1000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 3.8370E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.8910E-03 1.0000E-05        NAN        0.0        NAN        NAN 3.5000E-02 5.0000E-03        NAN        NAN        NAN        NAN
 3.9480E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9720E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0270E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0730E-03 1.0000E-05        NAN        0.0        NAN        NAN 6.7000E-02 7.0000E-03        NAN        NAN        NAN        NAN
 4.1450E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2670E-03 5.0000E-06        NAN        0.0        NAN        NAN 4.6000E-02 5.0000E-03        NAN        NAN        NAN        NAN
 4.3070E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.4030E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.4200E-03 5.0000E-06        NAN        0.0        NAN        NAN 4.7000E-02 5.0000E-03        NAN        NAN        NAN        NAN
 4.4420E-03 3.0000E-06        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
